"interview__key","y5_hhid","sourceid","ag12a_01_1","ag12a_01_2","ag12a_01_3","ag12a_01_4","ag12a_01_5","ag12a_01_6","ag12a_01_7","ag12a_01_8","ag12a_02","ag12a_03_1","ag12a_03_2","ag12a_03_3","ag12a_03_4","ag12a_04","ag12a_05","ag12a_06","ag12a_07"
"18-03-94-10","4935-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-03-94-10","4935-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-74-76-28","4936-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-74-76-28","4936-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-74-76-28","4936-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-74-76-28","4936-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-74-76-28","4936-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-44-45-56","4937-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-44-45-56","4937-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-44-45-56","4937-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-44-45-56","4937-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-44-45-56","4937-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-92-39","4938-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-92-39","4938-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-92-39","4938-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-92-39","4938-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-92-39","4938-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-79-07-86","4938-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-79-07-86","4938-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-79-07-86","4938-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-79-07-86","4938-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-79-07-86","4938-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-74-03-08","4938-001-05",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-74-03-08","4938-001-05",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-74-03-08","4938-001-05",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-74-03-08","4938-001-05",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-74-03-08","4938-001-05",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-25-21-50","4939-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-25-21-50","4939-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-25-21-50","4939-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-25-21-50","4939-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-25-21-50","4939-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-44-97-89","4940-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-44-97-89","4940-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-44-97-89","4940-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-44-97-89","4940-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-44-97-89","4940-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-50-87-34","4971-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-50-87-34","4971-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-50-87-34","4971-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-50-87-34","4971-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-50-87-34","4971-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-26-01-86","4972-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-26-01-86","4972-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-26-01-86","4972-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-26-01-86","4972-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-26-01-86","4972-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-25-28-77","4973-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-25-28-77","4973-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-25-28-77","4973-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-25-28-77","4973-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-25-28-77","4973-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-70-48-75","4974-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-70-48-75","4974-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-70-48-75","4974-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-70-48-75","4974-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-70-48-75","4974-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-71-79-35","4975-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-71-79-35","4975-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-71-79-35","4975-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-71-79-35","4975-001-01",4,2,1,2,2,2,2,2,2,1,1,,,,1,2,,0
"13-71-79-35","4975-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-97-26-64","4976-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-97-26-64","4976-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-97-26-64","4976-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-97-26-64","4976-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-97-26-64","4976-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-14-01-64","4978-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-14-01-64","4978-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-14-01-64","4978-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-14-01-64","4978-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-14-01-64","4978-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-11-61-74","4978-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-11-61-74","4978-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-11-61-74","4978-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-11-61-74","4978-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-11-61-74","4978-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-34-29-43","4990-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-34-29-43","4990-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-34-29-43","4990-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-34-29-43","4990-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-34-29-43","4990-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-79-04-46","4991-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-79-04-46","4991-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-79-04-46","4991-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-79-04-46","4991-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-79-04-46","4991-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-74-34-93","4992-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-74-34-93","4992-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-74-34-93","4992-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-74-34-93","4992-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-74-34-93","4992-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-59-77-06","4993-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-59-77-06","4993-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-59-77-06","4993-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-59-77-06","4993-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-59-77-06","4993-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-14-89-65","4994-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-14-89-65","4994-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-14-89-65","4994-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-14-89-65","4994-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-14-89-65","4994-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-03-21-61","4995-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-03-21-61","4995-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-03-21-61","4995-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-03-21-61","4995-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"22-03-21-61","4995-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-93-80-80","4996-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-93-80-80","4996-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-93-80-80","4996-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-93-80-80","4996-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-93-80-80","4996-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-02-98-20","4997-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-02-98-20","4997-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-02-98-20","4997-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-02-98-20","4997-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-02-98-20","4997-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-35-17-35","5009-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-35-17-35","5009-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-35-17-35","5009-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-35-17-35","5009-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-35-17-35","5009-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-31-04-50","5009-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-31-04-50","5009-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-31-04-50","5009-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-31-04-50","5009-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-31-04-50","5009-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-98-24-36","5011-001-01",1,2,,2,2,2,2,2,2,2,,,,,,,,
"59-98-24-36","5011-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-98-24-36","5011-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-98-24-36","5011-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-98-24-36","5011-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-20-55-11","5012-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-20-55-11","5012-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-20-55-11","5012-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-20-55-11","5012-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-20-55-11","5012-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-02-80-91","5013-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-02-80-91","5013-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-02-80-91","5013-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-02-80-91","5013-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-02-80-91","5013-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-78-39-46","5014-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-78-39-46","5014-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-78-39-46","5014-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-78-39-46","5014-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-78-39-46","5014-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-34-19-21","5015-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-34-19-21","5015-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-34-19-21","5015-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-34-19-21","5015-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-34-19-21","5015-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-94-40-07","5016-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-94-40-07","5016-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-94-40-07","5016-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-94-40-07","5016-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-94-40-07","5016-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-23-60-36","5030-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-23-60-36","5030-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-23-60-36","5030-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-23-60-36","5030-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-23-60-36","5030-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-97-94-10","5032-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-97-94-10","5032-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-97-94-10","5032-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-97-94-10","5032-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-97-94-10","5032-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-26-48-11","5034-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-26-48-11","5034-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-26-48-11","5034-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-26-48-11","5034-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-26-48-11","5034-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"53-32-10-73","5050-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"53-32-10-73","5050-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"53-32-10-73","5050-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"53-32-10-73","5050-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"53-32-10-73","5050-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"12-54-70-11","5051-001-05",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"12-54-70-11","5051-001-05",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"12-54-70-11","5051-001-05",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"12-54-70-11","5051-001-05",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"12-54-70-11","5051-001-05",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-92-56-86","5066-001-01",1,2,2,2,2,2,,2,2,2,,,,,,,,
"85-92-56-86","5066-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-92-56-86","5066-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-92-56-86","5066-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"85-92-56-86","5066-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-03-15-91","5067-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-03-15-91","5067-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-03-15-91","5067-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-03-15-91","5067-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"29-03-15-91","5067-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-59-43-78","5068-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-59-43-78","5068-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-59-43-78","5068-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-59-43-78","5068-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-59-43-78","5068-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-69-78-16","5069-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-69-78-16","5069-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-69-78-16","5069-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-69-78-16","5069-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-69-78-16","5069-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-26-72-13","5070-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-26-72-13","5070-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-26-72-13","5070-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-26-72-13","5070-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-26-72-13","5070-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-01-19-87","5071-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-01-19-87","5071-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-01-19-87","5071-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-01-19-87","5071-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-01-19-87","5071-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-72-27","5072-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-72-27","5072-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-72-27","5072-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-72-27","5072-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-72-27","5072-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-87-03-63","5073-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-87-03-63","5073-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-87-03-63","5073-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-87-03-63","5073-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"18-87-03-63","5073-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-01-69-83","5085-001-01",1,1,1,2,2,2,2,2,2,1,1,,,,1,2,,1
"83-01-69-83","5085-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-01-69-83","5085-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-01-69-83","5085-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-01-69-83","5085-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-44-73-35","5086-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-44-73-35","5086-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-44-73-35","5086-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-44-73-35","5086-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-44-73-35","5086-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-85-02-56","5087-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-85-02-56","5087-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-85-02-56","5087-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-85-02-56","5087-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"25-85-02-56","5087-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"55-38-00-93","5088-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"55-38-00-93","5088-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"55-38-00-93","5088-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"55-38-00-93","5088-001-01",4,2,2,2,2,2,2,2,1,1,1,2,,,1,2,,0
"55-38-00-93","5088-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-41-28-59","5089-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-41-28-59","5089-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-41-28-59","5089-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-41-28-59","5089-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-41-28-59","5089-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-66-54-79","5090-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-66-54-79","5090-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-66-54-79","5090-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-66-54-79","5090-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"56-66-54-79","5090-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-51-28-25","5092-001-01",1,1,2,1,2,2,2,2,2,1,1,,,,1,2,,0
"83-51-28-25","5092-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-51-28-25","5092-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-51-28-25","5092-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-51-28-25","5092-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-45-70-94","5108-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-45-70-94","5108-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-45-70-94","5108-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-45-70-94","5108-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-45-70-94","5108-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-54-48-28","5127-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-54-48-28","5127-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-54-48-28","5127-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-54-48-28","5127-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-54-48-28","5127-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-20-84-57","5131-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-20-84-57","5131-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-20-84-57","5131-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-20-84-57","5131-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-20-84-57","5131-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-08-29-86","5182-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-08-29-86","5182-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-08-29-86","5182-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-08-29-86","5182-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-08-29-86","5182-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"41-85-46-23","5183-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"41-85-46-23","5183-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"41-85-46-23","5183-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"41-85-46-23","5183-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"41-85-46-23","5183-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-68-31-45","5184-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-68-31-45","5184-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-68-31-45","5184-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-68-31-45","5184-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-68-31-45","5184-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-26-77-42","5202-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-26-77-42","5202-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-26-77-42","5202-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-26-77-42","5202-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-26-77-42","5202-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-09-91-35","5224-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-09-91-35","5224-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-09-91-35","5224-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-09-91-35","5224-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-09-91-35","5224-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-55-33-91","5228-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-55-33-91","5228-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-55-33-91","5228-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-55-33-91","5228-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-55-33-91","5228-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"31-85-61-41","5244-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"31-85-61-41","5244-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"31-85-61-41","5244-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"31-85-61-41","5244-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"31-85-61-41","5244-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-21-69-36","5260-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-21-69-36","5260-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-21-69-36","5260-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-21-69-36","5260-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-21-69-36","5260-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-15-66-95","5261-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-15-66-95","5261-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
