"interview__key","y5_hhid","plot_id","plotname","plot_desc","prevplot_id","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_04","ag3a_07","ag3a_08a_1","ag3a_08a_2","ag3a_08b_1","ag3a_08b_2","ag3a_08b_3","ag3a_08c1","ag3a_08c2","ag3a_09a_1","ag3a_09a_2","ag3a_09b_1","ag3a_09b_2","ag3a_09b_3","ag3a_09c1","ag3a_09c2","ag3a_10","ag3a_11","ag3a_12","ag3a_13","ag3a_14","ag3a_15","ag3a_16_1","ag3a_16_2","ag3a_17","ag3a_18","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_25","ag3a_26_1","ag3a_26_2","ag3a_27","ag3a_28a","ag3a_28b","ag3a_28c","ag3a_28d","ag3a_29_1","ag3a_29_2","ag3a_30","ag3a_31_1","ag3a_31_2","ag3a_31a","ag3a_32_1","ag3a_32_2","ag3a_33","ag3a_34_1","ag3a_34_2","ag3a_35","ag3a_36_1","ag3a_36_2","ag3a_37_1","ag3a_37_2","ag3a_38","ag3a_38a","ag3a_39","ag3a_40","ag3a_41","ag3a_42","ag3a_43","ag3a_44","ag3a_45","ag3a_46_1","ag3a_46_2","ag3a_47","ag3a_48","ag3a_49","ag3a_51","ag3a_52","ag3a_53_1","ag3a_53_2","ag3a_54","ag3a_55","ag3a_56","ag3a_58","ag3a_59_1","ag3a_59_2","ag3a_60","ag3a_62_1","ag3a_62_2","ag3a_63","ag3a_64","ag3a_65_1","ag3a_65_2","ag3a_65a","ag3a_65b_1","ag3a_65b_2","ag3a_65c","ag3a_65d","ag3a_65e_1","ag3a_65e_2","ag3a_66","ag3a_67_1","ag3a_67_2","ag3a_67_3","ag3a_67_4","ag3a_68","ag3a_69","ag3a_70_1","ag3a_70_2","ag3a_71_1","ag3a_71_2","ag3a_71a","ag3a_71b","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10","ag3a_73","ag3a_74_1a","ag3a_74_1b","ag3a_74_1c","ag3a_74_1d","ag3a_74_2a","ag3a_74_2b","ag3a_74_2c","ag3a_74_2d","ag3a_74_3a","ag3a_74_3b","ag3a_74_3c","ag3a_74_3d","ag3a_75","ag3a_76","ag3a_77","ag3a_78","ag3a_79","ag3a_80","ag3a_81","ag3a_82","ag3a_83","ag3a_84","ag3a_85"
"00-62-14-06","6154-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,1,1,,71,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,1,2,,,,0,,500000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2014,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,2,15,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"00-62-14-06","6154-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",0.5,0.5,1,1,,71,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,500000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2014,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,2,,,,,,,,,3,9,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"21-27-12-89","6155-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,3,1,,71,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,80000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,1982,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,4,,,,,,,,6,6,6,,,,,,,,3,3,3,,,,,,,,1,1,2,5,,,,,,,,8,8,8,,,,,,,,3,3,3,,,,,,,,1,1,2,4,5,,,,,,,5,5,5,5,,,,,,,3,3,3,3,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,71,,,
"21-27-12-89","6155-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",8,8,11,1,,43,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,2000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2010,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,4,4,,,,,,,,,3,3,,,,,,,,,1,1,2,4,,,,,,,,4,4,4,,,,,,,,3,3,3,,,,,,,,1,1,2,4,,,,,,,,5,5,5,,,,,,,,3,3,3,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"21-27-12-89","6155-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",0,0,0,1,,304,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,17000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,1997,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,5
"76-95-55-86","6156-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,2,3,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,3,2,,,,0,,600000,1,,,,3,1,1,8,1,,2,,,,,,,,,,,,,,1989,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,7,7,,,,,,,,,2,4,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,3,1,,,,,,,,,2,2,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"76-95-55-86","6156-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",5,0,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,250000,1,,,,3,1,1,8,1,2,1,1,2,1,,,,,,,,,,,2009,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,31,,,
"12-92-21-92","6171-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,0,2,1,,31,1,0,2,,,,,1,0,2,,,,,2,1,2,2,,2,,,1,2,,,,0,,700000,5,,,,3,1,2,8,1,,1,1,,2,,,,,,,,,,,2014,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,6,6,,,,,,,,,3,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,3,3,,,,,,,,,1,0,0,0,0,2,0,0,7000,0,0,0,0,2,,,,,,1,11,,,
"12-92-21-92","6171-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-60-23-27","6171-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,4,1,6,1,,31,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,2,2,,,,0,,200000,1,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2017,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,16,16,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,21,21,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"03-70-85-49","6172-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-70-85-49","6172-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-70-85-49","6172-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,8,2,8,1,,11,1,0,1,7,,,,1,0,1,7,,,,2,2,2,2,,2,,,1,2,,,,98,,1000000,7,,,,,,,8,,,,,,,,,50000,8,1,1,3,2,1,,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,21,,,,,,,,,,9,,,,,,,,,,1,1,7,,,,,,,,,5,1,,,,,,,,,8,8,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,6,,,,,,,,,,1,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,,2,,2,6,
"84-90-20-91","6172-001-06",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,8,2,12,1,,11,1,0,1,2,,,,1,0,1,2,,,,3,2,2,2,,2,,,1,2,,,,0,,600000,7,,,,,,,8,,,,,,,,,60000,6,1,1,2,2,1,2,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,1,200,3,4000,3,16,1,2,,,,,,,,,,,2,1,1,1,3,,,,,,,,,5,5,,,,,,,,,7,7,,,,,,,,,1,1,3,,,,,,,,,3,3,,,,,,,,,10,10,,,,,,,,,1,1,3,,,,,,,,,7,7,,,,,,,,,10,10,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,2,6,
"35-50-92-43","6173-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35-50-92-43","6173-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,4,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,100000,7,,,,,,,8,,,,,,,,,0,,,1,1,2,1,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"99-88-87-92","6174-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-88-87-92","6174-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-88-87-92","6174-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-88-87-92","6174-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,200000,1,,,,3,1,2,8,1,2,2,,,,,,,,,,,,,,2020,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,7,7,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,10,10,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,6,6,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"99-88-87-92","6174-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,1,2,,,,0,,600000,1,,,,3,1,2,8,2,,2,,,,,,,,,,,,,,2020,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,10,10,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,6,6,,,,,,,,,6,6,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"47-39-58-57","6175-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.5,1.5,1,,11,1,0,2,,,,,1,0,2,,,,,2,2,3,2,,2,,,1,2,,,,0,,350000,1,,,,3,1,1,8,2,,1,1,,2,,,,,,,,,,,1990,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,4,9,,,,,,,,3,3,3,,,,,,,,3,3,3,,,,,,,,1,2,9,,,,,,,,,2,2,,,,,,,,,3,3,,,,,,,,,1,2,9,,,,,,,,,2,2,,,,,,,,,2,2,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"47-39-58-57","6175-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31-00-34-19","6187-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,8,1,,13,1,0,1,2,,,,1,0,1,2,,,,3,2,2,2,,2,,,3,2,,,,0,,900000,5,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2015,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,14,14,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,8,8,,,,,,,,,1,0,0,0,0,0,0,0,0,10,0,0,20000,2,,,,,,1,31,,,
"31-00-34-19","6187-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",2,2,10,1,,13,1,0,1,2,,,,1,0,1,2,,,,3,2,2,2,,2,,,3,2,,,,0,,900000,1,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2001,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,21,21,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,15,15,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,13,13,,,,,,,,,8,8,,,,,,,,,1,0,0,0,0,0,0,0,0,0,28,0,40000,2,,,,,,1,31,,,
"31-00-34-19","6187-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-26-99-77","6188-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,1.5,3,1,,13,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,300000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,1984,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,4,12,,,,,,,17,17,11,9,,,,,,,5,5,5,5,,,,,,,1,1,2,4,12,,,,,,,10,8,9,11,,,,,,,6,5,6,5,,,,,,,1,1,2,4,12,,,,,,,16,12,6,4,,,,,,,5,3,2,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"51-98-37-19","6188-001-05",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,1,1,,71,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,450000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2019,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,4,4,,,,,,,,,1,2,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"51-98-37-19","6188-001-05",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,300000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2020,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"51-98-37-19","6188-001-05",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,1,0.5,3,1,,13,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,400000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2019,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,18,18,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,10,10,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,11,11,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"51-88-82-05","6189-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-88-82-05","6189-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-88-82-05","6189-001-02",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-88-82-05","6189-001-02",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,2,6,1,,11,1,0,3,,,,,1,0,3,,,,,2,2,2,2,,1,1,,3,2,,,,0,,200000,1,,,,3,1,1,8,3,,1,3,,1,,,,,,,,,,,2015,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,3,,,,,,,,,5,5,,,,,,,,,5,5,,,,,,,,,1,2,3,,,,,,,,,7,7,,,,,,,,,5,5,,,,,,,,,1,2,3,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"06-47-87-89","6191-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-54-05-56","6193-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,5,1,,13,1,0,1,,,,,1,0,1,,,,,3,1,2,2,,2,,,3,2,,,,0,,300000,1,,,,3,1,1,8,1,2,1,1,,1,,,,,,,,,,,1974,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,17,17,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,21,21,,,,,,,,,1,4,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,4,4,,,,,,,,,1,0,0,0,0,0,8,0,25000,0,0,0,0,2,,,,,,1,11,,,
"79-89-89-37","6194-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,2,4,1,,13,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,400000,1,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2009,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,3,4,,,,,,,2,2,2,2,,,,,,,2,2,2,2,,,,,,,1,1,2,3,4,,,,,,,2,2,2,2,,,,,,,4,4,4,4,,,,,,,1,1,2,3,,,,,,,,1,1,1,,,,,,,,5,5,5,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
