"interview__key","y5_hhid","itemcode","hh_j01","hh_j02_1","hh_j02_2","hh_j03_1","hh_j03_2","hh_j04","hh_j05_1","hh_j05_2","hh_j06_1","hh_j06_2","j1_selection"
"24-04-48-76","5111-001-01",103,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",104,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",105,1,2,2250,2,2250,2700,,0,,0,2
"24-04-48-76","5111-001-01",106,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",107,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",109,1,2,450,2,450,1000,,0,,0,2
"24-04-48-76","5111-001-01",110,1,2,1755,2,1755,3900,,0,,0,2
"24-04-48-76","5111-001-01",111,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",112,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",201,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",202,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",203,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",204,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",205,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",206,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",207,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",301,1,1,1,1,1,2800,,0,,0,2
"24-04-48-76","5111-001-01",302,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",303,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",401,1,2,1500,2,1500,2100,,0,,0,2
"24-04-48-76","5111-001-01",501,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",502,1,2,1170,2,1170,1500,,0,,0,2
"24-04-48-76","5111-001-01",503,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",504,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",601,1,2,1000,2,1000,1200,,0,,0,2
"24-04-48-76","5111-001-01",602,1,2,500,2,500,600,,0,,0,2
"24-04-48-76","5111-001-01",603,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",701,1,2,450,2,450,500,,0,,0,2
"24-04-48-76","5111-001-01",702,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",703,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",704,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",801,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",802,1,2,250,2,250,2000,,0,,0,2
"24-04-48-76","5111-001-01",803,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",804,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",805,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",806,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",807,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",808,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",809,1,2,60,2,60,700,,0,,0,2
"24-04-48-76","5111-001-01",810,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",901,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",902,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",903,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1001,1,4,200,4,200,500,,0,,0,2
"24-04-48-76","5111-001-01",1002,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1003,1,2,150,2,150,200,,0,,0,2
"24-04-48-76","5111-001-01",1004,1,2,25,2,25,500,,0,,0,2
"24-04-48-76","5111-001-01",1081,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1082,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1101,1,2,12,2,12,200,,0,,0,2
"24-04-48-76","5111-001-01",1102,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1103,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1104,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1105,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1106,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1107,2,,,,,,,,,,2
"24-04-48-76","5111-001-01",1108,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",101,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",102,1,1,3,1,3,5600,,0,,0,2
"45-64-99-21","5144-001-01",103,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",104,1,1,1,1,1,1200,,0,,0,2
"45-64-99-21","5144-001-01",105,1,1,2,1,2,2000,,0,,0,2
"45-64-99-21","5144-001-01",106,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",107,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",109,1,2,500,2,500,1000,,0,,0,2
"45-64-99-21","5144-001-01",110,1,2,560,2,560,700,,0,,0,2
"45-64-99-21","5144-001-01",111,1,2,500,2,500,1300,,0,,0,2
"45-64-99-21","5144-001-01",112,1,2,1200,2,1200,1000,,0,,0,2
"45-64-99-21","5144-001-01",201,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",202,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",203,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",204,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",205,1,2,4200,2,4200,3000,,0,,0,2
"45-64-99-21","5144-001-01",206,1,2,3400,2,3400,4000,,0,,0,2
"45-64-99-21","5144-001-01",207,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",301,1,2,500,2,500,1300,,0,,0,2
"45-64-99-21","5144-001-01",302,1,2,30,2,30,500,,0,,0,2
"45-64-99-21","5144-001-01",303,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",401,1,2,1500,2,1500,3900,,0,,0,2
"45-64-99-21","5144-001-01",501,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",502,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",503,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",504,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",601,1,2,4100,2,4100,6500,,0,,0,2
"45-64-99-21","5144-001-01",602,1,2,3360,2,3360,3000,,0,,0,2
"45-64-99-21","5144-001-01",603,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",701,1,2,2300,2,2300,1600,,0,,0,2
"45-64-99-21","5144-001-01",702,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",703,1,2,1890,2,1890,3600,,0,,0,2
"45-64-99-21","5144-001-01",704,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",801,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",802,1,1,1,1,1,7000,,0,,0,2
"45-64-99-21","5144-001-01",803,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",804,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",805,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",806,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",807,1,2,420,2,420,2100,,0,,0,2
"45-64-99-21","5144-001-01",808,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",809,1,2,171,2,171,1500,,0,,0,2
"45-64-99-21","5144-001-01",810,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",901,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",902,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",903,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1001,1,4,500,4,500,2200,,0,,0,2
"45-64-99-21","5144-001-01",1002,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1003,1,2,100,2,100,100,,0,,0,2
"45-64-99-21","5144-001-01",1004,1,2,330,2,330,500,,0,,0,2
"45-64-99-21","5144-001-01",1081,1,1,1,1,1,1500,,0,,0,2
"45-64-99-21","5144-001-01",1082,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1101,1,2,35,2,35,700,,0,,0,2
"45-64-99-21","5144-001-01",1102,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1103,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1104,1,4,1400,4,1400,2000,,0,,0,2
"45-64-99-21","5144-001-01",1105,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1106,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1107,2,,,,,,,,,,2
"45-64-99-21","5144-001-01",1108,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",101,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",102,1,1,4,1,4,6000,,0,,0,2
"01-63-14-03","5170-001-01",103,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",104,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",105,1,1,3,1,3,3000,,0,,0,2
"01-63-14-03","5170-001-01",106,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",107,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",109,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",110,1,5,30,5,30,3000,,0,,0,2
"01-63-14-03","5170-001-01",111,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",112,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",201,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",202,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",203,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",204,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",205,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",206,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",207,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",301,1,2,250,2,250,800,,0,,0,2
"01-63-14-03","5170-001-01",302,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",303,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",401,1,2,2500,2,2500,6500,,0,,0,2
"01-63-14-03","5170-001-01",501,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",502,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",503,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",504,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",601,1,5,21,5,21,2100,,0,,0,2
"01-63-14-03","5170-001-01",602,1,5,6,5,6,1800,,0,,0,2
"01-63-14-03","5170-001-01",603,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",701,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",702,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",703,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",704,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",801,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",802,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",803,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",804,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",805,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",806,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",807,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",808,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",809,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",810,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",901,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",902,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",903,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1001,1,4,500,4,500,2500,,0,,0,2
"01-63-14-03","5170-001-01",1002,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1003,1,2,200,2,200,250,,0,,0,2
"01-63-14-03","5170-001-01",1004,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1081,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1082,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1101,1,2,12,2,12,200,,0,,0,2
"01-63-14-03","5170-001-01",1102,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1103,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1104,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1105,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1106,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1107,2,,,,,,,,,,2
"01-63-14-03","5170-001-01",1108,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",101,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",102,1,1,8,1,8,1600,,0,,0,2
"07-08-29-86","5182-001-01",103,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",104,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",105,1,1,7,1,7,7700,,0,,0,2
"07-08-29-86","5182-001-01",106,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",107,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",109,1,1,7,1,7,19600,,0,,0,2
"07-08-29-86","5182-001-01",110,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",111,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",112,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",201,1,2,1500,2,1500,2000,,0,,0,2
"07-08-29-86","5182-001-01",202,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",203,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",204,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",205,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",206,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",207,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",301,1,2,1500,2,1500,4200,,0,,0,2
"07-08-29-86","5182-001-01",302,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",303,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",401,1,1,2,1,2,5600,,0,,0,2
"07-08-29-86","5182-001-01",501,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",502,1,2,1800,2,1800,3000,,0,,0,2
"07-08-29-86","5182-001-01",503,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",504,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",601,1,2,1400,2,1400,3000,,0,,0,2
"07-08-29-86","5182-001-01",602,1,2,900,2,900,1000,,0,,0,2
"07-08-29-86","5182-001-01",603,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",701,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",702,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",703,1,5,12,5,12,12000,,0,,0,2
"07-08-29-86","5182-001-01",704,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",801,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",802,1,1,1,1,1,8000,,0,,0,2
"07-08-29-86","5182-001-01",803,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",804,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",805,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",806,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",807,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",808,1,1,3,1,3,30000,,0,,0,2
"07-08-29-86","5182-001-01",809,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",810,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",901,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",902,1,3,5,3,5,15000,,0,,0,2
"07-08-29-86","5182-001-01",903,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1001,1,3,1,3,1,7000,,0,,0,2
"07-08-29-86","5182-001-01",1002,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1003,1,2,200,2,200,250,,0,,0,2
"07-08-29-86","5182-001-01",1004,1,2,180,2,180,600,,0,,0,2
"07-08-29-86","5182-001-01",1081,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1082,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1101,1,2,50,2,50,600,,0,,0,2
"07-08-29-86","5182-001-01",1102,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1103,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1104,1,4,2800,4,2800,4000,,0,,0,2
"07-08-29-86","5182-001-01",1105,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1106,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1107,2,,,,,,,,,,2
"07-08-29-86","5182-001-01",1108,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",101,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",102,1,1,1,1,1,1500,,0,,0,2
"93-09-91-35","5224-001-02",103,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",104,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",105,1,1,6,1,6,6000,,0,,0,2
"93-09-91-35","5224-001-02",106,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",107,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",109,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",110,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",111,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",112,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",201,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",202,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",203,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",204,1,2,4530,,0,,,0,2,4530,2
"93-09-91-35","5224-001-02",205,1,2,1220,2,1220,1000,,0,,0,2
"93-09-91-35","5224-001-02",206,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",207,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",301,1,2,250,2,250,650,,0,,0,2
"93-09-91-35","5224-001-02",302,1,2,20,2,20,200,,0,,0,2
"93-09-91-35","5224-001-02",303,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",401,1,2,500,2,500,1400,,0,,0,2
"93-09-91-35","5224-001-02",501,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",502,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",503,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",504,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",601,1,2,1300,2,1300,1180,,0,,0,2
"93-09-91-35","5224-001-02",602,1,2,720,2,720,600,,0,,0,2
"93-09-91-35","5224-001-02",603,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",701,1,2,165,2,165,250,,0,,0,2
"93-09-91-35","5224-001-02",702,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",703,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",704,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",801,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",802,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",803,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",804,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",805,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",806,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",807,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",808,1,2,75,2,75,1000,,0,,0,2
"93-09-91-35","5224-001-02",809,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",810,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",901,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",902,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",903,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1001,1,4,700,4,700,3500,,0,,0,2
"93-09-91-35","5224-001-02",1002,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1003,1,2,250,2,250,250,,0,,0,2
"93-09-91-35","5224-001-02",1004,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1081,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1082,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1101,1,2,10,2,10,200,,0,,0,2
"93-09-91-35","5224-001-02",1102,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1103,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1104,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1105,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1106,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1107,2,,,,,,,,,,2
"93-09-91-35","5224-001-02",1108,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",101,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",102,1,2,10500,2,10500,15400,,0,,0,2
"59-60-16-18","5240-001-01",103,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",104,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",105,1,1,7,,0,,,0,1,7,2
"59-60-16-18","5240-001-01",106,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",107,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",109,1,2,500,,0,,,0,2,500,2
"59-60-16-18","5240-001-01",110,1,1,20,2,600,2000,,0,,0,2
"59-60-16-18","5240-001-01",111,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",112,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",201,1,2,884,2,884,500,,0,,0,2
"59-60-16-18","5240-001-01",202,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",203,1,2,1820,2,1820,1000,,0,,0,2
"59-60-16-18","5240-001-01",204,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",205,1,2,2146,2,2146,2500,,0,,0,2
"59-60-16-18","5240-001-01",206,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",207,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",301,1,1,1,1,1,2800,,0,,0,2
"59-60-16-18","5240-001-01",302,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",303,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",401,1,2,1500,2,1500,4200,,0,,0,2
"59-60-16-18","5240-001-01",501,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",502,1,2,2704,2,2704,3200,,0,,0,2
"59-60-16-18","5240-001-01",503,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",504,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",601,1,2,3500,2,3500,5600,,0,,0,2
"59-60-16-18","5240-001-01",602,1,2,3654,2,3654,4200,,0,,0,2
"59-60-16-18","5240-001-01",603,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",701,1,2,875,2,875,1000,,0,,0,2
"59-60-16-18","5240-001-01",702,1,2,3240,2,3240,1500,,0,,0,2
"59-60-16-18","5240-001-01",703,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",704,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",801,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",802,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",803,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",804,1,2,500,2,500,7000,,0,,0,2
"59-60-16-18","5240-001-01",805,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",806,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",807,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",808,1,2,250,2,250,4000,,0,,0,2
"59-60-16-18","5240-001-01",809,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",810,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",901,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",902,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",903,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1001,1,4,250,4,250,1125,,0,,0,2
"59-60-16-18","5240-001-01",1002,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1003,1,2,150,2,150,200,,0,,0,2
"59-60-16-18","5240-001-01",1004,1,2,30,2,30,1500,,0,,0,2
"59-60-16-18","5240-001-01",1081,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1082,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1101,1,2,21,2,21,700,,0,,0,2
"59-60-16-18","5240-001-01",1102,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1103,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1104,1,4,350,4,350,500,,0,,0,2
"59-60-16-18","5240-001-01",1105,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1106,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1107,2,,,,,,,,,,2
"59-60-16-18","5240-001-01",1108,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",101,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",102,1,1,4,1,4,8000,,0,,0,2
"49-22-90-25","5263-001-01",103,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",104,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",105,1,1,3,1,3,3000,,0,,0,2
"49-22-90-25","5263-001-01",106,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",107,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",109,1,2,1500,2,1500,3000,,0,,0,2
"49-22-90-25","5263-001-01",110,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",111,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",112,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",201,1,5,10,5,10,2000,,0,,0,2
"49-22-90-25","5263-001-01",202,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",203,1,5,10,5,10,1500,,0,,0,2
"49-22-90-25","5263-001-01",204,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",205,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",206,1,5,20,5,20,3000,,0,,0,2
"49-22-90-25","5263-001-01",207,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",301,1,2,500,2,500,1400,,0,,0,2
"49-22-90-25","5263-001-01",302,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",303,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",401,1,1,1,1,1,2800,,0,,0,2
"49-22-90-25","5263-001-01",501,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",502,1,5,3,5,3,2700,,0,,0,2
"49-22-90-25","5263-001-01",503,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",504,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",601,1,5,15,5,15,1500,,0,,0,2
"49-22-90-25","5263-001-01",602,1,5,4,5,4,2000,,0,,0,2
"49-22-90-25","5263-001-01",603,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",701,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",702,1,5,6,5,6,1200,,0,,0,2
"49-22-90-25","5263-001-01",703,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",704,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",801,1,1,1,1,1,10000,,0,,0,2
"49-22-90-25","5263-001-01",802,1,1,1,1,1,8000,,0,,0,2
"49-22-90-25","5263-001-01",803,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",804,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",805,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",806,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",807,1,5,10,5,10,3500,,0,,0,2
"49-22-90-25","5263-001-01",808,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",809,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",810,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",901,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",902,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",903,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",1001,1,4,500,4,500,2400,,0,,0,2
"49-22-90-25","5263-001-01",1002,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",1003,1,2,200,2,200,200,,0,,0,2
"49-22-90-25","5263-001-01",1004,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",1081,1,1,2,1,2,2600,,0,,0,2
"49-22-90-25","5263-001-01",1082,2,,,,,,,,,,2
"49-22-90-25","5263-001-01",1101,1,2,18,2,18,300,,0,,0,2
"49-22-90-25","5263-001-01",1102,2,,,,,,,,,,2
