"interview__key","y5_hhid","plot_id","cropid","ag6a_02","ag6a_03","ag6a_04","ag6a_05","ag6a_06","ag6a_06a","ag6a_07_1","ag6a_07_2","ag6a_07_3","ag6a_07_4","ag6a_08_1","ag6a_08_2","ag6a_09","ag6a_10","ag6a_11"
"68-11-89-03","4747-001-01",2,73,7,1997,0,1,2,1,2020,12,2021,1,1,2,140,2,
"82-63-17-22","4748-001-01",1,73,2,1900,0,1,2,1,2020,9,2020,12,2,,250,2,
"54-20-65-81","4749-001-01",5,71,8,2017,0,1,2,2,,,,,,,,,
"54-20-65-81","4749-001-01",5,74,1,2018,0,1,2,1,2020,2,2021,1,3,4,45,2,
"86-91-07-43","4750-001-01",1,72,1,2017,0,1,2,2,,,,,,,,,
"86-91-07-43","4750-001-01",1,73,3,2008,0,1,2,1,2020,10,2020,12,1,,120,1,5
"50-66-78-06","4762-001-01",1,71,26,2013,0,2,,1,2020,10,2021,9,1,,96,1,5
"50-66-78-06","4762-001-01",1,74,1,2017,0,1,2,1,2020,10,2021,9,1,,18,2,
"47-55-39-75","4762-001-03",1,71,14,2019,0,1,2,2,,,,,,,,,
"47-55-39-75","4762-001-03",1,74,21,2021,20,1,2,2,,,,,,,,,
"47-55-39-75","4762-001-03",1,76,1,2019,0,1,2,2,,,,,,,,,
"88-66-82-04","4762-001-04",1,71,4,2021,4,1,2,2,,,,,,,,,
"88-66-82-04","4762-001-04",1,73,2,2021,2,1,2,2,,,,,,,,,
"88-66-82-04","4762-001-04",1,74,1,2021,1,1,2,2,,,,,,,,,
"33-63-56-62","4763-001-03",1,71,5,2020,0,2,,2,,,,,,,,,
"51-90-57-30","4764-001-01",1,73,7,2018,0,2,,2,,,,,,,,,
"66-00-46-86","4764-001-04",1,73,1,2013,0,1,2,2,,,,,,,,,
"95-95-14-85","4765-001-01",1,73,1,2012,0,2,,1,2020,11,2021,1,1,,45,2,
"95-95-14-85","4765-001-01",1,74,3,2012,3,2,,1,2021,5,2021,8,1,,60,1,1
"89-76-80-98","4765-001-02",1,71,22,2017,0,2,,1,2020,8,2021,8,1,,85,2,
"89-76-80-98","4765-001-02",1,73,2,1994,0,2,,1,2020,12,2021,1,1,,160,1,2
"66-94-14-01","4766-001-04",1,73,1,1995,0,2,,2,,,,,,,,,
"13-09-88-20","4766-001-10",1,71,1,2020,1,1,2,2,,,,,,,,,
"13-09-88-20","4766-001-10",1,74,1,2020,1,2,,1,2020,9,2021,9,1,2,20,2,
"33-30-46-03","4769-001-01",1,74,1,2017,0,2,,1,2020,1,2021,9,2,,55,2,
"10-29-22-88","4781-001-01",1,71,8,2015,3,2,,2,,,,,,,,,
"10-29-22-88","4781-001-01",1,74,3,2019,1,2,,1,2021,2,2021,6,1,2,20,2,
"79-66-60-70","4783-001-06",1,71,7,2020,2,1,2,2,,,,,,,,,
"79-66-60-70","4783-001-06",1,74,1,2016,0,1,2,1,2020,4,2021,9,2,,85,2,
"79-66-60-70","4783-001-06",1,76,1,2015,0,1,2,2,,,,,,,,,
"79-66-60-70","4783-001-06",2,80,9,1900,0,1,2,1,2020,9,2021,9,2,,400,1,1
"79-66-60-70","4783-001-06",2,200,2,1900,0,1,2,2,,,,,,,,,
"21-21-00-33","4785-001-01",2,74,2,2018,0,1,2,1,2020,4,2021,2,1,,20,2,
"21-21-00-33","4785-001-01",2,200,1,2014,0,2,,2,,,,,,,,,
"74-79-96-15","4789-001-01",1,71,3,2021,3,1,2,2,,,,,,,,,
"74-79-96-15","4789-001-01",1,74,2,2021,2,1,2,2,,,,,,,,,
"29-77-71-61","4800-001-01",1,73,4,1900,0,1,2,1,2020,11,2021,1,1,42,190,2,
"29-77-71-61","4800-001-01",1,203,11,1998,0,1,2,1,2020,12,2021,1,1,42,280,1,1
"35-86-44-70","4800-001-02",1,80,1,2017,0,2,,2,,,,,,,,,
"35-86-44-70","4800-001-02",1,203,1,2017,0,2,,2,,,,,,,,,
"87-21-08-09","4801-001-01",1,73,10,1900,0,2,,1,2020,11,2020,12,1,,10,1,5
"84-03-14-86","4802-001-01",1,73,7,1900,0,1,2,1,2020,10,2020,12,1,,100,1,5
"84-03-14-86","4802-001-01",1,851,1,2014,0,2,,1,2021,1,2021,1,1,,1,2,
"08-11-25-78","4803-001-02",1,74,5,2020,5,2,,2,,,,,,,,,
"73-49-56-13","4804-001-01",1,71,2,2000,0,1,2,1,2021,1,2021,1,1,,1000,2,
"73-49-56-13","4804-001-01",1,73,8,1961,0,1,2,1,2020,11,2020,12,1,,100,2,
"24-67-34-65","4805-001-01",1,73,2,1994,0,2,,1,2020,11,2021,1,1,2,120,2,
"24-67-34-65","4805-001-01",1,74,7,2015,0,2,,1,2020,7,2020,9,1,,120,2,
"24-67-34-65","4805-001-01",2,73,2,1994,0,2,,1,2020,11,2021,1,1,,80,2,
"78-46-80-07","4806-001-01",1,73,5,2011,0,1,2,1,2020,10,2020,12,1,2,50,2,
"78-46-80-07","4806-001-01",1,852,1,2015,1,1,2,1,2020,7,2020,9,1,2,15,2,
"78-46-80-07","4806-001-01",2,73,2,2011,0,1,2,1,2020,9,2020,12,1,2,80,2,
"60-52-94-10","4807-001-01",1,73,5,1960,0,2,,1,2020,10,2020,10,1,2,120,2,
"84-78-41-06","4820-001-01",1,73,35,1998,0,1,1,1,2019,12,2020,1,1,,2600,1,3
"29-50-42-33","4822-001-01",1,73,14,1997,0,2,,1,2020,6,2020,10,1,2,10400,2,
"39-17-25-57","4823-001-01",1,71,3,2015,0,1,2,2,,,,,,,,,
"39-17-25-57","4823-001-01",1,73,1,2016,0,1,2,1,2019,11,2021,1,2,,60,1,1
"51-20-55-51","4826-001-11",1,71,40,2015,0,2,,1,2019,12,2020,11,1,4,150,2,
"51-20-55-51","4826-001-11",1,73,1,2009,0,2,,1,2020,6,2020,7,1,4,100,2,
"98-17-39-89","4829-001-01",1,73,8,1980,2,2,,1,2019,12,2020,2,1,,900,1,6
"98-17-39-89","4829-001-01",1,74,3,2016,0,2,,1,2020,8,2020,10,1,,20,1,1
"17-85-72-98","4838-001-01",1,71,20,2016,0,1,2,1,2020,1,2021,1,1,,70,2,
"17-85-72-98","4838-001-01",1,73,7,2016,0,1,2,1,2020,10,2020,12,1,,160,2,
"17-85-72-98","4838-001-01",1,76,2,2019,0,1,2,2,,,,,,,,,
"33-87-11-24","4839-001-01",1,73,15,2003,0,1,2,1,2020,11,2021,1,1,,860,2,
"33-87-11-24","4839-001-01",1,74,5,2020,5,1,2,2,,,,,,,,,
"17-43-17-87","4841-001-01",1,74,1,2020,1,2,,2,,,,,,,,,
"76-69-80-58","4842-001-01",1,73,12,2005,0,2,,1,2020,11,2021,1,1,9,720,1,5
"76-69-80-58","4842-001-01",3,80,6,2010,0,2,,2,,,,,,,,,
"15-67-33-21","4843-001-01",4,71,12,2015,0,2,,1,2019,12,2020,4,1,2,40,2,
"15-67-33-21","4843-001-01",4,73,3,2017,0,1,2,1,2020,8,2020,11,1,2,30,2,
"15-67-33-21","4843-001-01",4,74,1,2019,0,1,2,2,,,,,,,,,
"35-77-92-81","4844-001-02",1,70,3,2020,3,1,2,2,,,,,,,,,
"35-77-92-81","4844-001-02",1,71,5,2013,0,1,2,1,2020,7,2020,7,2,,30,2,
"35-77-92-81","4844-001-02",1,73,10,2020,6,1,2,2,,,,,,,,,
"35-77-92-81","4844-001-02",1,74,1,2015,0,1,2,1,2020,8,2020,12,2,,35,2,
"35-77-92-81","4844-001-02",1,76,4,2016,0,1,2,2,,,,,,,,,
"35-77-92-81","4844-001-02",1,852,3,2017,0,1,2,1,2020,10,2020,12,2,3,25,2,
"01-60-16-75","4845-001-01",2,71,14,2020,6,2,,2,,,,,,,,,
"01-60-16-75","4845-001-01",2,73,1,2016,0,2,,2,,,,,,,,,
"01-60-16-75","4845-001-01",2,852,1,2016,0,2,,2,,,,,,,,,
"93-91-00-81","4859-001-01",1,73,3,2006,0,1,2,1,2020,12,2021,1,1,2,120,1,5
"11-13-37-42","4860-001-01",5,71,4,2020,2,2,,2,,,,,,,,,
"11-13-37-42","4860-001-01",5,72,1,2020,1,2,,2,,,,,,,,,
"11-13-37-42","4860-001-01",5,73,6,1970,1970,2,,1,2020,10,2021,1,1,5,500,2,
"11-13-37-42","4860-001-01",5,76,1,2019,1,2,,2,,,,,,,,,
"11-13-37-42","4860-001-01",5,851,1,1970,1,2,,1,2020,2,2020,4,1,5,6,2,
"11-13-37-42","4860-001-01",5,852,1,2020,1,2,,2,,,,,,,,,
"84-10-16-27","4861-001-01",1,71,1,2020,1,1,2,2,,,,,,,,,
"84-10-16-27","4861-001-01",1,73,2,1980,0,1,2,1,2020,11,2020,12,1,,75,2,
"84-10-16-27","4861-001-01",1,852,4,2015,2,1,2,1,2020,6,2020,8,1,,40,2,
"84-10-16-27","4861-001-01",3,73,1,1980,0,1,2,2,,,,,,,,,
"92-40-07-94","4862-001-01",1,73,1,1998,0,1,2,1,2020,11,2021,1,1,4,130,1,5
"65-63-93-47","4863-001-01",1,73,4,1994,0,1,2,2,,,,,,,,,
"80-07-40-89","4864-001-04",1,73,1,1900,0,1,2,1,2020,10,2021,1,1,2,150,2,
"63-09-12-73","4864-001-05",1,70,1,2018,0,2,,2,,,,,,,,,
"63-09-12-73","4864-001-05",1,71,5,2020,2,1,2,2,,,,,,,,,
"63-09-12-73","4864-001-05",1,73,1,1998,0,2,,1,2020,9,2020,10,1,,84,2,
"63-09-12-73","4864-001-05",1,852,1,2015,0,2,,2,,,,,,,,,
"02-39-87-31","4878-001-01",3,71,10,2020,4,1,2,1,2020,10,2020,11,1,,26,2,
"02-39-87-31","4878-001-01",3,73,4,2017,0,2,,2,,,,,,,,,
"02-39-87-31","4878-001-01",3,852,1,2017,0,2,,2,,,,,,,,,
"80-02-63-90","4879-001-01",1,73,1,1990,0,1,2,2,,,,,,,,,
"80-02-63-90","4879-001-01",2,73,5,2012,0,1,2,2,,,,,,,,,
"78-15-30-22","4880-001-01",1,73,22,1999,0,1,2,1,2020,11,2020,12,1,,1200,1,4
"78-15-30-22","4880-001-01",1,76,2,2014,0,1,2,2,,,,,,,,,
"78-15-30-22","4880-001-01",1,80,1,2014,1,1,2,2,,,,,,,,,
"47-30-58-25","4895-001-01",1,72,3,1950,0,2,,2,,,,,,,,,
"47-30-58-25","4895-001-01",2,71,100,1960,0,2,,1,2020,1,2020,12,1,2,300,2,
"47-30-58-25","4895-001-01",4,71,60,2000,0,2,,1,2020,1,2020,12,1,2,540,2,
"47-30-58-25","4895-001-01",5,71,11,2000,0,2,,1,2020,1,2020,12,1,2,90,2,
"47-30-58-25","4895-001-01",5,72,1,1980,0,2,,1,2020,3,2020,4,1,2,12,2,
"83-48-46-44","4895-001-03",1,71,10,2015,0,2,,1,2020,1,2020,12,1,2,75,2,
"83-48-46-44","4895-001-03",2,71,8,2019,0,2,,2,,,,,,,,,
"83-48-46-44","4895-001-03",3,71,9,2018,0,2,,1,2020,1,2021,12,1,2,105,2,
"83-48-46-44","4895-001-03",5,71,2,2017,0,2,,1,2020,1,2020,12,1,2,45,2,
"06-47-27-70","4896-001-01",4,71,70,2008,0,1,2,1,2020,1,2020,12,1,,700,2,
"06-47-27-70","4896-001-01",5,71,40,2019,0,1,2,1,2020,1,2020,12,1,,425,2,
"55-37-33-83","4897-001-01",1,71,21,2000,0,2,,1,2020,9,2020,12,2,,4,2,
"55-37-33-83","4897-001-01",1,72,1,1990,0,2,,1,2020,1,2020,3,2,,70,2,
"55-37-33-83","4897-001-01",2,71,4,2000,0,2,,1,2020,12,2020,12,2,,40,2,
"87-09-78-69","4898-001-01",1,71,30,2000,0,2,,1,2020,1,2020,12,1,2,300,2,
"87-09-78-69","4898-001-01",1,72,1,2010,0,2,,1,2020,3,2020,5,1,2,50,2,
"87-09-78-69","4898-001-01",4,72,1,2017,0,2,,2,,,,,,,,,
"87-09-78-69","4898-001-01",5,72,1,2017,0,2,,2,,,,,,,,,
"87-09-78-69","4898-001-01",9,71,6,2010,0,2,,1,2020,1,2020,12,1,2,60,2,
"87-09-78-69","4898-001-01",10,71,5,2015,0,2,,1,2020,1,2020,12,1,2,20,2,
"87-09-78-69","4898-001-01",13,71,6,2015,0,2,,1,2020,1,2020,12,1,2,30,2,
"83-14-14-02","4898-001-04",1,71,12,2019,2,1,2,1,2020,12,2021,11,2,,160,2,
"83-14-14-02","4898-001-04",1,73,2,2021,2,1,2,2,,,,,,,,,
"11-30-27-89","4899-001-01",1,71,35,2015,0,1,2,1,2020,1,2020,12,1,,450,2,
"11-30-27-89","4899-001-01",3,71,6,2019,0,1,2,1,2020,7,2020,10,1,,72,2,
"11-30-27-89","4899-001-01",5,71,50,2015,5,1,2,1,2020,1,2020,12,1,,1400,2,
"11-30-27-89","4899-001-01",5,72,1,1900,0,1,2,2,,,,,,,,,
"42-87-18-36","4900-001-01",1,71,20,2000,0,2,,1,2020,1,2020,12,1,,50,2,
"42-87-18-36","4900-001-01",1,72,2,2001,0,2,,1,2020,3,2020,5,1,,100,2,
"42-87-18-36","4900-001-01",1,200,1,2016,0,2,,2,,,,,,,,,
"66-05-57-51","4902-001-01",5,71,50,1900,10,1,2,1,2020,3,2020,12,1,,2300,2,
"66-05-57-51","4902-001-01",5,72,2,1900,0,1,2,2,,,,,,,,,
"82-92-95-33","4914-001-01",1,71,6,2020,4,1,2,1,2020,6,2020,12,1,,76,2,
"37-86-09-80","4915-001-01",2,71,2,2016,0,1,2,2,,,,,,,,,
"37-86-09-80","4915-001-01",2,83,2,1900,0,1,2,2,,,,,,,,,
"37-86-09-80","4915-001-01",3,71,25,1900,0,1,2,1,2020,9,2020,12,1,,30,2,
"37-86-09-80","4915-001-01",3,72,1,1900,0,1,2,1,2020,9,2020,12,1,,40,2,
"37-86-09-80","4915-001-01",4,71,3,2020,2020,1,2,1,2020,9,2020,12,1,,45,2,
"37-86-09-80","4915-001-01",4,72,1,2019,0,1,2,2,,,,,,,,,
"84-99-81-33","4916-001-01",1,71,20,2017,10,2,,1,2020,12,2020,12,1,2,360,2,
"84-99-81-33","4916-001-01",1,72,10,2020,9,2,,1,2020,4,2020,7,1,2,60,2,
"84-99-81-33","4916-001-01",1,73,7,2020,7,2,,2,,,,,,,,,
"84-99-81-33","4916-001-01",1,75,20,2019,0,2,,1,2020,1,2020,12,1,2,12,2,
"84-99-81-33","4916-001-01",4,71,20,2019,10,2,,1,2020,1,2020,12,1,2,100,2,
"84-99-81-33","4916-001-01",4,73,3,2019,0,2,,1,2020,3,2020,5,1,2,60,2,
"84-99-81-33","4916-001-01",4,75,10,2017,0,2,,1,2020,1,2020,12,1,2,15,2,
"12-86-91-66","4918-001-01",1,71,4,2016,0,1,2,1,2020,1,2020,12,1,,30,2,
"12-86-91-66","4918-001-01",1,72,1,2010,0,1,2,1,2020,3,2020,5,1,,60,2,
"12-86-91-66","4918-001-01",1,200,2,2017,0,1,2,2,,,,,,,,,
"63-07-18-14","4919-001-01",1,71,10,2010,0,2,,1,2020,1,2020,12,1,,150,2,
"63-07-18-14","4919-001-01",1,72,2,1900,0,2,,2,,,,,,,,,
"63-07-18-14","4919-001-01",1,73,1,2015,0,2,,2,,,,,,,,,
"63-07-18-14","4919-001-01",2,71,30,1900,0,2,,1,2020,1,2020,12,1,,200,2,
"63-07-18-14","4919-001-01",2,72,4,2015,0,2,,2,,,,,,,,,
"50-74-04-80","4919-001-02",1,71,10,2017,6,2,,1,2020,5,2020,12,1,,200,2,
"19-81-67-34","4920-001-01",1,71,5,2015,0,2,,2,,,,,,,,,
"19-81-67-34","4920-001-01",1,72,1,2013,0,2,,2,,,,,,,,,
"31-32-27-89","4934-001-02",3,69,1,1900,0,1,2,1,2020,11,2021,1,3,,150,2,
"18-03-94-10","4935-001-01",3,71,20,2019,0,2,,1,2020,1,2020,12,1,,105,2,
"18-03-94-10","4935-001-01",3,73,5,1997,0,2,,1,2020,1,2020,2,1,,50,2,
"18-03-94-10","4935-001-01",3,74,4,2019,0,2,,1,2020,1,2020,12,1,,75,2,
"18-03-94-10","4935-001-01",3,79,1,2014,0,2,,2,,,,,,,,,
"18-03-94-10","4935-001-01",3,851,1,2015,0,2,,1,2020,5,2020,9,1,,40,2,
"18-03-94-10","4935-001-01",3,852,1,2015,0,2,,1,2020,5,2020,9,1,,60,2,
"20-59-92-39","4938-001-01",2,73,2,1900,0,2,,1,2020,1,2020,12,1,4,200,2,
"49-79-07-86","4938-001-02",1,71,10,2019,0,2,,1,2021,9,2021,9,2,,10,2,
"49-79-07-86","4938-001-02",1,852,1,2016,0,2,,2,,,,,,,,,
"63-25-21-50","4939-001-01",3,71,6,2018,0,1,2,1,2020,4,2020,11,1,,60,2,
"63-25-21-50","4939-001-01",3,73,4,2018,0,1,2,2,,,,,,,,,
"63-25-21-50","4939-001-01",3,74,2,2018,0,1,2,1,2020,8,2020,12,1,,50,2,
"27-50-87-34","4971-001-01",2,73,2,2016,0,2,,2,,,,,,,,,
"39-26-01-86","4972-001-01",1,69,1,1997,0,1,2,1,2020,12,2021,3,1,,75,1,5
"39-26-01-86","4972-001-01",1,71,20,2017,5,1,2,1,2020,10,2021,9,1,,100,1,5
"39-26-01-86","4972-001-01",1,72,1,2016,0,1,2,2,,,,,,,,,
"39-26-01-86","4972-001-01",1,73,5,2007,0,1,2,2,,,,,,,,,
"39-26-01-86","4972-001-01",1,74,3,2020,2,1,2,1,2021,4,2021,9,1,,50,1,5
"39-26-01-86","4972-001-01",1,80,2,2009,0,1,2,1,2020,12,2021,2,1,,100,1,5
"39-26-01-86","4972-001-01",1,200,2,1998,0,1,2,2,,,,,,,,,
"39-26-01-86","4972-001-01",1,851,10,2007,4,1,2,1,2021,6,2021,9,1,,122,1,5
"39-26-01-86","4972-001-01",1,852,2,2005,0,1,2,1,2021,6,2021,9,1,,100,1,5
"39-26-01-86","4972-001-01",2,73,2,1995,0,2,,2,,,,,,,,,
"39-26-01-86","4972-001-01",3,73,2,1997,0,2,,1,2020,11,2021,1,1,2,600,2,
"30-25-28-77","4973-001-02",2,73,2,1900,0,1,2,1,2020,8,2021,9,9,10,45,1,5
"30-25-28-77","4973-001-02",3,71,9,2017,0,1,2,1,2020,8,2021,9,9,10,100,2,
"30-25-28-77","4973-001-02",3,73,1,2019,0,1,2,2,,,,,,,,,
"97-70-48-75","4974-001-01",1,73,2,1991,0,1,2,2,,,,,,,,,
"97-70-48-75","4974-001-01",1,74,5,2018,0,2,,1,2020,11,2021,10,1,2,50,1,1
"97-70-48-75","4974-001-01",1,852,2,2000,0,1,2,2,,,,,,,,,
"13-71-79-35","4975-001-01",1,39,1,1990,0,1,2,1,2020,8,2021,9,1,,150,1,5
"13-71-79-35","4975-001-01",1,73,1,1900,0,1,2,1,2020,8,2021,9,1,,150,2,
"13-71-79-35","4975-001-01",1,74,2,2020,2,1,2,1,2020,8,2021,9,1,,20,2,
"13-71-79-35","4975-001-01",1,76,2,2016,0,1,2,1,2020,8,2021,9,1,,300,2,
"13-71-79-35","4975-001-01",1,851,5,2017,0,1,2,1,2020,8,2021,9,1,,450,2,
"15-97-26-64","4976-001-01",1,69,1,2013,0,2,,2,,,,,,,,,
"15-97-26-64","4976-001-01",1,71,3,2014,0,2,,1,2020,6,2020,6,1,,60,2,
"15-97-26-64","4976-001-01",1,73,2,1995,0,2,,1,2020,12,2021,1,1,,250,2,
"69-14-01-64","4978-001-01",1,69,7,2016,0,2,,2,,,,,,,,,
"69-14-01-64","4978-001-01",1,71,50,2020,50,2,,2,,,,,,,,,
"69-14-01-64","4978-001-01",1,73,16,2016,0,2,,1,2020,12,2021,3,1,2,400,2,
"69-14-01-64","4978-001-01",2,69,1,1992,0,2,,1,2020,12,2021,4,1,2,150,2,
"69-14-01-64","4978-001-01",2,73,10,1992,2,2,,1,2020,12,2021,3,1,2,200,2,
"69-14-01-64","4978-001-01",2,852,2,2019,0,2,,2,,,,,,,,,
"56-79-04-46","4991-001-01",1,69,4,2012,0,1,2,2,,,,,,,,,
"56-79-04-46","4991-001-01",1,71,10,2015,0,1,2,1,2020,1,2020,12,1,2,912,2,
"56-79-04-46","4991-001-01",1,73,4,2012,0,1,2,1,2020,1,2020,12,1,2,21700,1,2
"56-79-04-46","4991-001-01",1,76,2,2012,0,1,2,1,2020,4,2020,5,1,2,30450,2,
"85-74-34-93","4992-001-01",3,73,2,2017,0,2,,2,,,,,,,,,
"85-74-34-93","4992-001-01",5,71,10,2014,0,1,2,1,2020,5,2020,12,1,,20,2,
"85-74-34-93","4992-001-01",5,74,3,2017,0,1,2,1,2020,6,2020,12,1,,100,2,
"29-14-89-65","4994-001-01",1,69,3,2010,0,1,2,1,2020,12,2020,12,1,,12,1,5
"29-14-89-65","4994-001-01",1,71,30,2011,0,1,2,1,2020,1,2020,12,1,,60,2,
"29-14-89-65","4994-001-01",1,73,4,2001,0,1,2,1,2020,1,2020,2,1,,50,1,5
"29-14-89-65","4994-001-01",1,74,4,2014,0,1,2,1,2020,8,2020,9,1,,6,1,5
"29-14-89-65","4994-001-01",1,75,15,2010,0,1,2,1,2020,11,2020,12,1,,3,1,5
"29-14-89-65","4994-001-01",1,76,3,2008,0,1,2,1,2020,6,2020,6,1,,10,1,5
"29-14-89-65","4994-001-01",1,200,4,2010,0,1,2,1,2020,12,2020,12,1,,12,1,5
"29-14-89-65","4994-001-01",2,69,1,2006,0,1,2,1,2020,1,2020,2,1,,15,1,5
"29-14-89-65","4994-001-01",2,71,2,2020,2,1,2,2,,,,,,,,,
"29-14-89-65","4994-001-01",2,73,5,2006,0,1,2,1,2020,1,2020,2,1,,6,1,5
"22-03-21-61","4995-001-01",1,71,34,2020,0,2,,1,2021,10,2021,11,1,2,16,2,
"22-03-21-61","4995-001-01",1,72,1,2021,1,2,,2,,,,,,,,,
"22-03-21-61","4995-001-01",1,74,2,2021,2,1,2,2,,,,,,,,,
"22-03-21-61","4995-001-01",1,76,1,2021,1,1,2,2,,,,,,,,,
"82-93-80-80","4996-001-01",1,69,1,2014,0,2,,1,2020,1,2020,9,4,7,90,2,
"82-93-80-80","4996-001-01",1,71,20,2019,0,2,,1,2020,1,2020,12,4,7,300,2,
"82-93-80-80","4996-001-01",1,72,2,2018,0,2,,2,,,,,,,,,
"82-93-80-80","4996-001-01",1,74,2,2019,0,2,,1,2020,1,2020,12,4,7,60,2,
"82-93-80-80","4996-001-01",1,80,3,2020,3,2,,2,,,,,,,,,
"50-23-60-36","5030-001-01",1,71,20,2007,0,1,2,1,2020,5,2021,4,1,,720,2,
"50-23-60-36","5030-001-01",1,74,4,2017,2017,1,2,1,2020,5,2021,4,1,,900,2,
"89-97-94-10","5032-001-01",1,71,50,2017,0,2,,1,2020,5,2021,4,1,,750,2,
"89-97-94-10","5032-001-01",1,72,3,2015,0,2,,1,2020,5,2021,4,1,,50,2,
"89-97-94-10","5032-001-01",1,74,4,2019,0,2,,2,,,,,,,,,
"89-97-94-10","5032-001-01",1,76,1,2015,0,2,,1,2020,5,2021,4,1,,45,2,
"89-97-94-10","5032-001-01",1,851,1,2015,0,2,,1,2020,5,2021,4,1,,10,2,
"25-26-48-11","5034-001-01",1,71,300,1970,0,1,2,1,2020,3,2021,4,1,2,140000,2,
"25-26-48-11","5034-001-01",1,72,1,2019,0,1,2,2,,,,,,,,,
"25-26-48-11","5034-001-01",1,74,1,2019,0,1,2,1,2020,3,2021,4,1,2,5,2,
"25-26-48-11","5034-001-01",1,79,1,2016,0,1,2,1,2020,3,2021,4,1,2,20,2,
"25-26-48-11","5034-001-01",1,80,1,2016,0,1,2,1,2020,3,2021,4,1,2,15,2,
"25-26-48-11","5034-001-01",1,852,2,2014,0,1,2,1,2020,3,2021,4,1,2,10,2,
"03-45-70-94","5108-001-01",1,71,10,2020,2,1,2,2,,,,,,,,,
"03-45-70-94","5108-001-01",1,73,1,2017,0,2,,2,,,,,,,,,
"03-45-70-94","5108-001-01",1,74,4,2020,3,1,2,1,2020,10,2021,1,1,,20,2,
"91-68-31-45","5184-001-01",1,73,40,2010,0,2,,1,2020,11,2020,11,1,,200,1,3
"91-68-31-45","5184-001-01",1,76,10,2010,0,2,,1,2021,5,2021,6,1,,100,1,5
"84-26-77-42","5202-001-01",1,71,150,2019,25,1,2,1,2020,9,2021,8,1,2,96,1,2
"84-26-77-42","5202-001-01",1,74,74,2020,17,1,2,1,2020,9,2021,8,1,2,45,1,2
"84-26-77-42","5202-001-01",1,75,30,2020,0,1,2,2,,,,,,,,,
"84-26-77-42","5202-001-01",1,76,200,2019,180,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,71,7,2021,7,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,73,3,2018,0,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,74,1,2021,1,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,76,3,2019,0,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,80,1,2020,0,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,851,2,2019,0,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,852,1,2020,0,2,,2,,,,,,,,,
"84-21-69-36","5260-001-01",1,71,4,2018,0,2,,1,2020,6,2020,9,2,,20,2,
"84-21-69-36","5260-001-01",1,74,1,2018,0,2,,1,2020,4,2020,9,2,,30,2,
"86-02-89-52","5278-001-01",1,73,4,1900,0,1,2,2,,,,,,,,,
"86-02-89-52","5278-001-01",1,74,3,2020,3,1,2,1,2021,7,2021,7,1,,15,2,
"03-34-75-96","5318-001-01",1,71,12,2014,0,1,2,1,2021,7,2021,7,1,2,6,2,
"03-34-75-96","5318-001-01",1,851,1,1900,0,1,2,1,2021,7,2021,7,1,2,1,2,
"86-62-84-50","5319-001-01",1,71,14,2020,14,2,,1,2021,2,2021,6,2,,102,2,
"86-62-84-50","5319-001-01",1,74,4,2020,4,1,2,1,2021,6,2021,6,2,,30,2,
"21-75-27-69","5333-001-02",1,71,4,2017,0,1,2,1,2021,7,2021,7,2,,25,2,
"21-75-27-69","5333-001-02",1,73,5,2019,0,1,2,2,,,,,,,,,
"21-75-27-69","5333-001-02",1,74,1,2020,0,1,2,1,2020,12,2020,12,2,,3,2,
"89-81-22-00","5340-001-01",1,71,63,2018,0,2,,1,2020,9,2021,6,1,2,75,2,
"89-81-22-00","5340-001-01",1,72,1,2019,0,2,,2,,,,,,,,,
"89-81-22-00","5340-001-01",1,73,2,2013,0,2,,1,2020,11,2021,1,1,2,20,2,
"89-81-22-00","5340-001-01",1,76,1,2015,0,2,,1,2021,5,2021,6,1,2,15,2,
"89-81-22-00","5340-001-01",1,852,1,2017,0,2,,2,,,,,,,,,
"19-74-16-95","5354-001-01",1,71,48,1900,0,2,,2,,,,,,,,,
"19-74-16-95","5354-001-01",1,73,1,1900,0,2,,2,,,,,,,,,
"22-84-85-63","5375-001-01",1,71,6,2019,2,2,,1,2021,3,2021,7,1,,45,2,
"22-84-85-63","5375-001-01",1,74,4,2018,0,2,,1,2020,12,2021,4,1,,80,2,
"71-29-17-94","5397-001-01",1,71,150,2019,3,1,2,1,2020,12,2021,8,2,,250,2,
"71-29-17-94","5397-001-01",1,72,2,2019,0,1,2,2,,,,,,,,,
"71-29-17-94","5397-001-01",1,73,1,2017,0,1,2,2,,,,,,,,,
"71-29-17-94","5397-001-01",1,74,15,2017,5,1,2,1,2020,12,2021,7,2,,150,2,
"71-29-17-94","5397-001-01",1,75,25,2019,10,1,2,1,2020,11,2020,12,2,,50,2,
"71-29-17-94","5397-001-01",1,76,1,2016,0,1,2,1,2021,1,2021,4,2,,80,2,
"71-29-17-94","5397-001-01",1,79,2,2016,0,1,2,2,,,,,,,,,
"71-29-17-94","5397-001-01",1,80,2,2019,0,1,2,2,,,,,,,,,
