"interview__key","y5_hhid","cropid","ag7a_02","ag7a_03","ag7a_04","ag7a_05_1","ag7a_05_2","ag7a_06_1","ag7a_06_2","ag7a_07_1a","ag7a_07_1b","ag7a_07_2a","ag7a_07_2b","ag7a_08","ag7a_09","ag7a_10","ag7a_11","ag7a_12","ag7a_13","ag7a_14","ag7a_15","ag7a_16","ag7a_17","ag7a_18","ag7a_19","ag7a_20","ag7a_21"
"13-71-79-35","4975-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"13-71-79-35","4975-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,200,0
"13-71-79-35","4975-001-01",851,1,450,45000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"15-97-26-64","4976-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"15-97-26-64","4976-001-01",73,1,200,60000,1,2,1,2,2,1,2,1,2,,,,,2,,,,50,0,0,0,0
"69-14-01-64","4978-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"69-14-01-64","4978-001-01",73,1,200,50000,1,2,1,2,20,1,9,2,2,,,,,2,,,,250,0,0,150,0
"56-79-04-46","4991-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,890,0,0,22,0
"56-79-04-46","4991-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,21700,0,0,0,0
"56-79-04-46","4991-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,30450,0,0,0,0
"85-74-34-93","4992-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"85-74-34-93","4992-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"29-14-89-65","4994-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,27,0,0,0,0
"29-14-89-65","4994-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"29-14-89-65","4994-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,56,0,0,0,0
"29-14-89-65","4994-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"29-14-89-65","4994-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"29-14-89-65","4994-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"29-14-89-65","4994-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"22-03-21-61","4995-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,16,0,0,0,0
"82-93-80-80","4996-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,30,0
"82-93-80-80","4996-001-01",71,1,150,50000,4,7,4,7,9,1,9,1,2,,,,,2,,,,105,0,0,45,0
"82-93-80-80","4996-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,20,0
"50-23-60-36","5030-001-01",71,1,360,240000,1,,1,,2,1,1,1,2,,,,,2,,,,360,0,0,0,0
"50-23-60-36","5030-001-01",74,1,700,175000,1,,1,,9,1,9,1,2,,,,,2,,,,150,0,0,50,0
"89-97-94-10","5032-001-01",71,1,375,125000,1,,1,,9,5,9,5,2,,,,,2,,,,375,0,0,0,0
"89-97-94-10","5032-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,5,0
"89-97-94-10","5032-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"89-97-94-10","5032-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"25-26-48-11","5034-001-01",71,1,400,7000,1,2,1,2,9,1,9,1,2,,,,,2,,,,120,0,0,80,0
"25-26-48-11","5034-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"25-26-48-11","5034-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"25-26-48-11","5034-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"25-26-48-11","5034-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"03-45-70-94","5108-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,17,0,0,3,0
"91-68-31-45","5184-001-01",73,2,,,,,,,,,,,2,,,,,1,2,1,20000,100,0,0,100,0
"91-68-31-45","5184-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,50,0
"84-26-77-42","5202-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,96,0,0,0,0
"84-26-77-42","5202-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"84-21-69-36","5260-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"84-21-69-36","5260-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"86-02-89-52","5278-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"03-34-75-96","5318-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"03-34-75-96","5318-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,0,0
"86-62-84-50","5319-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,73,0,0,29,0
"86-62-84-50","5319-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,10,0
"21-75-27-69","5333-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,5,0
"21-75-27-69","5333-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"89-81-22-00","5340-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,15,0
"89-81-22-00","5340-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"89-81-22-00","5340-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,13,0,0,2,0
"22-84-85-63","5375-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,15,0
"22-84-85-63","5375-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,20,0
"71-29-17-94","5397-001-01",71,1,70,12000,2,,2,,2,1,2,1,2,,,,,2,,,,180,0,0,0,0
"71-29-17-94","5397-001-01",74,1,80,66500,2,,2,,9,3,9,3,2,,,,,2,,,,30,0,0,30,10
"71-29-17-94","5397-001-01",75,1,20,10000,2,,2,,9,3,9,3,2,,,,,2,,,,30,0,0,0,0
"71-29-17-94","5397-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,10,0
"71-29-17-94","5397-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"38-02-99-86","5447-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,31,0
"38-02-99-86","5447-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,65,0,0,65,0
"38-02-99-86","5447-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,40,0
"47-48-66-40","5476-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,90,0
"47-48-66-40","5476-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,30,0
"47-48-66-40","5476-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,20,0
"47-48-66-40","5476-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,15,0
"66-94-54-60","5487-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,20,0
"66-94-54-60","5487-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"66-94-54-60","5487-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,40,0
"12-32-78-57","5490-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"12-32-78-57","5490-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"12-32-78-57","5490-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"12-32-78-57","5490-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,0,0
"73-86-17-64","5514-001-01",71,1,96,120000,1,,1,,2,1,0,,2,,,,,2,,,,64,0,0,0,0
"73-86-17-64","5514-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"22-58-79-14","5529-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,34,0,0,0,0
"65-69-75-99","5529-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"65-69-75-99","5529-001-03",74,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,10,0
"84-98-35-82","5544-001-02",69,2,,,,,,,,,,,2,,,,,1,2,2,3000,80,0,0,0,0
"84-98-35-82","5544-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,16,0,0,0,0
"84-98-35-82","5544-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,21,0,0,9,0
"84-98-35-82","5544-001-02",75,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"84-98-35-82","5544-001-02",76,2,,,,,,,,,,,2,,,,,1,1,1,1800,70,0,0,11,0
"84-98-35-82","5544-001-02",77,2,,,,,,,,,,,2,,,,,2,,,,16,0,0,14,0
"84-98-35-82","5544-001-02",79,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"84-98-35-82","5544-001-02",80,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"84-98-35-82","5544-001-02",200,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"81-69-84-39","5547-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"29-20-77-81","5564-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"29-20-77-81","5564-001-01",80,1,10,6000,1,,1,,10,1,4,1,2,,,,,2,,,,20,0,0,0,0
"29-20-77-81","5564-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,0,0
"86-58-89-00","5581-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"86-58-89-00","5581-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,125,0,0,95,0
"86-58-89-00","5581-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,48,0,0,0,0
"40-01-55-03","5584-001-01",71,1,240,168000,1,5,1,,2,1,2,1,2,,,,,2,,,,240,0,0,0,0
"52-25-64-03","5661-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"52-25-64-03","5661-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"99-90-90-77","5664-001-04",71,1,150,200000,1,2,1,2,9,1,9,1,2,,,,,2,,,,150,0,0,0,0
"99-90-90-77","5664-001-04",73,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"99-90-90-77","5664-001-04",74,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"99-90-90-77","5664-001-04",76,1,100,70000,1,2,1,2,9,1,9,1,2,,,,,2,,,,50,0,0,0,0
"99-90-90-77","5664-001-04",852,1,100,50000,1,2,1,2,9,1,9,1,2,,,,,2,,,,50,0,0,0,0
"94-78-24-50","5695-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"94-78-24-50","5695-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"94-78-24-50","5695-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"94-78-24-50","5695-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,22,0,0,3,0
"37-78-83-38","5697-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"37-78-83-38","5697-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,6,0
"37-78-83-38","5697-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,5,0
"17-53-58-10","5699-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,32,0,0,0,0
"17-53-58-10","5699-001-02",76,1,100,10000,2,,2,,9,2,2,1,2,,,,,2,,,,50,0,0,0,0
"17-53-58-10","5699-001-02",80,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"17-53-58-10","5699-001-02",851,1,45,13000,2,,2,,11,1,2,1,2,,,,,2,,,,5,0,0,0,0
"67-56-06-17","5719-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,53,0,0,100,0
"96-24-36-02","5739-001-01",71,1,390,338000,1,,1,,5,1,5,1,2,,,,,2,,,,105,0,0,45,0
"96-24-36-02","5739-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,130,0,0,210,0
"18-79-73-94","5775-001-01",998,1,180,12000,2,,2,,9,3,9,3,2,,,,,2,,,,0,0,0,0,0
"61-37-81-58","5809-001-01",71,1,120,60000,1,,1,,2,1,2,1,2,,,,,2,,,,240,0,0,0,0
"61-37-81-58","5809-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"61-37-81-58","5809-001-01",73,1,200,80000,1,,1,,16,3,16,3,2,,,,,2,,,,25,0,0,25,0
"61-37-81-58","5809-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"11-39-67-37","5846-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,450,0,0,0,0
"11-39-67-37","5846-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"11-39-67-37","5846-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"11-39-67-37","5846-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"11-39-67-37","5846-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"42-22-06-97","5847-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,30,0
"42-22-06-97","5847-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,35,0
"42-22-06-97","5847-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,35,0
"42-22-06-97","5847-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,26,0
"42-22-06-97","5847-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"59-35-72-90","5849-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,78,0,0,0,0
"59-35-72-90","5849-001-01",72,1,160,30000,1,2,1,2,9,1,9,1,2,,,,,2,,,,300,0,0,120,0
"59-35-72-90","5849-001-01",73,2,,,,,,,,,,,2,,,,,1,1,1,1000,60,0,0,0,0
"59-35-72-90","5849-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"38-54-59-26","5850-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"38-54-59-26","5850-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"44-93-96-14","5851-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,100,0
"70-86-81-13","5851-001-03",70,2,,,,,,,,,,,2,,,,,2,,,,65,0,0,0,0
"70-86-81-13","5851-001-03",71,1,104,25000,1,2,1,2,2,1,2,1,2,,,,,2,,,,598,0,0,0,0
"91-80-40-09","5851-001-04",71,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"91-80-40-09","5851-001-04",74,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"52-17-86-97","5851-001-09",71,2,,,,,,,,,,,2,,,,,2,,,,96,0,0,0,0
"96-92-93-89","5851-001-10",71,2,,,,,,,,,,,2,,,,,2,,,,26,0,0,0,0
"96-92-93-89","5851-001-10",73,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"62-87-05-55","5864-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"62-87-05-55","5864-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"08-02-76-67","5866-001-01",71,1,210,75000,1,,1,,4,1,4,1,2,,,,,2,,,,126,0,0,0,0
"28-63-80-02","5870-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,1120,0,0,0,0
"28-63-80-02","5870-001-01",852,1,40,40000,1,2,1,2,4,1,4,1,2,,,,,2,,,,0,0,0,0,0
"20-23-28-81","5871-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,40,0
"44-04-54-77","5872-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"20-76-31-70","5883-001-01",73,1,80,100000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"20-76-31-70","5883-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"20-76-31-70","5883-001-01",79,1,50,65000,1,,1,,2,1,2,1,2,,,,,2,,,,30,0,0,0,0
"64-76-70-49","5883-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,1560,0,0,0,0
"64-76-70-49","5883-001-02",79,1,420,105000,1,2,1,2,4,1,4,1,2,,,,,2,,,,180,0,0,0,0
"78-86-78-61","5886-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"40-38-66-58","5892-001-01",80,2,,,,,,,,,,,2,,,,,1,1,10,5000,15,0,0,10,0
"22-22-59-95","5902-001-01",71,1,22,10000,1,2,1,2,4,1,4,1,2,,,,,2,,,,44,0,0,0,0
"22-22-59-95","5902-001-01",73,1,120,25000,1,2,1,2,4,1,9,1,2,,,,,2,,,,30,0,0,0,0
"03-84-91-66","5903-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"67-59-94-20","5906-001-01",71,1,140,42000,1,,1,,9,1,9,1,2,,,,,2,,,,50,0,0,0,0
"67-59-94-20","5906-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"67-59-94-20","5906-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,70,0
"67-59-94-20","5906-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,30,0
"25-11-43-66","5908-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,10,0
"25-11-43-66","5908-001-01",852,1,36,7500,2,,2,,16,2,16,2,2,,,,,2,,,,20,0,0,16,0
"66-21-25-85","5911-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,25,0
"57-81-79-87","5929-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"63-22-91-28","5940-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"63-22-91-28","5940-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"99-00-64-74","5941-001-01",73,2,,,,,,,,,,,2,,,,,1,1,3,10000,50,0,0,0,0
"99-00-64-74","5941-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"44-44-29-87","5943-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"22-41-43-44","5945-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,170,0,0,0,0
"79-34-82-76","5946-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,150,0
"90-97-94-28","5960-001-02",204,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"75-97-06-90","5961-001-02",80,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"75-97-06-90","5961-001-02",852,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"46-18-20-36","5962-001-01",204,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"56-30-03-12","5963-001-02",72,1,160,140000,2,,2,,16,2,16,2,2,,,,,2,,,,16,0,0,13,0
"60-11-48-65","5965-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"60-11-48-65","5965-001-01",204,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"77-40-44-47","5966-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"77-40-44-47","5966-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,20,0
"77-40-44-47","5966-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,20,0
"77-40-44-47","5966-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"77-40-44-47","5966-001-01",204,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,10,0
"05-95-47-03","5978-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"05-95-47-03","5978-001-02",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,180,0
"05-95-47-03","5978-001-02",204,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,140,0
"52-56-40-35","5980-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"52-56-40-35","5980-001-01",83,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"60-33-80-91","5984-001-01",72,1,80,1020000,1,,1,2,12,2,12,2,2,,,,,2,,,,10,0,0,6,0
"59-55-57-89","5998-001-01",71,1,50,20000,1,,1,,2,1,2,1,2,,,,,2,,,,40,0,0,30,0
"93-05-23-97","5999-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"93-05-23-97","5999-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"02-23-99-71","6000-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"64-89-37-39","6001-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,10,0
"64-89-37-39","6001-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"13-03-41-28","6002-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,17,0
"81-54-24-30","6003-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"81-54-24-30","6003-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,44,0
"07-48-74-58","6035-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"07-48-74-58","6035-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,110,0
"69-16-29-08","6042-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"69-16-29-08","6042-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"88-88-77-01","6074-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"88-88-77-01","6074-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,3500,0,0,0,0
"88-88-77-01","6074-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,115,0,0,0,0
"88-88-77-01","6074-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"47-51-56-85","6075-001-01",71,1,1053,230000,1,2,1,2,2,1,2,1,2,,,,,2,,,,702,0,0,0,0
"47-51-56-85","6075-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,5,0
"47-51-56-85","6075-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"47-51-56-85","6075-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,5,0
"03-51-56-44","6076-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,1296,0,0,45,0
"03-51-56-44","6076-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"03-51-56-44","6076-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"04-11-05-77","6077-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,5930,0,0,550,0
"90-51-97-20","6078-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"90-51-97-20","6078-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,5520,0,0,0,0
"90-51-97-20","6078-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,600,0,0,0,0
"90-51-97-20","6078-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,125,0,0,0,0
"90-51-97-20","6078-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"90-51-97-20","6078-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,480,0,0,0,0
"90-51-97-20","6078-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"90-51-97-20","6078-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"90-51-97-20","6078-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"97-93-22-89","6080-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"97-93-22-89","6080-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,2070,0,0,0,0
"97-93-22-89","6080-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"97-93-22-89","6080-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,30,0
"97-93-22-89","6080-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"69-83-52-17","6081-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"69-83-52-17","6081-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,80,0
"98-41-89-29","6092-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,1170,0,0,0,0
"98-41-89-29","6092-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"98-41-89-29","6092-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"67-53-69-10","6093-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"67-53-69-10","6093-001-01",81,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,0,0
"58-61-73-62","6094-001-01",71,1,384,72000,1,,1,,9,1,9,1,2,,,,,2,,,,576,0,0,0,0
"58-61-73-62","6094-001-01",72,1,400,32000,1,,1,,9,1,9,1,2,,,,,2,,,,100,0,0,0,0
"54-05-19-51","6094-001-02",71,1,300,85000,1,,1,,9,3,9,3,2,,,,,2,,,,140,0,0,0,0
"23-11-44-09","6095-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,700,0,0,72,0
"23-11-44-09","6095-001-01",72,1,770,88000,1,,1,,16,4,16,4,2,,,,,2,,,,50,0,0,20,0
"23-11-44-09","6095-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,60,0
"23-11-44-09","6095-001-01",212,1,2,16000,1,,1,,16,4,16,4,2,,,,,2,,,,0,0,0,0,0
"67-38-97-81","6096-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"67-38-97-81","6096-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"67-38-97-81","6096-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"54-69-37-59","6097-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"54-69-37-59","6097-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"82-38-88-87","6099-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,2000,0,0,160,0
"82-38-88-87","6099-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,19200,0,0,90,0
"82-38-88-87","6099-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,31660,0,0,20,0
"11-28-10-27","6111-001-02",71,2,,,,,,,,,,,2,,,,,1,1,1,3000,1235,0,0,0,0
"11-28-10-27","6111-001-02",72,1,280,20000,2,,2,,9,2,9,2,2,,,,,1,4,1,1000,270,0,0,0,0
"11-28-10-27","6111-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,16,0,0,0,0
"32-80-84-06","6112-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,255,0,0,0,0
"32-80-84-06","6112-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,1200,0,0,0,0
"32-80-84-06","6112-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
