"interview__key","y5_hhid","plot_id","cropid","ag4b_01","ag4b_02","ag4b_03","ag4b_04","ag4b_05","ag4b_06","ag4b_08","ag4b_10_1","ag4b_10_2","ag4b_10a_1","ag4b_10a_2","ag4b_10b","ag4b_10c_1","ag4b_10c_2","ag4b_12","ag4b_13_1","ag4b_13_2","ag4b_17","ag4b_18","ag4b_19","ag4b_20","ag4b_21","ag4b_22","ag4b_23","ag4b_24_1","ag4b_24_2","ag4b_25","ag4b_26","ag4b_27","ag4b_28","ag4b_29","ag4b_30_1","ag4b_30_2"
"96-10-29-26","3074-001-01",3,11,2,1,2,2,,"SITUKA",1,2,1,0,,,2,1,8000,9,2,2,,1,,0.5,2,,3,3,1,,,216,120000,1,2
"96-10-29-26","3074-001-01",4,11,1,,,2,,"SITUKA",1,10,1,0,,,10,1,80000,9,2,2,,1,,3,2,,3,3,1,,,1404,780000,1,2
"52-87-01-71","3074-001-03",1,50,2,1,1,2,,"MBEGU BORA",1,12,1,0,,,0,,,,,1,2,2,3,,,,,,,,,,,,
"52-87-01-71","3074-001-03",2,11,2,2,1,1,2,"ASILI",2,6,1,6,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,120,54000,1,
"52-87-01-71","3074-001-03",2,31,2,2,1,1,2,"ASILI",2,4,1,4,1,2,0,,,,,1,6,1,,1,1,2,3,3,1,,,9,6000,1,
"52-87-01-71","3074-001-03",3,12,2,3,3,2,,"ASILI",2,12,1,0,,,12,1,9000,2,1,2,,1,,0.75,2,,7,7,1,,,810,540000,1,
"52-87-01-71","3074-001-03",4,22,2,1,1,2,,"ASILI",2,100,1,100,1,2,0,,,,,2,,1,,1,2,,3,7,1,,,1800,500000,1,
"83-83-97-84","3074-001-04",1,11,1,,,2,,"KIENYEJI",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,400,224000,1,
"83-83-97-84","3074-001-04",2,11,2,2,8,2,,"KIENYEJI",2,8,1,8,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,700,420000,1,9
"83-83-97-84","3074-001-04",2,22,2,2,8,1,2,"KIENYEJI",2,35,1,35,1,2,0,,,,,2,,1,,2,2,,5,7,1,,,1500,130000,1,
"89-42-62-02","3075-001-02",1,11,2,3,3,1,2,"TUMBIRI",1,3,1,0,,,3,1,36000,16,3,2,,1,,2,2,,2,2,1,,,400,360000,1,2
"89-42-62-02","3075-001-02",1,31,2,2,1,1,2,"MAHARAGE",1,1,1,0,,,1,1,2500,16,3,2,,1,,1.5,2,,12,12,1,,,20,25000,1,2
"22-18-86-07","3077-001-01",2,11,1,,,2,,"SEEDCO",1,4,1,0,,,4,1,48000,9,3,2,,1,,1,1,2,3,3,1,,,200,100000,1,2
"22-58-01-55","3078-001-01",2,11,2,3,1,1,2,"PANA",1,10,1,0,,,10,1,110000,9,1,2,,1,,3,2,,2,2,1,,,1350,750000,1,7
"22-58-01-55","3078-001-01",2,33,2,2,1,1,2,"CHOROKO",2,4,1,4,1,2,0,,,,,2,,1,,2.5,2,,1,1,1,,,1200,1500000,1,7
"22-58-01-55","3078-001-01",3,11,2,2,1,1,2,"PANA",1,4,1,0,,,4,1,22000,9,1,2,,1,,1,2,,1,2,1,,,480,300000,1,7
"22-58-01-55","3078-001-01",3,33,2,1,1,1,2,"CHOROKO",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,1320,1200000,1,7
"04-35-28-36","3078-001-02",1,11,1,,,1,2,"RUBANGO",1,24,1,0,,,24,1,120000,9,2,2,,1,,7,2,,2,2,1,,,1620,1080000,1,5
"04-35-28-36","3078-001-02",1,33,2,2,1,1,2,"CHOROKO",2,10,1,10,1,2,0,,,,,2,,1,,3,2,,1,1,1,,,120,150000,1,5
"01-31-69-05","3093-001-01",1,11,1,,,2,,"DUMA",3,10,1,10,1,3,0,,,,,2,,1,,2,2,,3,3,1,,,60,15000,2,3
"08-93-73-16","3094-001-01",1,11,1,,,2,,"MBEGU BORA AINA YA DUMA KUTOKA KENYA",1,20,1,0,,,20,1,120000,20,6,1,3,1,,5,2,,3,4,1,,,1832,40000,1,2
"12-95-59-21","3097-001-01",1,11,2,3,1,1,2,"DUMA",1,20,1,0,,,20,1,120000,9,6,2,,1,,4,2,,2,2,1,,,1584,572000,1,
"12-95-59-21","3097-001-01",1,31,2,3,1,1,2,"KITENGE",2,20,1,0,,,20,1,60000,4,1,2,,1,,4,2,,2,2,1,,,90,270000,1,
"93-36-30-05","3109-001-01",2,998,1,,,2,,"NYABUGUMBA",2,100,1,100,1,2,0,,,,,2,,1,,1,2,,6,12,1,,,500,37500,1,
"13-23-04-15","3112-001-01",1,11,1,,,1,2,"ASILI",2,8,1,0,,,8,1,5000,9,1,2,,1,,2,2,,2,2,1,,,200,70000,1,
"65-60-93-93","3114-001-01",2,998,2,1,4,2,,"NYABUGUMBA",2,75,1,0,,,0,,,,,2,,1,,1.5,2,,12,12,1,,,200,60000,2,
"18-57-18-84","3115-001-01",1,11,1,,,1,2,"KIENYEJI",2,5,1,5,1,2,0,,,,,1,3,1,,0.5,1,7,2,3,1,,,200,120000,1,
"51-12-48-04","3189-001-01",1,998,2,1,8,1,2,"MANANASI",2,0,,0,,,0,,,,,2,,2,4,,,,,,,,,,,,
"71-65-11-52","3192-001-01",1,11,2,1,8,1,3,"SIDICO",1,0.5,1,0,,,0.5,1,5000,16,1,2,,1,,0.25,2,,2,2,1,,,120,36000,1,
"66-71-90-73","3470-001-03",1,25,2,1,4,2,,"KAWAIDA",2,50,5,0,,,0,,,,,2,,1,,0.2,2,,12,12,1,,,3,15000,1,2
"40-03-22-64","3489-001-04",1,11,2,1,3,2,,"MBEGU BORA",1,1,1,0,,,1,1,2000,16,1,1,3,2,2,,,,,,,,,,,,
"22-61-86-86","3492-001-01",2,11,1,,,2,,"ZA KAWAIDA",2,3,1,0,,,3,1,4800,16,2,2,,2,2,,,,,,,,,,,,
"56-39-47-01","3511-001-02",3,11,2,1,2,2,,"KIPPAPI",3,5,1,0,,,0,,,,,1,4,2,3,,,,,,,,,,,,
"65-52-91-16","3610-001-01",3,11,2,1,3,2,,"STUKA",1,1,1,1,1,1,0,,,,,1,2,1,,0.5,2,,2,2,1,,,60,90000,1,2
"06-96-90-32","3622-001-01",3,41,1,,,2,,"MBEGU YA KIENYEJI",2,8,1,0,,,8,1,20000,3,1,2,,1,,2,1,2,7,7,1,,,180,135000,1,4
"06-96-90-32","3622-001-01",4,31,2,2,7,2,,"MBEGU ZA NJANO",1,20,1,0,,,20,1,40000,3,1,2,,1,,0.5,2,,7,7,1,,,300,450000,1,4
"88-20-31-17","3641-001-01",2,11,2,1,1,1,2,"MAHINDI",2,13,1,13,1,2,0,,,,,1,6,1,,0.2,1,2,2,3,1,,,75,112500,1,2
"88-20-31-17","3641-001-01",2,31,2,1,1,1,2,"MAHARAGE",2,1,1,0,,,1,1,2000,9,1,1,6,1,,0.2,1,2,10,11,1,,,5,10000,1,2
"88-20-31-17","3641-001-01",2,32,2,1,1,1,2,"KUNDE",2,1,1,1,1,2,0,,,,,1,6,2,3,,,,,,,,,,,,
"88-20-31-17","3641-001-01",3,11,1,,,2,,"MAHINDI",2,10,1,10,1,2,0,,,,,1,6,1,,0.1,1,2,2,3,1,,,18,27000,1,2
"73-54-93-25","3666-001-01",1,95,2,2,1,1,2,"SUKARI",1,100,5,0,,,100,5,240000,20,3,1,5,1,,2,2,,6,7,1,,,20000,1700000,1,2
"73-54-93-25","3666-001-01",1,998,2,1,1,1,2,"MATEMBELE",2,2,1,0,,,0,,,,,2,,1,,0.2,2,,6,8,1,,,25,13000,1,2
"73-54-93-25","3666-001-01",2,95,2,1,8,2,,"SUKARI",1,150,5,0,,,150,5,360000,20,3,1,5,1,,3,2,,9,9,1,,,40100,4400000,1,2
"97-67-30-88","3687-001-01",1,32,2,1,1,2,,"KIENYEJI",2,250,5,0,,,250,5,600,9,1,2,,1,,0.1,2,,5,5,1,,,3,6000,1,2
"97-67-30-88","3687-001-01",1,91,2,1,1,2,,"GWASI",2,30,5,30,5,2,0,,,,,2,,1,,0.1,2,,4,5,1,,,60,40000,1,2
"06-37-92-79","3717-001-01",1,11,1,,,2,,"MBEGU ZA ASILI",2,5,1,0,,,5,1,5000,10,2,2,,2,2,,,,,,,,,,,,
"29-48-35-09","3718-001-01",1,11,1,,,2,,"MBEGU YA MAHINDI(TITO)",2,3,1,3,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"29-48-35-09","3718-001-01",2,11,1,,,2,,"MBEGU YA MAHINDI(TITO)",2,5,1,5,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"29-48-35-09","3718-001-01",3,11,1,,,2,,"MBEGU YA MAHINDI",2,3,1,3,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"24-81-45-05","3719-001-01",1,11,1,,,1,2,"TITO",1,5,1,0,,,5,1,14000,16,1,1,3,2,2,,,,,,,,,,,,
"24-81-45-05","3719-001-01",1,31,1,,,1,2,"SOYA NJANO",1,8,1,0,,,8,1,16000,16,1,1,3,2,2,,,,,,,,,,,,
"24-81-45-05","3719-001-01",2,11,1,,,1,2,"TITO",1,3,1,0,,,3,1,9000,16,1,2,,2,2,,,,,,,,,,,,
"84-70-04-13","3720-001-01",1,11,1,,,2,,"MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.75,2,,4,4,1,,,200,100000,1,
"84-70-04-13","3720-001-01",3,11,1,,,1,2,"MAHINDI",2,3,1,3,1,2,0,,,,,2,,1,,0.25,1,9,4,4,1,,,100,50000,1,
"84-70-04-13","3720-001-01",3,12,2,2,1,2,,"MPUNGA",2,30,1,30,1,2,0,,,,,2,,1,,2,1,9,6,6,1,,,600,300000,1,
"84-70-04-13","3720-001-01",3,13,2,2,1,1,2,"MTAMA",2,20,1,20,1,2,0,,,,,2,,1,,1.5,2,,8,8,1,,,800,560000,1,
"67-16-45-78","3721-001-01",1,11,1,,,2,,"MV STAR",1,5,1,5,1,3,0,,,,,2,,1,,0.2,2,,2,2,1,,,60,48000,1,2
"67-16-45-78","3721-001-01",2,11,1,,,2,,"MV STAR",3,4,1,4,1,3,0,,,,,1,5,1,,0.2,2,,2,2,1,,,100,80000,1,2
"67-16-45-78","3721-001-01",4,11,1,,,2,,"MV STAR",3,6,1,0,,,0,,,,,2,,1,,3,2,,3,3,1,,,150,120000,1,2
"46-79-04-89","3722-001-01",1,31,2,1,1,1,2,"SOYA",1,2,1,0,,,2,1,4000,9,3,2,,2,2,,,,,,,,,,,,
"46-79-04-89","3722-001-01",3,31,2,2,1,1,2,"SOYA",1,8,1,0,,,8,1,16000,9,3,2,,2,2,,,,,,,,,,,,
"46-79-04-89","3722-001-01",4,31,2,2,1,1,2,"SOYA",1,3,1,0,,,3,1,6000,9,3,2,,2,2,,,,,,,,,,,,
"94-01-95-71","3723-001-01",1,11,1,,,2,,"MBEGU ZA ASILI",2,2,1,0,,,2,1,2000,2,1,2,,2,2,,,,,,,,,,,,
"94-01-95-71","3723-001-01",2,11,1,,,1,2,"MBEGU ZA ASILI",2,10,1,0,,,10,1,10000,2,1,2,,2,2,,,,,,,,,,,,
"26-38-86-97","3723-001-03",1,11,1,,,1,2,"TITO",1,2,1,0,,,2,1,2000,4,2,2,,1,,0.5,2,,4,4,1,,,80,500,1,
"26-38-86-97","3723-001-03",2,11,1,,,2,,"TITO",3,5,1,0,,,5,1,5000,5,1,2,,1,,1.5,2,,5,5,1,,,200,500,1,2
"44-69-31-70","3724-001-01",1,11,1,,,2,,"MV STAR",1,3,1,0,,,0,,,,,2,,1,,0.5,2,,4,4,1,,,150,75000,1,2
"44-69-31-70","3724-001-01",2,11,2,3,8,2,,"MV STAR",3,15,1,15,1,1,0,,,,,2,,1,,2.5,2,,4,4,1,,,260,130000,1,
"44-69-31-70","3724-001-01",3,11,2,3,1,1,2,"MV STAR",3,6,1,6,1,3,0,,,,,2,,1,,1,2,,4,4,1,,,180,90000,1,2
"98-58-55-76","3740-001-01",2,11,2,3,1,1,2,"MAHINDI",1,5,1,0,,,5,1,5000,16,1,2,,1,,0.75,2,,6,6,1,,,500,40000,1,2
"37-54-54-33","3774-001-01",2,998,1,,,2,,"MIKOROSHO",2,0,,0,,,0,,,,,2,,2,2,,,,,,,,,,,,
"53-91-81-33","3775-001-01",1,11,1,,,2,,"MAHINDI",2,1.5,1,0,,,1.5,1,1500,2,1,2,,1,,0.25,2,,1,1,1,,,100,40000,1,
"70-77-45-25","3815-001-01",2,11,2,2,1,1,2,"MAHINDI",2,6,1,6,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"95-93-01-71","3856-001-01",1,11,2,2,1,1,2,"MAHINDI",2,1,1,1,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"88-98-35-96","3872-001-01",2,11,1,,,1,2,"MAHINDI",2,7,1,7,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"76-89-02-19","3933-001-01",1,11,1,,,2,,"SEEDCO 627",1,10,1,0,,,10,1,50000,9,1,2,,1,,1,2,,3,3,1,,,1890,525000,1,2
"43-94-10-02","3946-001-01",1,11,2,3,8,2,,"SEEDCO",3,0.5,1,0.5,1,3,0.5,1,2000,9,1,2,,1,,0.07,2,,12,12,1,,,20,10000,1,10
"43-94-10-02","3946-001-01",2,11,1,,,2,,"LUBANGO",1,1,1,0,,,1,1,6000,9,1,2,,1,,0.3,2,,12,12,1,,,100,50000,1,10
"89-86-06-24","3946-001-02",1,998,1,,,2,,"MUHOGO MCHUNGU",2,2000,5,2000,5,2,0,,,,,2,,1,,0.25,2,,6,8,1,,,50,5000,1,2
"04-01-34-61","3948-001-01",1,11,1,,,2,,"MBEGU BORA ZILIZOTUMIKA",3,15,1,15,1,3,0,,,,,2,,1,,0.5,2,,3,3,1,,,180,100000,1,2
"14-63-58-26","3949-001-01",1,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,200,60000,1,
"14-63-58-26","3949-001-01",1,32,1,,,1,2,"MBEGU YA ASILI YA KUNDE",2,2,1,2,1,2,0,,,,,2,,1,,0.3,1,4,2,2,1,,,20,20000,1,
"12-55-82-35","3950-001-01",1,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,8,1,8,1,2,0,,,,,1,3,1,,1,2,,3,3,1,,,540,24000,1,2
"14-51-55-67","3972-001-01",1,11,1,,,1,2,"ASILI",2,1,1,1,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"14-51-55-67","3972-001-01",1,32,1,,,1,1,"ASILI",2,0.5,1,0.5,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"62-60-65-50","3983-001-01",2,12,1,,,2,,"ASILI",2,10,1,0,,,10,1,7000,3,4,2,,1,,0.5,2,,4,4,1,,,544,544000,1,2
"07-12-29-18","4002-001-06",1,11,1,,,2,,"KIENYEJI",2,6,1,6,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,280,105000,1,
"07-12-29-18","4002-001-06",2,11,1,,,2,,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,60,22500,1,
"15-44-50-11","4003-001-01",3,11,1,,,1,2,"TEMBO",1,10,1,0,,,10,1,10000,9,1,2,,1,,1,2,,3,3,1,,,200,50000,1,2
"15-44-50-11","4003-001-01",3,32,1,,,1,2,"NDULU",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,12,12,1,,,120,18000,1,2
"21-77-05-56","4004-001-01",1,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,120,30000,1,2
"21-77-05-56","4004-001-01",3,13,1,,,2,,"MBEGU YA ASILI YA MTAMA",2,8,1,0,,,0,,,,,2,,1,,1,2,,2,2,1,,,160,25000,1,2
"21-77-05-56","4004-001-01",5,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,10,1,10,1,2,0,,,,,1,3,1,,1,1,4,2,2,1,,,100,30000,1,2
"95-46-77-55","4005-001-01",1,11,2,3,1,2,,"KIENYEJI",2,6,1,6,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,280,70000,1,
"71-92-23-11","4006-001-01",1,13,1,,,2,,"MBEGU YA ASILI YA MTAMA",2,4,1,0,,,4,1,2000,4,1,2,,1,,0.5,2,,2,2,1,,,160,60000,1,2
"99-75-01-91","4007-001-03",1,11,2,2,3,1,2,"SEEDCO",3,5,1,0,,,0,,,,,2,,1,,0.5,2,,2,2,1,,,140,70000,1,2
"99-75-01-91","4007-001-03",1,33,2,2,3,1,2,"SEMBE",2,5,1,0,,,0,,,,,2,,1,,0.5,2,,2,2,1,,,80,48000,1,2
"41-08-71-95","4008-001-01",1,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,8,1,8,1,2,8,1,12000,4,1,1,3,1,,1,2,,5,5,1,,,648,38000,1,
"41-08-71-95","4008-001-01",2,11,1,,,2,,"MBEGU ZA KIENYEJI",2,8,1,0,,,8,1,12000,4,1,1,3,1,,1,2,,4,4,1,,,216,35000,1,2
"90-00-90-29","4012-001-04",1,13,2,1,1,2,,"MBEGU ZA KIENYEJI",2,10,1,10,1,2,0,,,,,1,3,1,,2,2,,3,3,1,,,840,150000,1,2
"32-84-96-21","4022-001-01",1,11,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,3,4,1,,,280,90000,1,
"32-84-96-21","4022-001-01",1,33,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,3,3,1,,,20,30000,1,
"50-45-96-78","4024-001-01",1,43,1,,,2,,"MBEGU YA ASILI YA KARANGA",2,8,1,0,,,8,1,16000,4,1,2,,1,,0.5,2,,2,2,1,,,100,60000,1,
"40-85-46-99","4025-001-01",1,11,2,2,3,1,2,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,1,1,2,4,3,1,,,80,80000,1,
"40-85-46-99","4025-001-01",1,41,2,2,3,1,2,"KIENYEJI",2,2,1,0,,,0,,,,,2,,1,,1,1,2,3,3,1,,,200,20000,1,
"63-66-25-23","4027-001-01",1,11,1,,,1,2,"KIENYEJI",2,5,1,0,,,5,1,2500,9,1,2,,2,3,,,,,,,,,,,,
"63-66-25-23","4027-001-01",1,43,1,,,1,2,"KARANGA KIZUNGU.",2,16,1,0,,,0,,,,,2,,2,3,,,,,,,,,,,,
"63-66-25-23","4027-001-01",2,11,1,,,2,,"TEMBO",2,10,1,0,,,10,1,10000,9,1,1,6,2,3,,,,,,,,,,,,
"60-71-29-58","4028-001-01",2,11,1,,,1,2,"KIENYEJI",2,8,1,8,1,2,0,,,,,1,6,1,,1.5,1,2,2,2,1,,,100,25000,1,
"60-71-29-58","4028-001-01",2,33,1,,,1,2,"KIENYEJI",2,4,1,4,1,2,0,,,,,2,,1,,1.5,1,2,2,2,1,,,20,26000,1,
"60-71-29-58","4028-001-01",2,43,1,,,1,2,"NYEUPE",2,7,1,7,1,2,0,,,,,2,,1,,1.5,1,2,3,3,1,,,10,20000,1,
"87-00-93-35","4040-001-06",1,11,1,,,1,2,"DK",3,4,1,4,1,3,0,,,,,2,,1,,1,2,,2,2,1,,,200,100000,1,
"87-00-93-35","4040-001-06",1,31,1,,,1,2,"MANJANO",2,8,1,0,,,8,1,20000,5,2,2,,2,4,,,,,,,,,,,,
"12-61-17-85","4041-001-01",1,11,1,,,1,2,"DKK777",1,2,1,0,,,2,1,13000,19,1,1,3,1,,1,1,4,1,2,1,,,108,48000,1,2
"12-61-17-85","4041-001-01",1,31,2,2,1,1,2,"MAHARAGE",2,2,1,0,,,2,1,5000,9,1,1,1,1,,0.2,1,5,12,12,1,,,10,6000,1,2
"12-61-17-85","4041-001-01",2,11,1,,,1,2,"DK777",1,3,1,0,,,3,1,19500,19,1,1,3,1,,1,1,4,1,2,1,,,240,96000,1,2
"12-61-17-85","4041-001-01",2,31,2,1,1,1,2,"MAHARAGE",2,5,1,0,,,5,1,12500,9,1,2,,1,,0.3,2,,11,12,1,,,54,120000,1,2
"12-61-17-85","4041-001-01",3,11,2,2,1,1,2,"DK777",1,2,1,0,,,2,1,13000,9,1,1,1,1,,0.5,1,5,6,7,1,,,43,52000,1,2
"12-61-17-85","4041-001-01",3,31,2,1,1,1,2,"MAHARAGE",1,5,1,0,,,5,1,10000,9,1,1,2,1,,0.3,1,4,12,1,1,,,190,80000,1,2
"12-61-17-85","4041-001-01",5,11,2,2,1,1,2,"DK777",1,1,1,0,,,1,1,6500,9,1,1,1,1,,1,2,,12,1,1,,,50,20000,1,2
"12-61-17-85","4041-001-01",5,31,2,1,1,1,2,"MAHARAGE",1,2,1,0,,,2,1,5000,9,1,1,1,1,,0.4,1,5,12,12,1,,,13,30000,1,2
"23-18-10-95","4042-001-01",1,11,2,1,1,1,2,"ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.12,2,,2,2,1,,,40,10000,2,
"23-18-10-95","4042-001-01",1,31,2,3,1,1,2,"ASILI",2,0.75,1,0.75,1,2,0,,,,,2,,1,,0.48,2,,1,1,1,,,8,12000,2,
"23-18-10-95","4042-001-01",2,11,2,1,1,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.25,2,,2,2,1,,,100,25000,2,
"23-18-10-95","4042-001-01",2,31,2,1,1,1,2,"ASILI",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.25,2,,1,1,1,,,20,30000,2,
"84-50-65-92","4043-001-01",1,11,1,,,1,2,"KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,3,2,1,,,370,90000,1,2
"84-50-65-92","4043-001-01",3,11,2,1,4,2,,"KIENYEJI",2,1,1,1,1,2,0,,,,,2,,1,,0.3,2,,2,2,1,,,126,30000,1,2
"84-50-65-92","4043-001-01",4,11,1,,,1,2,"KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,326,90000,1,2
"08-74-51-59","4044-001-01",1,11,2,3,1,2,,"DK",1,2,1,0,,,2,1,13000,16,2,2,,1,,0.2,1,1,1,1,1,,,240,120000,1,
"42-06-56-07","4044-001-02",1,11,2,3,1,2,,"MAHINDI",2,3,1,3,1,2,0,,,,,2,,1,,0.2,1,1,1,1,1,,,240,60000,1,
"42-06-56-07","4044-001-02",4,11,1,,,2,,"DK",1,2,1,0,,,2,1,13000,16,2,1,2,1,,0.2,1,1,1,2,1,,,200,50000,1,
"42-06-56-07","4044-001-02",5,11,1,,,2,,"DK",1,2,1,0,,,2,1,13000,16,2,1,2,1,,0.1,1,1,2,2,1,,,200,50000,1,
"32-39-94-05","4046-001-01",1,11,2,1,3,1,2,"SEEDCO",3,1,1,0,,,1,1,1500,9,1,2,,1,,1.2,2,,2,2,1,,,200,100000,1,
"32-39-94-05","4046-001-01",3,22,2,2,1,2,,"VIAZI. VYEUPE",2,15,1,15,1,2,0,,,,,2,,1,,1,2,,12,12,1,,,450,180000,1,
"83-55-87-54","4047-001-01",1,11,2,1,1,1,2,"ASILI",2,2.5,1,2.5,1,2,0,,,,,2,,1,,0.12,2,,2,2,1,,,120,63000,1,
"83-55-87-54","4047-001-01",1,22,1,,,1,2,"ASILI",2,50,1,0,,,0,,,,,2,,1,,0.12,2,,5,6,1,,,190,25000,1,
"83-55-87-54","4047-001-01",1,31,2,1,1,1,2,"ASILI",2,2,1,0,,,2,1,5000,2,1,2,,1,,0.12,1,7,1,1,1,,,60,21000,1,
"83-55-87-54","4047-001-01",1,47,2,1,1,1,2,"ASILI",2,0.5,1,0,,,0,,,,,2,,1,,0.12,2,,1,1,1,,,4,6000,1,
"96-18-51-61","4081-001-01",1,11,1,,,2,,"SEEDCO",3,1,1,1,1,3,0,,,,,2,,1,,0.5,2,,2,2,1,,,80,48000,1,3
"96-18-51-61","4081-001-01",4,11,1,,,1,2,"SEEDCO",3,2,1,2,1,3,0,,,,,2,,1,,1.5,2,,2,2,1,,,300,180000,1,3
"96-18-51-61","4081-001-01",4,33,1,,,1,2,"'CHOROKO NYEUSI",2,4,1,4,1,2,0,,,,,2,,1,,1.5,2,,3,3,1,,,100,120000,1,3
"96-18-51-61","4081-001-01",4,43,1,,,1,2,"KARANGA NYEUPE",3,6,1,6,1,2,0,,,,,2,,1,,1.5,2,,3,3,1,,,60,90000,1,
"62-64-26-58","4083-001-01",1,11,2,3,1,1,2,"MAHINDI",2,6,1,6,1,2,0,,,,,2,,1,,6,2,,3,3,1,,,300,180000,1,2
"62-64-26-58","4083-001-01",1,32,2,2,1,1,1,"KUNDE",1,1,1,0,,,1,1,2000,5,2,2,,1,,1,2,,2,2,1,,,60,45000,1,2
"19-03-44-86","4085-001-02",1,11,1,,,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.5,2,,2,3,1,,,150,54000,1,2
"19-03-44-86","4085-001-02",1,32,1,,,1,2,"ASILI",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.5,2,,1,1,1,,,10,10000,1,2
"19-03-44-86","4085-001-02",1,33,1,,,1,2,"ASILI",2,0.25,1,0.25,1,2,0,,,,,2,,1,,0.5,2,,1,2,1,,,15,15000,1,2
"19-03-44-86","4085-001-02",2,12,1,,,2,,"MBEGU BORA",3,8,1,0,,,8,1,8000,2,1,2,,1,,0.25,2,,6,6,1,,,180,180000,1,2
"19-03-44-86","4085-001-02",3,11,1,,,2,,"ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,40,12000,1,2
"43-86-88-41","4155-001-01",1,11,1,,,1,2,"MBEGU ZA ASILI",2,4,1,0,,,4,1,4000,4,1,2,,1,,2,1,1,5,5,1,,,80,40000,1,
"82-98-10-51","4159-001-06",1,11,1,,,2,,"MBEGU BORA",1,5,1,0,,,5,1,8000,4,1,2,,1,,0.1,1,4,12,12,1,,,20,14000,1,2
"75-63-76-42","4161-001-01",2,11,2,2,1,2,,"MBEGU ZA MAHINDI ZA KIENYEJI",2,8,1,8,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,1700,595000,7,8
"75-63-76-42","4161-001-01",3,11,2,1,8,2,,"MBEGU YA MAHINDI YA KIENYEJI",2,4,1,4,1,2,0,,,,,1,6,2,3,,,,,,,,,,,,
"30-35-93-51","4192-001-01",0,998,2,1,4,1,2,"CHEUPE",2,90,1,0,,,90,1,15000,2,1,2,,2,2,,,,,,,,,,,,
"30-35-93-51","4192-001-01",3,998,2,1,4,1,2,"KIBANDA MENO",2,10,1,10,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"98-25-88-29","4193-001-01",1,11,1,,,2,,"MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.75,1,1,1,1,1,,,100,60000,1,
"98-25-88-29","4193-001-01",2,11,1,,,2,,"MAHINDI",2,10,1,10,1,2,0,,,,,1,1,2,3,,,,,,,,,,,,
"01-53-37-23","4195-001-01",0,11,1,,,1,2,"MBEGU  FUPI   NA  NDEFU",2,2,1,2,1,2,0,,,,,1,3,1,,0.33,1,4,2,2,1,,,40,40000,2,
"01-53-37-23","4195-001-01",0,32,2,1,1,1,2,"KUNDE  NDOGO",2,500,5,0,,,0,,,,,1,4,2,3,,,,,,,,,,,,
"01-53-37-23","4195-001-01",0,998,2,1,1,1,2,"MATEMBELE  MANENE",2,3,1,3,1,2,0,,,,,2,,1,,0.1,2,,11,0,2,15,10,8,6000,2,
"48-88-88-90","4196-001-01",1,11,1,,,1,2,"MBEGU ZA KAWAIDA",2,4,1,0,,,4,1,5000,3,1,2,,1,,2,1,9,7,7,1,,,300,480000,1,
"25-39-51-76","4197-001-01",0,34,1,,,1,2,"MBEGU ZA ASILI",2,0.25,1,0.25,1,1,0,,,,,2,,2,2,,,,,,,,,,,,
