"interview__key","y5_hhid","plot_id","cropid","ag6b_02","ag6b_03","ag6b_04","ag6b_05","ag6b_06","ag6b_06a","ag6b_07_1","ag6b_07_2","ag6b_07_3","ag6b_07_4","ag6b_08_1","ag6b_08_2","ag6b_09","ag6b_10","ag6b_11"
"57-13-03-72","2829-001-01",1,21,150,2020,200,2,,1,2020,8,2020,8,1,,150,2,
"13-39-33-84","2833-001-01",1,21,200,200,200,2,,1,2020,5,2020,6,1,,200,1,5
"45-58-23-03","2848-001-01",3,46,4,2006,0,2,,2,,,,,,,,,
"28-25-83-47","2850-001-01",1,21,300,2020,0,1,2,1,2020,5,2021,1,1,2,150,2,
"28-25-83-47","2850-001-01",1,34,300,2020,0,1,2,1,2021,8,2021,8,1,2,170,2,
"28-25-83-47","2850-001-01",1,46,50,2001,0,1,2,1,2021,8,2021,10,1,2,150,1,5
"48-32-03-05","2866-001-02",1,45,1,2010,0,2,,1,2020,6,2021,11,1,,43,2,
"49-04-68-35","2867-001-01",1,21,200,2020,200,1,2,2,,,,,,,,,
"49-04-68-35","2867-001-01",1,46,4,1900,0,2,,1,2020,10,2020,12,1,2,25,2,
"19-24-76-44","2868-001-02",1,46,15,1900,0,2,,1,2020,9,2020,9,1,,235,1,5
"70-30-87-90","2881-001-01",1,46,70,2019,24,2,,1,2020,10,2020,12,1,,150,2,
"32-58-54-82","2885-001-01",3,46,35,2019,20,2,,2,,,,,,,,,
"22-11-88-24","2886-001-01",1,304,5,2016,0,1,2,2,,,,,,,,,
"22-11-88-24","2886-001-01",2,21,10,2020,10,1,2,2,,,,,,,,,
"22-11-88-24","2886-001-01",2,45,60,2014,0,1,2,1,2020,1,2020,12,1,2,40800,1,5
"22-11-88-24","2886-001-01",2,46,25,2015,0,1,2,1,2020,8,2020,12,1,2,240,1,5
"22-11-88-24","2886-001-01",2,60,100,2020,100,1,2,2,,,,,,,,,
"07-54-31-91","2887-001-01",1,46,10,2020,10,1,2,2,,,,,,,,,
"63-23-37-67","2888-001-04",1,46,64,2015,0,1,2,2,,,,,,,,,
"05-21-43-64","2892-001-01",3,46,50,1900,0,2,,1,2020,9,2020,12,1,,290,2,
"30-79-15-05","2892-001-03",1,21,5,2020,5,1,2,1,2020,4,2020,5,1,2,2,2,
"30-79-15-05","2892-001-03",1,45,14,1991,0,1,2,1,2020,10,2020,12,1,2,16,2,
"30-79-15-05","2892-001-03",1,46,4,1992,0,1,2,1,2020,9,2020,10,1,2,10,2,
"30-79-15-05","2892-001-03",2,46,2,2018,0,1,2,1,2020,9,2020,11,1,2,2,2,
"26-02-57-30","2900-001-01",3,46,50,2020,50,2,,2,,,,,,,,,
"11-84-43-78","2901-001-01",1,34,100,2020,0,1,2,1,2021,9,2021,9,1,2,35,2,
"11-84-43-78","2901-001-01",2,21,200,2020,200,1,2,2,,,,,,,,,
"11-84-43-78","2901-001-01",2,34,60,2020,60,1,2,1,2021,9,2021,9,1,2,20,2,
"11-84-43-78","2901-001-01",2,46,100,2004,25,1,2,1,2020,10,2020,10,1,2,100,2,
"84-67-69-89","2902-001-01",2,46,2,1900,0,2,,2,,,,,,,,,
"84-67-69-89","2902-001-01",3,46,45,2000,0,2,,1,2020,11,2021,1,1,2,45,2,
"84-67-69-89","2902-001-01",3,304,5,1900,0,2,,2,,,,,,,,,
"42-64-34-58","2903-001-01",1,46,187,2004,0,2,,1,2020,10,2020,12,1,2,537,2,
"66-74-34-22","2904-001-01",1,34,140,2019,37,1,2,1,2021,6,2021,8,1,,90,2,
"66-74-34-22","2904-001-01",1,46,75,2018,0,1,2,2,,,,,,,,,
"45-99-60-94","2905-001-01",1,34,120,2020,0,1,2,1,2021,6,2021,8,1,,85,2,
"17-19-40-21","2907-001-01",2,46,20,2019,0,2,,2,,,,,,,,,
"17-19-40-21","2907-001-01",3,46,300,1986,0,2,,2,,,,,,,,,
"42-59-87-53","2919-001-01",1,46,30,1900,0,2,,1,2020,10,2020,12,1,2,10,2,
"42-59-87-53","2919-001-01",4,45,9,2019,0,1,2,2,,,,,,,,,
"51-20-76-34","2920-001-01",1,46,80,2010,0,2,,1,2020,10,2020,12,1,2,100,2,
"51-20-76-34","2920-001-01",3,46,21,2010,0,2,,1,2020,10,2020,12,1,2,30,2,
"82-14-02-37","2921-001-01",1,21,40,2020,0,1,1,1,2021,3,2021,4,12,13,20,1,2
"82-14-02-37","2921-001-01",1,46,260,1999,0,1,1,1,2020,10,2020,12,1,,4860,1,3
"82-14-02-37","2921-001-01",2,21,1680,2020,0,1,2,1,2021,3,2021,4,1,13,115,1,2
"82-14-02-37","2921-001-01",2,34,180,2019,20,1,2,1,2021,6,2021,7,1,13,65,1,2
"82-14-02-37","2921-001-01",2,46,600,1999,60,1,2,1,2020,10,2020,12,1,,7280,1,3
"03-83-60-83","2921-001-02",2,46,50,2020,55,2,,2,,,,,,,,,
"35-45-76-62","2922-001-01",1,46,275,2004,0,1,2,2,,,,,,,,,
"35-45-76-62","2922-001-01",2,46,145,2015,25,1,2,2,,,,,,,,,
"39-25-98-64","2923-001-01",2,46,200,2004,0,2,,1,2020,10,2021,12,1,,700,2,
"39-25-98-64","2923-001-01",3,46,62,2008,0,2,,1,2020,10,2020,12,1,,500,2,
"77-63-97-98","2924-001-02",3,21,35,2020,35,2,,1,2021,7,2021,10,3,5,20,2,
"77-63-97-98","2924-001-02",3,46,800,2013,300,2,,1,2020,10,2020,12,3,4,5000,2,
"75-26-16-45","2925-001-01",2,46,100,2008,0,2,,1,2020,10,2020,12,1,,600,2,
"03-82-32-10","2925-001-02",1,21,24,2020,10,2,,1,2021,6,2021,9,2,3,97,2,
"03-82-32-10","2925-001-02",1,60,8,2021,0,1,2,2,,,,,,,,,
"03-82-32-10","2925-001-02",2,46,7,2014,0,2,,1,2020,10,2020,12,1,2,1020,2,
"03-82-32-10","2925-001-02",2,304,3,1999,0,2,,2,,,,,,,,,
"03-82-32-10","2925-001-02",3,46,125,2014,0,2,,1,2021,10,2021,10,2,3,17,2,
"03-82-32-10","2925-001-02",3,304,2,2000,0,2,,2,,,,,,,,,
"03-82-32-10","2925-001-02",4,46,50,2019,0,2,,2,,,,,,,,,
"47-73-88-65","2926-001-01",1,46,200,1998,0,2,,1,2020,10,2020,11,1,,1000,1,6
"47-73-88-65","2926-001-01",3,46,60,2010,0,2,,1,2020,10,2020,11,1,,240,1,6
"47-73-88-65","2926-001-01",4,46,30,2010,0,2,,1,2020,10,2020,11,1,,200,1,6
"47-73-88-65","2926-001-01",5,46,100,2010,0,2,,1,2020,10,2021,11,1,,600,1,6
"47-73-88-65","2926-001-01",6,46,50,1995,0,2,,2,,,,,,,,,
"47-73-88-65","2926-001-01",7,46,15,1998,0,2,,2,,,,,,,,,
"91-79-41-80","2957-001-01",1,304,30,2006,0,2,,2,,,,,,,,,
"91-79-41-80","2957-001-01",5,304,66,2007,0,2,,2,,,,,,,,,
"91-79-41-80","2957-001-01",6,304,150,2009,0,2,,2,,,,,,,,,
"91-79-41-80","2957-001-01",7,304,150,2006,0,2,,2,,,,,,,,,
"50-10-51-60","2958-001-01",1,304,15,2010,0,2,,2,,,,,,,,,
"50-10-51-60","2958-001-01",2,304,8,2012,0,2,,2,,,,,,,,,
"34-70-67-06","2960-001-01",1,60,50,2011,0,2,,1,2021,7,2021,9,1,2,50,2,
"34-70-67-06","2960-001-01",1,304,20,2013,0,2,,2,,,,,,,,,
"08-98-55-43","2963-001-01",1,304,10,2012,0,2,,2,,,,,,,,,
"08-98-55-43","2963-001-01",2,303,100,2018,0,2,,1,2020,11,2021,10,1,,500,2,
"08-98-55-43","2963-001-01",2,304,12,2014,0,2,,2,,,,,,,,,
"89-30-02-67","2964-001-01",1,304,35,2012,35,1,2,2,,,,,,,,,
"39-50-51-32","3038-001-01",1,21,7200,2020,7200,1,2,2,,,,,,,,,
"39-50-51-32","3038-001-01",1,304,80,2010,0,1,2,2,,,,,,,,,
"39-50-51-32","3038-001-01",2,304,1,1900,0,2,,2,,,,,,,,,
"68-23-21-38","3056-001-04",1,21,200,2021,275,1,2,1,2021,6,2021,11,1,2,70,2,
"68-23-21-38","3056-001-04",1,304,1,1900,0,1,2,2,,,,,,,,,
"78-10-18-94","3056-001-05",1,21,50,2021,800,2,,1,2021,2,2021,6,1,2,150,2,
"04-23-29-78","3058-001-01",5,21,600,2019,100,2,,1,2021,2,2021,3,1,,700,2,
"96-10-29-26","3074-001-01",1,21,650,2019,650,2,,1,2020,5,2020,8,1,2,300,2,
"01-31-69-05","3093-001-01",1,21,156,2021,156,1,2,2,,,,,,,,,
"01-31-69-05","3093-001-01",1,304,15,2016,0,1,2,1,2021,5,2021,5,1,,300,2,
"66-31-98-44","3095-001-01",1,21,3000,2019,0,1,2,1,2020,7,2020,8,1,,260,2,
"66-31-98-44","3095-001-01",1,304,10,2005,0,2,,2,,,,,,,,,
"93-36-30-05","3109-001-01",1,304,4,2017,0,1,2,2,,,,,,,,,
"13-23-04-15","3112-001-01",1,21,200,2019,0,1,2,1,2020,12,2021,3,1,,300,2,
"18-57-18-84","3115-001-01",1,304,23,2017,10,1,2,2,,,,,,,,,
"40-18-89-32","3116-001-01",2,21,350,2020,350,1,1,2,,,,,,,,,
"69-54-28-67","3117-001-01",1,304,1,1900,0,2,,2,,,,,,,,,
"69-54-28-67","3117-001-01",4,304,20,1900,0,2,,2,,,,,,,,,
"06-70-18-54","3128-001-01",2,21,125,2020,0,1,2,2,,,,,,,,,
"26-43-46-66","3154-001-01",1,302,500,1996,0,2,,2,,,,,,,,,
"81-00-58-34","3166-001-01",1,56,10,2014,0,1,2,1,2020,9,2020,10,1,,10,2,
"29-45-42-37","3167-001-01",1,56,50,1990,0,1,2,1,2020,4,2020,5,1,,200,2,
"42-00-78-10","3168-001-01",3,56,40,1923,0,2,,1,2019,11,2020,8,1,,45,1,5
"44-11-82-58","3168-001-03",1,56,120,1990,0,1,2,1,2020,4,2020,6,1,2,20,1,4
"60-37-36-57","3171-001-01",1,56,82,2009,0,1,2,2,,,,,,,,,
"84-02-93-51","3172-001-01",1,56,38,2002,0,1,2,1,2020,6,2020,7,1,,5,2,
"02-50-88-11","3185-001-01",1,54,1500,2017,300,1,2,1,2020,4,2020,5,1,2,660,2,
"02-50-88-11","3185-001-01",2,61,1300,2018,200,1,2,1,2020,4,2020,5,1,2,840,2,
"76-50-08-94","3186-001-01",1,54,185,2019,60,1,2,2,,,,,,,,,
"76-50-08-94","3186-001-01",1,60,450,2020,450,1,2,1,2020,6,2020,7,1,,150,2,
"78-32-84-41","3187-001-01",4,54,50,2016,25,1,2,1,2020,6,2020,8,1,2,25,2,
"76-44-53-44","3188-001-01",2,54,50,2019,0,2,,1,2020,6,2020,7,1,,55,2,
"51-34-40-93","3190-001-01",1,54,300,2017,50,1,2,1,2020,6,2020,8,1,2,150,2,
"51-34-40-93","3190-001-01",1,61,200,2018,70,1,2,1,2020,5,2020,6,1,2,20,2,
"51-34-40-93","3190-001-01",1,304,400,2000,100,2,,1,2020,8,2020,10,1,,30000,2,
"51-34-40-93","3190-001-01",2,54,500,2015,80,1,2,1,2020,5,2020,8,1,2,220,2,
"51-34-40-93","3190-001-01",2,61,250,2017,0,1,2,1,2020,5,2020,6,1,2,20,2,
"51-34-40-93","3190-001-01",2,304,300,2015,100,1,2,2,,,,,,,,,
"71-65-11-52","3192-001-01",1,54,500,2019,0,1,3,1,2020,5,2020,9,1,,50,2,
"71-65-11-52","3192-001-01",1,61,80,2019,20,1,3,2,,,,,,,,,
"71-65-11-52","3192-001-01",1,302,300,1900,0,1,2,2,,,,,,,,,
"71-65-11-52","3192-001-01",3,54,7,2014,0,1,3,1,2020,5,2020,9,1,2,2,2,
"71-65-11-52","3192-001-01",3,60,96,2017,0,1,3,1,2020,3,2020,3,1,2,13,1,5
"71-65-11-52","3192-001-01",3,61,20,2020,20,1,3,2,,,,,,,,,
"71-65-11-52","3192-001-01",3,302,60,1900,0,1,3,1,2020,1,2020,10,1,2,30,2,
"71-65-11-52","3192-001-01",3,304,2,2016,0,1,2,2,,,,,,,,,
"69-32-86-52","3204-001-01",1,54,500,2009,0,1,2,1,2021,6,2021,7,1,2,20,2,
"96-05-32-13","3205-001-01",1,54,350,1990,20,2,,1,2020,11,2021,10,1,,80,2,
"22-66-04-87","3205-001-10",1,54,130,2019,0,2,,2,,,,,,,,,
"22-66-04-87","3205-001-10",2,54,700,2020,700,2,,2,,,,,,,,,
"11-13-37-02","3265-001-01",1,21,2000,2020,2000,1,2,2,,,,,,,,,
"16-27-36-48","3341-001-05",1,45,3,2017,0,2,,1,2020,8,2020,11,5,6,12,2,
"86-53-85-03","3356-001-01",1,21,50,2020,50,2,,1,2020,7,2020,12,1,,250,1,5
"90-79-01-95","3360-001-01",1,21,20,2020,20,2,,1,2020,6,2020,6,1,2,20,2,
"62-47-91-69","3377-001-03",1,45,1,2000,0,2,,1,2020,9,2020,9,1,,50,2,
"19-86-31-29","3385-001-01",1,21,600,2020,600,2,,1,2020,8,2020,9,1,,250,2,
"22-32-62-13","3437-001-01",1,45,1,2008,0,2,,1,2020,2,2020,11,1,2,15,2,
"66-71-90-73","3470-001-03",1,21,50,2020,60,1,2,2,,,,,,,,,
"30-91-34-18","3471-001-04",1,21,100,2020,100,2,,2,,,,,,,,,
"25-21-14-19","3477-001-03",1,45,2,2017,0,2,,2,,,,,,,,,
"59-20-56-74","3478-001-01",1,45,1,2020,0,2,,1,2020,2,2020,3,1,,70,2,
"40-03-22-64","3489-001-04",1,21,200,2020,200,2,,1,2020,1,2020,12,1,,250,1,2
"70-78-01-00","3490-001-01",1,45,7,2017,1,2,,2,,,,,,,,,
"57-73-74-66","3496-001-01",1,45,4,2018,0,2,,1,2020,7,2020,11,1,,14,2,
"56-39-47-01","3511-001-02",1,21,28,2020,10,1,1,1,2021,4,2021,7,1,2,75,2,
"01-55-74-14","3547-001-08",1,303,2,1900,0,2,,2,,,,,,,,,
"01-55-74-14","3547-001-08",2,303,6,1900,0,2,,2,,,,,,,,,
"19-39-89-59","3549-001-01",1,21,50,2019,50,1,2,1,2020,2,2020,8,1,,40,1,2
"74-75-91-79","3553-001-03",1,45,2,2000,0,2,,1,2020,5,2020,8,1,,210,2,
"32-17-78-07","3586-001-01",2,21,250,2020,0,2,,1,2020,7,2020,8,1,2,300,2,
"32-17-78-07","3586-001-01",2,46,16,2000,0,2,,1,2020,9,2020,11,1,2,200,2,
"32-17-78-07","3586-001-01",5,46,50,2000,0,2,,1,2020,9,2020,11,1,2,300,2,
"20-25-86-31","3586-001-02",1,21,100,2020,0,1,2,1,2021,8,2021,8,1,2,100,2,
"20-25-86-31","3586-001-02",1,34,200,2020,0,1,2,1,2021,6,2021,6,1,2,30,2,
"81-86-14-73","3603-001-01",1,304,5,2019,5,1,2,2,,,,,,,,,
"09-31-93-25","3605-001-01",1,21,80,2020,80,1,2,1,2020,7,2020,10,1,,250,2,
"09-31-93-25","3605-001-01",1,304,30,1900,0,1,2,2,,,,,,,,,
"11-40-56-85","3607-001-01",1,60,17,2019,0,1,2,1,2020,2,2021,1,1,2,45,2,
"11-40-56-85","3607-001-01",1,304,3,2015,0,1,2,2,,,,,,,,,
"21-35-87-24","3627-001-01",3,21,80,2020,80,1,2,1,2020,8,2020,10,1,2,200,2,
"21-35-87-24","3627-001-01",3,46,3,1900,0,1,2,1,2020,11,2021,1,1,2,40,1,5
"88-20-31-17","3641-001-01",1,64,100,2019,0,2,,2,,,,,,,,,
"88-20-31-17","3641-001-01",2,64,50,2019,0,2,,2,,,,,,,,,
"58-58-82-68","3643-001-01",1,21,50,2020,300,2,,1,2020,8,2021,2,1,,50,2,
"58-58-82-68","3643-001-01",1,64,100,2011,0,2,,1,2020,9,2021,1,1,,150,2,
"08-34-40-96","3644-001-01",1,64,100,2019,0,1,2,1,2020,2,2021,1,1,2,80,2,
"08-34-40-96","3644-001-01",1,304,45,1900,0,1,2,1,2020,6,2020,6,1,,300,2,
"08-34-40-96","3644-001-01",4,21,400,2020,400,1,2,1,2020,2,2020,4,1,2,700,2,
"08-34-40-96","3644-001-01",4,64,200,2016,0,1,2,2,,,,,,,,,
"48-70-78-56","3645-001-01",2,21,800,2020,800,1,2,2,,,,,,,,,
"48-70-78-56","3645-001-01",3,61,200,2008,0,1,2,1,2020,1,2020,5,1,4,7,2,
"48-70-78-56","3645-001-01",4,21,1500,2004,0,1,2,1,2020,6,2020,10,1,4,240,2,
"48-70-78-56","3645-001-01",4,61,50,2016,0,1,2,1,2020,1,2020,6,1,4,4,2,
"48-70-78-56","3645-001-01",4,64,100,2005,0,1,2,1,2020,6,2020,6,1,4,30,2,
"48-70-78-56","3645-001-01",4,66,10,2008,0,1,2,2,,,,,,,,,
"37-00-59-02","3662-001-01",3,21,126,2021,135,2,,2,,,,,,,,,
"37-00-59-02","3662-001-01",3,34,40,2020,0,2,,1,2021,7,2021,9,1,2,60,2,
"37-00-59-02","3662-001-01",3,44,7,2006,0,2,,2,,,,,,,,,
"37-00-59-02","3662-001-01",3,45,1,2020,0,2,,2,,,,,,,,,
"57-29-56-03","3663-001-01",4,57,15,2019,0,1,2,1,2020,11,2021,10,2,,37,2,
"33-22-49-70","3667-001-01",1,44,4,2003,0,1,2,2,,,,,,,,,
"33-22-49-70","3667-001-01",1,46,14,2004,4,1,2,1,2020,9,2020,11,1,,5,1,5
"97-63-96-06","3667-001-03",1,21,100,2021,0,1,2,2,,,,,,,,,
"97-63-96-06","3667-001-03",1,46,7,2018,0,1,2,1,2020,9,2020,10,1,2,4,2,
"99-07-17-06","3702-001-01",2,60,3,2020,0,2,,1,2020,12,2021,11,1,,20,2,
"06-37-92-79","3717-001-01",1,21,30,2020,30,1,2,2,,,,,,,,,
"24-81-45-05","3719-001-01",2,21,70,2019,50,1,2,1,2020,5,2021,1,1,2,80,2,
"24-81-45-05","3719-001-01",2,34,110,2020,110,1,2,2,,,,,,,,,
"84-70-04-13","3720-001-01",1,45,5,1994,0,1,2,1,2020,6,2021,1,1,,2700,2,
"84-70-04-13","3720-001-01",3,21,200,2020,6,1,2,2,,,,,,,,,
"84-70-04-13","3720-001-01",3,60,140,2018,0,1,2,1,2020,6,2020,10,1,,165,2,
"67-16-45-78","3721-001-01",2,21,150,2020,150,2,,2,,,,,,,,,
"67-16-45-78","3721-001-01",4,21,20,2020,20,2,,1,2020,11,2021,1,1,2,25,1,5
"46-79-04-89","3722-001-01",1,21,50,2019,20,1,2,1,2020,3,2020,12,1,,40,1,3
"94-01-95-71","3723-001-01",1,21,100,2020,100,2,,2,,,,,,,,,
"94-01-95-71","3723-001-01",1,45,2,2015,0,2,,2,,,,,,,,,
"94-01-95-71","3723-001-01",1,304,50,2007,0,2,,1,2020,8,2021,1,1,2,1000,2,
"26-38-86-97","3723-001-03",1,21,30,2020,11,1,2,2,,,,,,,,,
"44-69-31-70","3724-001-01",2,60,15,2020,15,2,,1,2020,6,2021,4,1,2,20,2,
"26-58-05-33","3737-001-01",1,46,20,2005,0,2,,1,2020,9,2020,12,1,,100,2,
"86-99-26-34","3737-001-02",1,46,3,1900,0,1,2,2,,,,,,,,,
"55-51-32-87","3738-001-01",2,46,10,1900,8,1,2,2,,,,,,,,,
"98-39-03-02","3738-001-02",1,46,20,2019,8,1,2,2,,,,,,,,,
"69-36-36-13","3739-001-01",1,46,31,1966,0,2,,2,,,,,,,,,
"69-36-36-13","3739-001-01",3,21,300,2019,200,2,,1,2019,12,2020,11,1,4,80,2,
"98-58-55-76","3740-001-01",2,21,35,1986,35,1,2,1,2020,7,2020,7,1,2,475000,2,
"98-58-55-76","3740-001-01",5,46,100,1921,0,2,,1,2020,9,2020,11,1,2,100,2,
"11-59-39-51","3741-001-01",2,46,22,2013,0,2,,1,2020,10,2020,11,1,,80,2,
"45-98-24-04","3741-001-04",2,46,2,2018,0,2,,2,,,,,,,,,
"19-82-60-37","3742-001-01",1,46,18,2015,0,1,2,1,2020,8,2020,9,2,,90,2,
"19-82-60-37","3742-001-01",2,46,50,1900,0,1,2,1,2020,7,2020,10,2,,250,2,
"78-14-25-28","3743-001-01",3,46,9,2010,0,2,,1,2020,10,2020,11,1,,10,2,
"78-14-25-28","3743-001-01",5,46,3,2008,0,2,,2,,,,,,,,,
"07-04-66-24","3755-001-01",1,45,10,2000,0,1,2,1,2020,1,2020,12,1,,50,1,5
"07-04-66-24","3755-001-01",1,46,6,2000,2,1,2,1,2020,9,2020,9,1,,70,2,
"17-54-53-53","3758-001-01",1,45,26,1900,0,1,2,1,2020,3,2021,2,1,,300,2,
"17-54-53-53","3758-001-01",1,46,2,1900,0,1,2,1,2020,10,2020,11,1,2,10,2,
"17-54-53-53","3758-001-01",2,45,6,1900,0,2,,2,,,,,,,,,
"17-54-53-53","3758-001-01",2,46,25,1900,0,2,,1,2020,10,2020,11,1,2,94,2,
"51-47-84-02","3759-001-02",2,45,50,1975,0,1,2,2,,,,,,,,,
"51-47-84-02","3759-001-02",2,46,40,1975,0,1,2,2,,,,,,,,,
"51-47-84-02","3759-001-02",3,45,2,2010,0,1,2,2,,,,,,,,,
"51-47-84-02","3759-001-02",3,46,5,1990,0,1,2,2,,,,,,,,,
"51-47-84-02","3759-001-02",4,21,2000,2020,2000,1,2,1,2020,8,2020,9,2,6,375,2,
"51-47-84-02","3759-001-02",4,46,15,2015,0,1,2,2,,,,,,,,,
"05-15-50-51","3761-001-01",1,46,2,2008,0,2,,2,,,,,,,,,
"13-45-35-46","3762-001-01",2,46,20,1900,0,2,,2,,,,,,,,,
"37-54-54-33","3774-001-01",1,46,1,2005,0,1,2,1,2019,8,2019,12,1,2,10,1,5
"37-54-54-33","3774-001-01",2,46,100,1961,0,1,2,1,2020,8,2020,12,1,2,300,2,
"37-54-54-33","3774-001-01",3,46,29,1998,0,1,2,1,2020,8,2020,12,1,2,110,2,
"53-91-81-33","3775-001-01",2,46,35,1986,35,1,2,2,,,,,,,,,
"53-91-81-33","3775-001-01",3,46,45,1976,0,2,,1,2020,10,2020,11,1,,300,2,
"68-35-57-41","3776-001-01",1,46,100,2019,20,1,2,1,2020,11,2020,11,1,,85,2,
"68-35-57-41","3776-001-01",2,46,36,1900,0,2,,1,2019,12,2019,12,1,2,10,1,3
"39-38-87-53","3777-001-01",1,21,100,2019,0,1,2,1,2020,6,2020,10,2,,50,2,
"39-38-87-53","3777-001-01",1,45,7,2016,0,1,2,2,,,,,,,,,
"39-38-87-53","3777-001-01",2,46,105,2007,0,2,,1,2020,11,2020,12,1,,100,2,
"39-38-87-53","3777-001-01",3,46,50,2003,0,2,,1,2020,11,2020,12,1,,219,2,
"83-42-86-52","3778-001-01",1,46,100,1978,0,2,,1,2019,9,2019,11,1,,270,2,
"83-42-86-52","3778-001-01",2,46,20,1978,0,2,,2,,,,,,,,,
"59-87-34-75","3778-001-02",2,46,100,1975,0,2,,1,2019,11,2020,1,1,,200,2,
"29-01-39-99","3779-001-02",1,46,99,1922,0,2,,2,,,,,,,,,
"29-01-39-99","3779-001-02",2,46,200,2021,0,2,,1,2019,9,2019,11,2,,600,2,
"80-65-61-38","3780-001-01",2,46,50,1998,0,2,,1,2019,10,2020,1,1,,200,1,4
"85-97-80-16","3781-001-01",3,46,45,2015,0,2,,1,2019,10,2019,12,1,2,220,2,
"85-38-17-70","3793-001-01",1,21,400,2020,0,1,2,1,2020,9,2020,10,1,4,600,2,
"85-38-17-70","3793-001-01",1,46,12,2011,0,1,2,1,2020,11,2020,12,1,4,10,1,5
"81-77-97-81","3794-001-01",4,46,30,2000,0,2,,1,2020,10,2020,12,1,2,120,2,
"33-23-93-77","3795-001-01",1,46,12,2012,0,2,,1,2020,11,2020,12,1,,100,1,4
"73-13-17-31","3796-001-01",1,21,98,2019,0,1,2,1,2021,10,2021,11,1,,147,2,
"73-13-17-31","3796-001-01",1,46,2,2011,0,2,,2,,,,,,,,,
"76-50-20-66","3797-001-01",2,46,490,2018,180,1,2,2,,,,,,,,,
"76-50-20-66","3797-001-01",4,46,4,2016,0,1,2,1,2020,11,2021,11,1,2,40,2,
"43-76-27-97","3797-001-04",1,46,15,1991,20,2,,1,2020,11,2020,12,1,2,90,2,
"21-49-44-33","3797-001-06",1,46,13,2016,0,2,,2,,,,,,,,,
"21-49-44-33","3797-001-06",2,46,1,2016,0,2,,2,,,,,,,,,
"53-62-39-02","3798-001-01",1,34,220,2020,0,1,2,1,2021,7,2021,8,1,,65,2,
"56-68-24-88","3799-001-01",2,21,200,2020,0,1,2,1,2021,8,2021,8,1,,100,1,5
"56-68-24-88","3799-001-01",2,34,100,2020,0,1,2,1,2020,9,2020,9,1,,60,2,
"56-68-24-88","3799-001-01",2,46,68,2012,0,1,2,1,2020,9,2020,12,1,,214,1,5
"70-70-60-49","3800-001-01",2,46,13,1998,0,2,,1,2020,11,2020,12,1,,150,1,4
"70-70-60-49","3800-001-01",3,46,2,2018,0,2,,2,,,,,,,,,
"87-57-04-48","3812-001-01",3,21,105,2018,20,1,2,1,2020,4,2020,5,1,2,300,2,
"87-57-04-48","3812-001-01",3,46,80,2000,0,1,2,1,2020,10,2020,11,1,2,100,2,
"13-50-39-65","3814-001-01",2,21,50,2020,30,1,2,2,,,,,,,,,
"13-50-39-65","3814-001-01",2,46,3,2005,0,1,2,1,2020,9,2020,11,1,2,80,2,
"70-77-45-25","3815-001-01",1,45,87,2009,30,2,,1,2020,11,2020,12,1,,430,2,
"70-77-45-25","3815-001-01",2,46,47,1997,8,1,2,1,2020,10,2020,12,1,,438,2,
"72-20-59-33","3817-001-02",1,46,60,9999,0,1,2,1,2020,10,2020,11,1,,315,1,5
"65-91-88-24","3818-001-01",2,21,200,2020,200,2,,1,2020,4,2020,6,1,2,120,2,
"71-79-67-82","3831-001-01",2,46,80,2019,30,1,2,1,2020,9,2020,10,1,,45,2,
"71-79-67-82","3831-001-01",4,46,60,2019,20,1,2,1,2020,9,2020,10,1,,400,2,
"71-79-67-82","3831-001-01",5,21,300,2020,200,1,2,1,2020,4,2020,5,1,,200,2,
"71-79-67-82","3831-001-01",5,46,1,2010,0,1,2,1,2020,9,2020,10,1,,5,2,
"71-74-59-74","3831-001-02",1,46,1,1980,0,1,2,1,2020,9,2020,12,1,,100,2,
"71-74-59-74","3831-001-02",2,46,30,1990,0,2,,1,2020,9,2020,12,1,,130,1,5
"71-74-59-74","3831-001-02",3,21,250,2019,50,1,2,1,2020,6,2020,7,1,,40,1,5
"71-74-59-74","3831-001-02",3,46,25,1995,6,1,2,1,2020,9,2020,12,1,,194,1,5
"25-94-82-15","3832-001-01",1,46,3,2002,0,1,2,2,,,,,,,,,
"25-94-82-15","3832-001-01",2,46,15,2004,0,1,2,1,2020,10,2020,12,1,,300,2,
"77-32-67-80","3833-001-01",2,46,45,2017,10,2,,1,2020,9,2020,12,1,,200,2,
"77-32-67-80","3833-001-01",4,46,5,1998,0,2,,1,2020,9,2020,12,1,,50,2,
"77-32-67-80","3833-001-01",5,46,25,1998,0,2,,1,2020,9,2020,12,1,,400,2,
"77-32-67-80","3833-001-01",6,46,5,2019,0,2,,2,,,,,,,,,
"15-35-28-35","3833-001-05",1,46,1,1996,0,2,,1,2020,9,2020,12,1,,20,2,
"15-35-28-35","3833-001-05",2,21,20,2020,0,2,,1,2020,8,2021,2,1,2,300,2,
"15-35-28-35","3833-001-05",2,46,5,1999,0,2,,1,2020,9,2020,12,1,,50,2,
"15-35-28-35","3833-001-05",3,46,8,2008,0,2,,1,2020,9,2020,12,1,,100,2,
"15-35-28-35","3833-001-05",4,46,4,2004,0,2,,1,2020,9,2020,12,1,,25,2,
"15-35-28-35","3833-001-05",5,46,30,2004,6,2,,1,2020,9,2020,12,1,,300,2,
"37-71-99-36","3834-001-01",1,45,1,1900,0,1,2,2,,,,,,,,,
