"interview__key","y5_hhid","cropid","ag7b_02","ag7b_03","ag7b_04","ag7b_05_1","ag7b_05_2","ag7b_06_1","ag7b_06_2","ag7b_07_1a","ag7b_07_1b","ag7b_07_2a","ag7b_07_2b","ag7b_08","ag7b_09","ag7b_10","ag7b_11","ag7b_12","ag7b_13","ag7b_14","ag7b_15","ag7b_16","ag7b_17","ag7b_18","ag7b_19","ag7b_20","ag7b_21"
"10-36-95-74","3951-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,0,0
"41-08-71-95","4008-001-01",21,1,140,70000,1,2,1,2,9,2,9,2,2,,,,,2,,,,210,0,0,0,0
"27-44-99-19","4012-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"23-18-10-95","4042-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"42-06-56-07","4044-001-02",44,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"42-06-56-07","4044-001-02",60,1,1000,120000,1,,1,,16,2,16,2,2,,,,,2,,,,250,0,0,250,0
"32-39-94-05","4046-001-01",304,1,5000,500000,1,,1,,16,4,16,4,2,,,,,2,,,,22,0,0,0,0
"93-25-73-37","4079-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,500,0,80,0,0
"42-26-57-76","4085-001-01",21,1,150,25000,1,3,1,3,9,1,9,1,1,90,4,2,,1,3,1,5000,60,0,0,0,0
"19-64-20-93","4137-001-01",21,2,,,,,,,,,,,1,12,4,2,,2,,,,188,0,0,0,0
"53-43-54-84","4137-001-06",21,2,,,,,,,,,,,1,120,4,2,,2,,,,2280,0,0,0,0
"17-12-17-70","4138-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,6400,0,0,0,0
"83-49-56-57","4139-001-01",21,1,6000,1500000,1,,1,,9,1,3,1,2,,,,,2,,,,600,0,0,400,0
"66-95-65-17","4140-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,250,0,0,0,0
"45-74-24-36","4141-001-01",21,1,756,50000,1,2,1,2,3,1,2,1,2,,,,,2,,,,975,0,0,0,125
"11-85-36-84","4142-001-01",21,2,,,,,,,,,,,1,80,4,2,,2,,,,240,0,0,0,0
"17-60-45-74","4154-001-01",21,1,250,150000,1,,1,,9,1,9,1,2,,,,,2,,,,12,0,0,4,0
"17-60-45-74","4154-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,52,0,0,0,0
"17-60-45-74","4154-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,53,0,0,0,0
"62-89-78-46","4158-001-01",21,1,1400,600000,1,,1,,9,5,9,5,2,,,,,2,,,,50,0,0,50,0
"06-97-45-52","4159-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,15,0
"06-97-45-52","4159-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"82-98-10-51","4159-001-06",45,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,60,0
"42-45-79-76","4160-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"75-63-76-42","4161-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"17-41-82-37","4175-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,92,0,0,29,0
"30-35-93-51","4192-001-01",21,1,320,180000,1,,1,,9,4,9,4,2,,,,,2,,,,30,0,0,20,0
"30-35-93-51","4192-001-01",44,1,15,3000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"30-35-93-51","4192-001-01",46,1,10,10000,1,,1,,2,1,2,1,2,,,,,2,,,,12,0,0,7,0
"01-53-37-23","4195-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,0,0
"48-88-88-90","4196-001-01",21,1,1000,700000,1,7,1,7,9,5,9,5,2,,,,,2,,,,20,0,0,0,0
"48-88-88-90","4196-001-01",45,1,30,30000,1,7,1,7,4,1,4,1,2,,,,,2,,,,10,0,0,0,0
"48-88-88-90","4196-001-01",46,1,50,50000,1,7,1,7,4,1,4,1,2,,,,,2,,,,5,0,0,0,0
"04-91-14-70","4196-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"04-91-14-70","4196-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"17-78-73-00","4198-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"91-79-97-08","4199-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"62-29-18-13","4211-001-01",21,1,160,50000,1,,1,,9,3,4,3,2,,,,,2,,,,20,0,0,80,0
"62-29-18-13","4211-001-01",44,1,80,45000,1,,1,,9,3,2,1,2,,,,,2,,,,0,0,0,0,0
"62-29-18-13","4211-001-01",45,1,2460,840000,1,,1,,9,3,9,3,2,,,,,2,,,,50,0,0,70,0
"24-61-09-85","4211-001-02",21,1,840,175000,1,3,1,3,9,1,9,1,2,,,,,2,,,,100,0,0,20,0
"24-61-09-85","4211-001-02",44,1,70,25000,1,,1,,2,1,2,1,2,,,,,2,,,,20,0,0,0,0
"24-61-09-85","4211-001-02",45,1,2700,1200000,1,3,1,3,9,1,9,1,2,,,,,2,,,,150,0,0,50,0
"74-48-80-24","4211-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"74-48-80-24","4211-001-03",44,1,40,6000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"74-48-80-24","4211-001-03",46,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"74-48-80-24","4211-001-03",60,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,2,0
"45-29-72-64","4212-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,183,0,0,0,0
"15-03-38-51","4213-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,200,0
"15-03-38-51","4213-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,20,0
"15-03-38-51","4213-001-01",46,1,650,975000,1,2,1,2,7,1,7,1,2,,,,,2,,,,40,0,0,60,0
"18-95-24-27","4214-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,10,0
"18-95-24-27","4214-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"18-95-24-27","4214-001-02",46,1,600,660000,1,,1,,5,1,5,1,2,,,,,2,,,,15,0,0,10,0
"87-15-08-26","4215-001-01",46,1,3000,5400000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"10-54-43-56","4217-001-01",21,1,270,160000,1,2,1,2,9,3,9,3,2,,,,,2,,,,80,0,0,0,0
"10-54-43-56","4217-001-01",45,1,415,124500,1,2,1,2,2,1,2,1,2,,,,,2,,,,197,0,0,0,0
"10-54-43-56","4217-001-01",46,1,534,854400,1,,1,,4,1,4,1,1,287,2,1,1,2,,,,8,0,0,0,0
"15-90-91-83","4238-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"80-41-93-59","4271-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,320,0
"87-52-88-38","4288-001-01",304,1,1200,450000,1,,1,,9,2,9,2,2,,,,,2,,,,2000,0,0,300,0
"31-91-85-56","4309-001-01",46,1,1000,800000,1,2,1,2,21,1,21,1,2,,,,,2,,,,10,0,0,0,0
"29-82-56-65","4310-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,50,0
"29-82-56-65","4310-001-01",46,1,250,500000,1,2,1,2,7,1,7,1,2,,,,,2,,,,35,0,0,5,0
"75-82-37-58","4310-001-02",46,1,176,528000,2,,2,,7,1,7,1,2,,,,,2,,,,24,0,0,0,0
"66-68-73-91","4313-001-01",45,1,20,10000,1,2,1,,9,1,9,1,2,,,,,2,,,,10,0,0,0,0
"66-68-73-91","4313-001-01",46,1,3400,420000,1,2,1,2,6,1,6,1,2,,,,,2,,,,200,0,0,0,0
"56-83-61-51","4326-001-01",21,2,,,,,,,,,,,2,,,,,1,5,5,350000,80,0,0,0,0
"29-42-96-40","4328-001-01",54,1,150,787500,1,,1,9,9,3,9,3,2,,,,,2,,,,0,0,0,0,0
"95-89-60-91","4363-001-01",21,2,,,,,,,,,,,2,,,,,1,1,2,210000,660,0,0,0,0
"15-35-50-03","4365-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,340,0,0,85,0
"50-28-33-06","4365-001-03",21,1,150,75000,1,,1,,9,1,9,1,2,,,,,2,,,,370,0,0,80,0
"77-14-05-26","4367-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,1000,0,0,0,0
"14-89-23-38","4367-001-02",21,1,400,120000,1,2,1,2,5,1,5,1,1,200,4,2,,2,,,,1500,0,0,200,0
"81-84-58-85","4445-001-04",21,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"25-88-33-81","4481-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"41-58-31-40","4483-001-01",303,2,,,,,,,,,,,2,,,,,2,,,,600,0,0,0,0
"05-19-84-16","4499-001-03",21,1,2,2000,3,,3,5,2,1,2,1,2,,,,,2,,,,253,0,0,150,0
"10-94-44-73","4501-001-03",60,2,,,,,,,,,,,2,,,,,2,,,,24,0,0,6,0
"72-51-93-50","4503-001-01",303,2,,,,,,,,,,,1,2000,6,2,,2,,,,3000,0,0,0,0
"72-51-93-50","4503-001-01",306,2,,,,,,,,,,,2,,,,,2,,,,1000,0,0,0,0
"99-29-28-04","4543-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,1500,0,0,300,0
"13-80-32-63","4724-001-01",303,2,,,,,,,,,,,1,200,6,2,,2,,,,500,0,0,0,0
"33-63-56-62","4763-001-03",34,2,,,,,,,,,,,2,,,,,2,,,,32,0,0,8,0
"89-76-80-98","4765-001-02",21,1,500,250000,2,3,2,3,16,1,16,1,2,,,,,2,,,,500,0,500,0,0
"00-38-32-83","4766-001-01",301,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,100,0
"87-21-08-09","4801-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"78-46-80-07","4806-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"33-87-11-24","4839-001-01",21,1,250,30000,1,,1,,2,1,2,1,2,,,,,2,,,,110,0,0,0,0
"15-67-33-21","4843-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,52,0,0,0,0
"35-77-92-81","4844-001-02",44,2,,,,,,,,,,,1,3,4,2,,2,,,,245,0,0,0,0
"80-02-63-90","4879-001-01",21,1,900,525000,1,2,1,2,9,1,9,1,1,180,2,2,,1,1,3,105000,180,5,0,180,0
"47-30-58-25","4895-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"47-30-58-25","4895-001-01",54,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,0,0
"47-30-58-25","4895-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"83-48-46-44","4895-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"83-48-46-44","4895-001-03",60,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"87-09-78-69","4898-001-01",54,2,,,,,,,,,,,1,10,7,2,,2,,,,0,0,0,0,0
"87-09-78-69","4898-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"37-86-09-80","4915-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,42,0,0,0,0
"37-86-09-80","4915-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,24,0,0,9,0
"84-99-81-33","4916-001-01",60,1,20,400000,1,2,1,2,2,1,2,1,2,,,,,2,,,,20,0,0,0,0
"70-83-81-89","4917-001-01",60,1,400,15000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"50-74-04-80","4919-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,150,0
"62-49-93-00","4921-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,76,0,0,0,0
"31-32-27-89","4934-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"18-03-94-10","4935-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"20-59-92-39","4938-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"63-25-21-50","4939-001-01",21,1,50,4000,1,,1,,2,1,2,3,2,,,,,2,,,,50,0,0,0,0
"27-50-87-34","4971-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"39-26-01-86","4972-001-01",45,1,150,38000,1,,1,,9,1,9,1,1,4,1,2,,2,,,,50,0,0,20,0
"30-25-28-77","4973-001-02",45,1,600,150000,9,10,9,10,9,1,9,1,2,,,,,2,,,,330,0,0,0,0
"84-34-29-43","4990-001-02",21,1,100,30000,2,,2,,4,1,5,1,2,,,,,2,,,,100,0,0,0,0
"29-14-89-65","4994-001-01",57,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"89-97-94-10","5032-001-01",304,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"91-68-31-45","5184-001-01",45,1,200,150000,1,,1,,4,3,4,3,2,,,,,2,,,,50,0,0,50,0
"94-55-33-91","5228-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,55,0,0,20,0
"94-55-33-91","5228-001-02",34,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"31-85-61-41","5244-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"31-85-61-41","5244-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,30,0
"62-56-55-85","5277-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"86-02-89-52","5278-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"43-47-25-48","5313-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"21-75-27-69","5333-001-02",60,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,1,0
"05-64-34-94","5433-001-01",21,1,3100,530000,1,,1,,9,5,9,5,2,,,,,2,,,,270,0,0,230,0
"38-02-99-86","5447-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,36,0,0,36,0
"47-48-66-40","5476-001-01",21,1,240,60000,1,,1,,9,1,9,1,2,,,,,2,,,,90,0,0,150,0
"47-48-66-40","5476-001-01",45,1,4400,1680000,1,,1,,9,1,9,1,2,,,,,2,,,,80,0,0,120,0
"66-94-54-60","5487-001-01",57,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"12-32-78-57","5490-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,0,0
"92-35-01-02","5513-001-03",54,1,1350,6750000,4,,4,,9,3,9,3,2,,,,,2,,,,0,0,0,132,0
"73-86-17-64","5514-001-01",60,1,120,20000,1,,1,,2,1,2,1,2,,,,,2,,,,100,0,0,80,0
"22-58-79-14","5529-001-01",21,1,450,100000,2,,2,,2,1,2,1,2,,,,,2,,,,150,0,0,0,0
"65-69-75-99","5529-001-03",60,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,30,0
"84-98-35-82","5544-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"84-98-35-82","5544-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"84-98-35-82","5544-001-02",60,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"29-20-77-81","5564-001-01",21,2,,,,,,,,,,,2,,,,,1,4,3,30000,50,0,0,0,0
"29-20-77-81","5564-001-01",45,1,20,15000,1,4,1,4,2,1,2,1,2,,,,,2,,,,40,0,0,0,0
"29-20-77-81","5564-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"86-58-89-00","5581-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,50,0
"86-58-89-00","5581-001-02",46,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"52-25-64-03","5661-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"82-25-26-41","5693-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"82-25-26-41","5693-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"82-25-26-41","5693-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"94-78-24-50","5695-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"53-17-72-60","5696-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"37-78-83-38","5697-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"37-78-83-38","5697-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"17-53-58-10","5699-001-02",46,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"17-95-04-88","5700-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,0,0
"17-95-04-88","5700-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,5,0
"17-95-04-88","5700-001-02",46,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"17-95-04-88","5700-001-02",57,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"67-56-06-17","5719-001-01",46,1,350,840000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"96-24-36-02","5739-001-01",21,1,1440,720000,1,,1,,9,3,9,3,2,,,,,2,,,,40,0,0,270,0
"28-56-69-97","5788-001-01",63,1,150,10000,1,2,1,2,9,1,9,1,2,,,,,2,,,,10,0,0,15,0
"61-37-81-58","5809-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"61-37-81-58","5809-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"42-22-06-97","5847-001-01",44,1,90,30000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"19-13-10-22","5848-001-04",21,2,,,,,,,,,,,2,,,,,2,,,,420,0,0,0,0
"70-86-81-13","5851-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,130,0,0,0,0
"62-87-05-55","5864-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,0,0
"28-63-80-02","5870-001-01",21,1,140,24000,1,2,1,2,4,1,4,1,2,,,,,2,,,,0,0,0,0,0
"23-97-33-54","5886-001-02",21,1,40,35000,1,,1,,9,1,9,1,2,,,,,2,,,,40,0,0,0,0
"15-35-33-89","5909-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"63-22-91-28","5940-001-01",60,1,8500,3400000,1,2,1,,5,1,5,1,2,,,,,2,,,,500,0,0,0,0
"71-84-74-89","5949-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,0,0
"46-18-20-36","5962-001-01",302,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,0,0
"60-11-48-65","5965-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,7,0,0,3,0
"60-33-80-91","5984-001-01",55,1,8480,2459200,1,2,1,2,12,2,12,2,2,,,,,2,,,,0,0,0,0,0
"60-33-80-91","5984-001-01",304,1,38500,5000000,1,,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"59-55-57-89","5998-001-01",302,1,2400,600000,1,,1,,9,1,9,1,2,,,,,2,,,,400,0,0,200,0
"59-55-57-89","5998-001-01",304,1,600,900,1,,1,,9,3,9,3,2,,,,,2,,,,0,0,0,0,0
"69-16-29-08","6042-001-01",302,1,14400,1440000,1,2,1,2,9,1,9,1,2,,,,,2,,,,1000,0,0,440,0
"88-88-77-01","6074-001-01",54,1,120,120000,1,2,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"88-88-77-01","6074-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"47-51-56-85","6075-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"03-51-56-44","6076-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,10,0
"03-51-56-44","6076-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"03-51-56-44","6076-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,190,0,0,10,0
"90-51-97-20","6078-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,522,0,0,0,0
"90-51-97-20","6078-001-01",54,1,100,50000,1,2,1,2,9,1,3,1,2,,,,,2,,,,40,0,0,0,0
"90-51-97-20","6078-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"97-93-22-89","6080-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"98-41-89-29","6092-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"67-53-69-10","6093-001-01",54,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"23-11-44-09","6095-001-01",54,1,40,100000,1,,1,,6,1,6,1,2,,,,,2,,,,1,0,0,3,0
"23-11-44-09","6095-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"67-38-97-81","6096-001-01",21,2,,,,,,,,,,,1,10,5,2,,2,,,,60,0,0,0,0
"67-38-97-81","6096-001-01",54,1,8,8000,5,,5,,16,1,2,1,2,,,,,2,,,,2,0,0,0,0
"17-87-45-37","6098-001-01",54,1,80,120000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"82-38-88-87","6099-001-01",18,2,,,,,,,,,,,2,,,,,2,,,,18,0,0,2,0
"82-38-88-87","6099-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"82-38-88-87","6099-001-01",54,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"11-28-10-27","6111-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"11-28-10-27","6111-001-02",44,1,30,60000,2,,2,,2,1,2,1,2,,,,,2,,,,10,0,0,0,0
"11-28-10-27","6111-001-02",54,1,110,168000,2,,2,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"32-80-84-06","6112-001-01",54,1,2300,2530000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"11-95-77-21","6115-001-01",54,1,207,248400,1,,1,2,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"59-91-92-12","6116-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"93-28-31-46","6117-001-01",54,1,50,60000,1,2,1,2,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"57-19-84-55","6118-001-01",54,1,120,126000,1,,1,,6,2,6,2,2,,,,,2,,,,0,0,0,0,0
"65-97-14-24","6149-001-03",54,1,50,25000,4,5,4,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"70-44-66-33","6152-001-01",54,1,350,425000,1,2,1,2,9,2,9,2,1,120,2,2,,2,,,,0,0,0,0,0
"52-66-48-20","6153-001-01",54,1,235,705000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"21-27-12-89","6155-001-01",21,2,,,,,,,,,,,1,180,4,2,,2,,,,120,0,0,0,0
"76-95-55-86","6156-001-01",21,2,,,,,,,,,,,1,80,4,2,,2,,,,60,0,0,20,0
"12-92-21-92","6171-001-01",54,1,18,20000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"54-09-11-75","6208-001-01",304,1,500,500000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"95-07-03-49","6227-001-01",54,1,250,300000,1,2,1,2,6,3,6,3,2,,,,,2,,,,0,0,0,0,0
"56-36-73-36","6228-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"95-58-90-60","6229-001-01",54,1,150,105000,1,,1,,16,1,16,1,2,,,,,2,,,,0,0,0,0,0
"31-43-47-48","6232-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,24000,0,0,120,0
"42-99-08-38","6244-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"05-51-75-15","6245-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,0,0
"05-51-75-15","6245-001-01",54,1,710,781000,1,2,1,2,9,1,9,1,2,,,,,2,,,,20,0,0,0,0
"05-51-75-15","6245-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,280,0,0,0,0
"05-51-75-15","6245-001-01",304,2,,,,,,,,,,,1,1000,7,2,,2,,,,0,0,0,0,0
"09-68-04-75","6246-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,30,0
"66-91-47-61","6247-001-01",54,1,180,200000,1,2,1,2,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"61-92-53-50","6248-001-01",54,1,320,384000,1,2,1,2,7,1,7,1,2,,,,,2,,,,0,0,0,30,0
"61-92-53-50","6248-001-01",60,2,,,,,,,,,,,2,,,,,1,4,2,3000,16,0,0,0,0
"54-85-24-90","6249-001-01",54,1,110,150000,1,,1,,2,1,2,1,2,,,,,2,,,,10,0,0,0,0
"79-54-29-98","6250-001-01",54,1,120,132000,1,,1,,6,2,6,2,2,,,,,2,,,,0,0,0,0,0
"29-42-49-58","6251-001-01",21,2,,,,,,,,,,,1,60,4,2,,2,,,,1,90,0,0,0
"42-21-30-21","6263-001-01",54,1,1950,2340000,1,2,1,,6,1,6,1,2,,,,,2,,,,0,0,195,0,0
"77-10-93-70","6264-001-01",18,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"77-10-93-70","6264-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,250,0,0,50,0
"77-10-93-70","6264-001-01",55,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,30,0
"77-10-93-70","6264-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,700,0,0,20,0
"77-10-93-70","6264-001-01",304,1,30,90000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"69-12-72-79","6264-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"69-12-72-79","6264-001-03",54,2,,,,,,,,,,,1,15,1,1,2,2,,,,35,0,0,0,0
"58-29-18-12","6265-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"56-37-50-42","6266-001-01",54,1,24,15000,2,,2,,16,1,16,1,2,,,,,2,,,,0,0,0,0,0
"25-91-76-28","6267-001-01",54,1,30,36000,1,2,1,2,7,1,7,1,1,5,4,2,,2,,,,0,0,0,0,0
"82-70-52-52","6268-001-01",54,1,140,70000,1,2,1,2,9,2,9,2,2,,,,,2,,,,1,0,0,0,0
"82-70-52-52","6268-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,210,0,0,0,0
"11-88-00-95","6269-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,110,0,0,0,0
"11-88-00-95","6269-001-01",54,1,470,564000,1,2,1,2,9,1,9,1,2,,,,,2,,,,20,0,0,0,0
"11-88-00-95","6269-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,1080,0,0,0,0
"11-72-84-76","6270-001-01",21,1,100,45000,1,,1,,9,2,9,2,2,,,,,2,,,,200,0,0,0,0
"11-72-84-76","6270-001-01",54,1,243,291000,1,,1,,6,1,6,1,2,,,,,2,,,,10,0,0,0,0
"11-72-84-76","6270-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,20,0
"47-56-84-86","6303-001-01",21,1,200,120000,1,2,1,2,9,5,3,2,2,,,,,2,,,,25,0,0,25,0
"22-39-67-02","6305-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,0,0
