"interview__key","y5_hhid","productid","lf08_01","lf08_02","lf08_03_1","lf08_03_2","lf08_04","lf08_05_1","lf08_05_2","lf08_06","lf08_07_a","lf08_07_c","lf08_08_1","lf08_08_2"
"85-06-94-30","5755-001-01",1,,,,,,,,,,,,
"85-06-94-30","5755-001-01",2,,,,,,,,,,,,
"85-06-94-30","5755-001-01",3,,,,,,,,,,,,
"59-32-76-75","5755-001-02",1,,,,,,,,,,,,
"59-32-76-75","5755-001-02",2,,,,,,,,,,,,
"59-32-76-75","5755-001-02",3,,,,,,,,,,,,
"33-52-85-18","5756-001-01",1,,,,,,,,,,,,
"33-52-85-18","5756-001-01",2,,,,,,,,,,,,
"33-52-85-18","5756-001-01",3,,,,,,,,,,,,
"57-91-11-62","5757-001-01",1,1,3,12,3,2,,,,,,,
"57-91-11-62","5757-001-01",2,2,,,,,,,,,,,
"57-91-11-62","5757-001-01",3,2,,,,,,,,,,,
"28-13-11-19","5757-001-03",1,,,,,,,,,,,,
"28-13-11-19","5757-001-03",2,,,,,,,,,,,,
"28-13-11-19","5757-001-03",3,,,,,,,,,,,,
"10-82-69-77","5759-001-01",1,,,,,,,,,,,,
"10-82-69-77","5759-001-01",2,,,,,,,,,,,,
"10-82-69-77","5759-001-01",3,,,,,,,,,,,,
"33-71-00-28","5769-001-01",1,2,,,,,,,,,,,
"33-71-00-28","5769-001-01",2,2,,,,,,,,,,,
"33-71-00-28","5769-001-01",3,2,,,,,,,,,,,
"92-79-67-43","5770-001-01",1,1,3,18,3,1,10,3,2000,2,1,1,
"92-79-67-43","5770-001-01",2,2,,,,,,,,,,,
"92-79-67-43","5770-001-01",3,2,,,,,,,,,,,
"94-45-36-56","5770-001-02",1,2,,,,,,,,,,,
"94-45-36-56","5770-001-02",2,2,,,,,,,,,,,
"94-45-36-56","5770-001-02",3,2,,,,,,,,,,,
"53-27-69-22","5771-001-02",1,,,,,,,,,,,,
"53-27-69-22","5771-001-02",2,,,,,,,,,,,,
"53-27-69-22","5771-001-02",3,,,,,,,,,,,,
"07-56-66-10","5771-001-03",1,,,,,,,,,,,,
"07-56-66-10","5771-001-03",2,,,,,,,,,,,,
"07-56-66-10","5771-001-03",3,,,,,,,,,,,,
"79-00-92-68","5772-001-01",1,1,2,26,3,2,,,,,,,
"79-00-92-68","5772-001-01",2,2,,,,,,,,,,,
"79-00-92-68","5772-001-01",3,2,,,,,,,,,,,
"47-78-47-79","5772-001-02",1,2,,,,,,,,,,,
"47-78-47-79","5772-001-02",2,2,,,,,,,,,,,
"47-78-47-79","5772-001-02",3,2,,,,,,,,,,,
"68-92-99-57","5772-001-04",1,,,,,,,,,,,,
"68-92-99-57","5772-001-04",2,,,,,,,,,,,,
"68-92-99-57","5772-001-04",3,,,,,,,,,,,,
"02-53-46-61","5773-001-01",1,,,,,,,,,,,,
"02-53-46-61","5773-001-01",2,,,,,,,,,,,,
"02-53-46-61","5773-001-01",3,,,,,,,,,,,,
"05-37-40-06","5774-001-01",1,,,,,,,,,,,,
"05-37-40-06","5774-001-01",2,,,,,,,,,,,,
"05-37-40-06","5774-001-01",3,,,,,,,,,,,,
"18-79-73-94","5775-001-01",1,1,3,13,2,2,,,,,,,
"18-79-73-94","5775-001-01",2,2,,,,,,,,,,,
"18-79-73-94","5775-001-01",3,2,,,,,,,,,,,
"84-53-36-53","5775-001-03",1,2,,,,,,,,,,,
"84-53-36-53","5775-001-03",2,2,,,,,,,,,,,
"84-53-36-53","5775-001-03",3,2,,,,,,,,,,,
"37-14-46-62","5776-001-03",1,2,,,,,,,,,,,
"37-14-46-62","5776-001-03",2,2,,,,,,,,,,,
"37-14-46-62","5776-001-03",3,2,,,,,,,,,,,
"28-56-69-97","5788-001-01",1,1,4,10,3,2,,,,,,,
"28-56-69-97","5788-001-01",2,2,,,,,,,,,,,
"28-56-69-97","5788-001-01",3,2,,,,,,,,,,,
"23-80-10-38","5789-001-01",1,,,,,,,,,,,,
"23-80-10-38","5789-001-01",2,,,,,,,,,,,,
"23-80-10-38","5789-001-01",3,,,,,,,,,,,,
"35-74-54-21","5790-001-01",1,1,3,10,3,2,,,,,,,
"35-74-54-21","5790-001-01",2,1,1,20,1,1,60,1,240000,16,3,1,2
"35-74-54-21","5790-001-01",3,2,,,,,,,,,,,
"22-28-98-69","5792-001-01",1,2,,,,,,,,,,,
"22-28-98-69","5792-001-01",2,2,,,,,,,,,,,
"22-28-98-69","5792-001-01",3,2,,,,,,,,,,,
"67-04-67-56","5793-001-02",1,1,3,39,3,2,,,,,,,
"67-04-67-56","5793-001-02",2,2,,,,,,,,,,,
"67-04-67-56","5793-001-02",3,2,,,,,,,,,,,
"68-80-66-67","5794-001-01",1,1,1,12,3,2,,,,,,,
"68-80-66-67","5794-001-01",2,2,,,,,,,,,,,
"68-80-66-67","5794-001-01",3,2,,,,,,,,,,,
"83-43-16-34","5795-001-01",1,1,3,20,3,2,,,,,,,
"83-43-16-34","5795-001-01",2,2,,,,,,,,,,,
"83-43-16-34","5795-001-01",3,2,,,,,,,,,,,
"22-63-12-95","5807-001-01",1,1,1,10,3,2,,,,,,,
"22-63-12-95","5807-001-01",2,2,,,,,,,,,,,
"22-63-12-95","5807-001-01",3,2,,,,,,,,,,,
"31-53-02-27","5808-001-01",1,,,,,,,,,,,,
"31-53-02-27","5808-001-01",2,,,,,,,,,,,,
"31-53-02-27","5808-001-01",3,,,,,,,,,,,,
"61-37-81-58","5809-001-01",1,1,2,50,3,2,,,,,,,
"61-37-81-58","5809-001-01",2,2,,,,,,,,,,,
"61-37-81-58","5809-001-01",3,2,,,,,,,,,,,
"21-50-80-18","5810-001-01",1,,,,,,,,,,,,
"21-50-80-18","5810-001-01",2,,,,,,,,,,,,
"21-50-80-18","5810-001-01",3,,,,,,,,,,,,
"27-84-25-05","5811-001-01",1,2,,,,,,,,,,,
"27-84-25-05","5811-001-01",2,2,,,,,,,,,,,
"27-84-25-05","5811-001-01",3,2,,,,,,,,,,,
"13-99-04-57","5811-001-03",1,,,,,,,,,,,,
"13-99-04-57","5811-001-03",2,,,,,,,,,,,,
"13-99-04-57","5811-001-03",3,,,,,,,,,,,,
"17-30-36-21","5812-001-01",1,,,,,,,,,,,,
"17-30-36-21","5812-001-01",2,,,,,,,,,,,,
"17-30-36-21","5812-001-01",3,,,,,,,,,,,,
"10-14-40-39","5812-001-02",1,,,,,,,,,,,,
"10-14-40-39","5812-001-02",2,,,,,,,,,,,,
"10-14-40-39","5812-001-02",3,,,,,,,,,,,,
"26-51-57-72","5812-001-09",1,,,,,,,,,,,,
"26-51-57-72","5812-001-09",2,,,,,,,,,,,,
"26-51-57-72","5812-001-09",3,,,,,,,,,,,,
"24-24-46-68","5813-001-01",1,,,,,,,,,,,,
"24-24-46-68","5813-001-01",2,,,,,,,,,,,,
"24-24-46-68","5813-001-01",3,,,,,,,,,,,,
"19-25-98-04","5814-001-01",1,1,2,8,3,2,,,,,,,
"19-25-98-04","5814-001-01",2,2,,,,,,,,,,,
"19-25-98-04","5814-001-01",3,2,,,,,,,,,,,
"63-25-00-93","5826-001-01",1,1,2,22,3,2,,,,,,,
"63-25-00-93","5826-001-01",2,2,,,,,,,,,,,
"63-25-00-93","5826-001-01",3,2,,,,,,,,,,,
"37-34-49-63","5826-001-03",1,,,,,,,,,,,,
"37-34-49-63","5826-001-03",2,,,,,,,,,,,,
"37-34-49-63","5826-001-03",3,,,,,,,,,,,,
"08-26-71-40","5827-001-01",1,1,3,12,3,2,,,,,,,
"08-26-71-40","5827-001-01",2,2,,,,,,,,,,,
"08-26-71-40","5827-001-01",3,2,,,,,,,,,,,
"92-97-95-53","5827-001-04",1,1,3,15,3,2,,,,,,,
"92-97-95-53","5827-001-04",2,2,,,,,,,,,,,
"92-97-95-53","5827-001-04",3,2,,,,,,,,,,,
"48-13-95-64","5828-001-01",1,2,,,,,,,,,,,
"48-13-95-64","5828-001-01",2,2,,,,,,,,,,,
"48-13-95-64","5828-001-01",3,2,,,,,,,,,,,
"21-65-22-88","5829-001-01",1,1,2,35,3,2,,,,,,,
"21-65-22-88","5829-001-01",2,2,,,,,,,,,,,
"21-65-22-88","5829-001-01",3,2,,,,,,,,,,,
"94-76-69-88","5829-001-03",1,,,,,,,,,,,,
"94-76-69-88","5829-001-03",2,,,,,,,,,,,,
"94-76-69-88","5829-001-03",3,,,,,,,,,,,,
"72-88-82-08","5829-001-04",1,,,,,,,,,,,,
"72-88-82-08","5829-001-04",2,,,,,,,,,,,,
"72-88-82-08","5829-001-04",3,,,,,,,,,,,,
"74-91-94-84","5830-001-01",1,2,,,,,,,,,,,
"74-91-94-84","5830-001-01",2,2,,,,,,,,,,,
"74-91-94-84","5830-001-01",3,2,,,,,,,,,,,
"20-78-60-48","5831-001-01",1,2,,,,,,,,,,,
"20-78-60-48","5831-001-01",2,2,,,,,,,,,,,
"20-78-60-48","5831-001-01",3,2,,,,,,,,,,,
"30-83-13-84","5832-001-01",1,1,1,24,3,2,,,,,,,
"30-83-13-84","5832-001-01",2,2,,,,,,,,,,,
"30-83-13-84","5832-001-01",3,2,,,,,,,,,,,
"52-82-77-11","5832-001-03",1,1,4,8,3,2,,,,,,,
"52-82-77-11","5832-001-03",2,2,,,,,,,,,,,
"52-82-77-11","5832-001-03",3,2,,,,,,,,,,,
"32-42-68-55","5833-001-01",1,1,3,15,3,2,,,,,,,
"32-42-68-55","5833-001-01",2,2,,,,,,,,,,,
"32-42-68-55","5833-001-01",3,2,,,,,,,,,,,
"58-84-38-08","5845-001-01",1,2,,,,,,,,,,,
"58-84-38-08","5845-001-01",2,2,,,,,,,,,,,
"58-84-38-08","5845-001-01",3,2,,,,,,,,,,,
"11-39-67-37","5846-001-01",1,,,,,,,,,,,,
"11-39-67-37","5846-001-01",2,,,,,,,,,,,,
"11-39-67-37","5846-001-01",3,,,,,,,,,,,,
"42-22-06-97","5847-001-01",1,,,,,,,,,,,,
"42-22-06-97","5847-001-01",2,,,,,,,,,,,,
"42-22-06-97","5847-001-01",3,,,,,,,,,,,,
"00-04-51-53","5847-001-03",1,,,,,,,,,,,,
"00-04-51-53","5847-001-03",2,,,,,,,,,,,,
"00-04-51-53","5847-001-03",3,,,,,,,,,,,,
"29-25-55-64","5847-001-05",1,,,,,,,,,,,,
"29-25-55-64","5847-001-05",2,,,,,,,,,,,,
"29-25-55-64","5847-001-05",3,,,,,,,,,,,,
"19-13-10-22","5848-001-04",1,2,,,,,,,,,,,
"19-13-10-22","5848-001-04",2,2,,,,,,,,,,,
"19-13-10-22","5848-001-04",3,2,,,,,,,,,,,
"59-35-72-90","5849-001-01",1,,,,,,,,,,,,
"59-35-72-90","5849-001-01",2,,,,,,,,,,,,
"59-35-72-90","5849-001-01",3,,,,,,,,,,,,
"38-54-59-26","5850-001-01",1,,,,,,,,,,,,
"38-54-59-26","5850-001-01",2,,,,,,,,,,,,
"38-54-59-26","5850-001-01",3,,,,,,,,,,,,
"44-93-96-14","5851-001-01",1,2,,,,,,,,,,,
"44-93-96-14","5851-001-01",2,2,,,,,,,,,,,
"44-93-96-14","5851-001-01",3,2,,,,,,,,,,,
"70-86-81-13","5851-001-03",1,2,,,,,,,,,,,
"70-86-81-13","5851-001-03",2,2,,,,,,,,,,,
"70-86-81-13","5851-001-03",3,2,,,,,,,,,,,
"91-80-40-09","5851-001-04",1,1,5,16,3,2,,,,,,,
"91-80-40-09","5851-001-04",2,2,,,,,,,,,,,
"91-80-40-09","5851-001-04",3,2,,,,,,,,,,,
"52-17-86-97","5851-001-09",1,2,,,,,,,,,,,
"52-17-86-97","5851-001-09",2,2,,,,,,,,,,,
"52-17-86-97","5851-001-09",3,2,,,,,,,,,,,
"96-92-93-89","5851-001-10",1,1,3,12,3,2,,,,,,,
"96-92-93-89","5851-001-10",2,2,,,,,,,,,,,
"96-92-93-89","5851-001-10",3,2,,,,,,,,,,,
"03-67-88-37","5852-001-01",1,,,,,,,,,,,,
"03-67-88-37","5852-001-01",2,,,,,,,,,,,,
"03-67-88-37","5852-001-01",3,,,,,,,,,,,,
"62-87-05-55","5864-001-01",1,1,1,9,3,2,,,,,,,
"62-87-05-55","5864-001-01",2,2,,,,,,,,,,,
"62-87-05-55","5864-001-01",3,2,,,,,,,,,,,
"10-06-36-80","5864-001-05",1,,,,,,,,,,,,
"10-06-36-80","5864-001-05",2,,,,,,,,,,,,
"10-06-36-80","5864-001-05",3,,,,,,,,,,,,
"46-07-29-05","5865-001-01",1,,,,,,,,,,,,
"46-07-29-05","5865-001-01",2,,,,,,,,,,,,
"46-07-29-05","5865-001-01",3,,,,,,,,,,,,
"08-02-76-67","5866-001-01",1,,,,,,,,,,,,
"08-02-76-67","5866-001-01",2,,,,,,,,,,,,
"08-02-76-67","5866-001-01",3,,,,,,,,,,,,
"37-35-29-12","5868-001-01",1,,,,,,,,,,,,
"37-35-29-12","5868-001-01",2,,,,,,,,,,,,
"37-35-29-12","5868-001-01",3,,,,,,,,,,,,
"77-63-66-90","5869-001-01",1,1,2,44,3,2,,,,,,,
"77-63-66-90","5869-001-01",2,2,,,,,,,,,,,
"77-63-66-90","5869-001-01",3,2,,,,,,,,,,,
"28-63-80-02","5870-001-01",1,2,,,,,,,,,,,
"28-63-80-02","5870-001-01",2,2,,,,,,,,,,,
"28-63-80-02","5870-001-01",3,2,,,,,,,,,,,
"20-23-28-81","5871-001-02",1,1,3,24,3,2,,,,,,,
"20-23-28-81","5871-001-02",2,2,,,,,,,,,,,
"20-23-28-81","5871-001-02",3,2,,,,,,,,,,,
"44-04-54-77","5872-001-01",1,1,4,3,3,2,,,,,,,
"44-04-54-77","5872-001-01",2,2,,,,,,,,,,,
"44-04-54-77","5872-001-01",3,2,,,,,,,,,,,
"20-76-31-70","5883-001-01",1,2,,,,,,,,,,,
"20-76-31-70","5883-001-01",2,2,,,,,,,,,,,
"20-76-31-70","5883-001-01",3,2,,,,,,,,,,,
"64-76-70-49","5883-001-02",1,2,,,,,,,,,,,
"64-76-70-49","5883-001-02",2,2,,,,,,,,,,,
"64-76-70-49","5883-001-02",3,2,,,,,,,,,,,
"33-09-32-84","5883-001-06",1,2,,,,,,,,,,,
"33-09-32-84","5883-001-06",2,2,,,,,,,,,,,
"33-09-32-84","5883-001-06",3,2,,,,,,,,,,,
"36-17-87-86","5884-001-01",1,1,2,12,3,2,,,,,,,
"36-17-87-86","5884-001-01",2,2,,,,,,,,,,,
"36-17-87-86","5884-001-01",3,2,,,,,,,,,,,
"74-22-61-41","5885-001-01",1,,,,,,,,,,,,
"74-22-61-41","5885-001-01",2,,,,,,,,,,,,
"74-22-61-41","5885-001-01",3,,,,,,,,,,,,
"78-86-78-61","5886-001-01",1,1,3,9,3,2,,,,,,,
"78-86-78-61","5886-001-01",2,2,,,,,,,,,,,
"78-86-78-61","5886-001-01",3,2,,,,,,,,,,,
"23-97-33-54","5886-001-02",1,1,3,11,3,2,,,,,,,
"23-97-33-54","5886-001-02",2,2,,,,,,,,,,,
"23-97-33-54","5886-001-02",3,2,,,,,,,,,,,
"75-03-15-46","5887-001-01",1,1,2,40,3,2,,,,,,,
"75-03-15-46","5887-001-01",2,2,,,,,,,,,,,
"75-03-15-46","5887-001-01",3,2,,,,,,,,,,,
"43-75-62-75","5887-001-02",1,,,,,,,,,,,,
"43-75-62-75","5887-001-02",2,,,,,,,,,,,,
"43-75-62-75","5887-001-02",3,,,,,,,,,,,,
"79-80-98-58","5890-001-01",1,2,,,,,,,,,,,
"79-80-98-58","5890-001-01",2,2,,,,,,,,,,,
"79-80-98-58","5890-001-01",3,2,,,,,,,,,,,
"95-27-24-01","5890-001-04",1,1,3,11,3,2,,,,,,,
"95-27-24-01","5890-001-04",2,2,,,,,,,,,,,
"95-27-24-01","5890-001-04",3,2,,,,,,,,,,,
"12-84-18-26","5890-001-05",1,,,,,,,,,,,,
"12-84-18-26","5890-001-05",2,,,,,,,,,,,,
"12-84-18-26","5890-001-05",3,,,,,,,,,,,,
"93-71-44-48","5891-001-02",1,2,,,,,,,,,,,
"93-71-44-48","5891-001-02",2,2,,,,,,,,,,,
"93-71-44-48","5891-001-02",3,2,,,,,,,,,,,
"40-38-66-58","5892-001-01",1,,,,,,,,,,,,
"40-38-66-58","5892-001-01",2,,,,,,,,,,,,
"40-38-66-58","5892-001-01",3,,,,,,,,,,,,
"22-22-59-95","5902-001-01",1,1,3,60,3,1,40,3,10000,4,1,1,2
"22-22-59-95","5902-001-01",2,2,,,,,,,,,,,
"22-22-59-95","5902-001-01",3,2,,,,,,,,,,,
"03-84-91-66","5903-001-01",1,,,,,,,,,,,,
"03-84-91-66","5903-001-01",2,,,,,,,,,,,,
"03-84-91-66","5903-001-01",3,,,,,,,,,,,,
"13-22-21-62","5903-001-04",1,,,,,,,,,,,,
"13-22-21-62","5903-001-04",2,,,,,,,,,,,,
"13-22-21-62","5903-001-04",3,,,,,,,,,,,,
"17-58-37-02","5903-001-09",1,,,,,,,,,,,,
"17-58-37-02","5903-001-09",2,,,,,,,,,,,,
"17-58-37-02","5903-001-09",3,,,,,,,,,,,,
"10-50-11-07","5904-001-07",1,,,,,,,,,,,,
"10-50-11-07","5904-001-07",2,,,,,,,,,,,,
"10-50-11-07","5904-001-07",3,,,,,,,,,,,,
"67-59-94-20","5906-001-01",1,,,,,,,,,,,,
"67-59-94-20","5906-001-01",2,,,,,,,,,,,,
"67-59-94-20","5906-001-01",3,,,,,,,,,,,,
"76-63-95-62","5907-001-01",1,1,6,18,3,2,,,,,,,
"76-63-95-62","5907-001-01",2,2,,,,,,,,,,,
"76-63-95-62","5907-001-01",3,2,,,,,,,,,,,
"25-11-43-66","5908-001-01",1,,,,,,,,,,,,
"25-11-43-66","5908-001-01",2,,,,,,,,,,,,
"25-11-43-66","5908-001-01",3,,,,,,,,,,,,
"15-35-33-89","5909-001-01",1,,,,,,,,,,,,
"15-35-33-89","5909-001-01",2,,,,,,,,,,,,
"15-35-33-89","5909-001-01",3,,,,,,,,,,,,
"68-01-22-22","5909-001-02",1,,,,,,,,,,,,
"68-01-22-22","5909-001-02",2,,,,,,,,,,,,
"68-01-22-22","5909-001-02",3,,,,,,,,,,,,
"66-21-25-85","5911-001-01",1,1,5,7,3,2,,,,,,,
"66-21-25-85","5911-001-01",2,2,,,,,,,,,,,
"66-21-25-85","5911-001-01",3,2,,,,,,,,,,,
"04-94-42-31","5921-001-01",1,,,,,,,,,,,,
"04-94-42-31","5921-001-01",2,,,,,,,,,,,,
"04-94-42-31","5921-001-01",3,,,,,,,,,,,,
"38-93-36-28","5924-001-01",1,,,,,,,,,,,,
"38-93-36-28","5924-001-01",2,,,,,,,,,,,,
"38-93-36-28","5924-001-01",3,,,,,,,,,,,,
"41-02-03-45","5926-001-01",1,,,,,,,,,,,,
"41-02-03-45","5926-001-01",2,,,,,,,,,,,,
"41-02-03-45","5926-001-01",3,,,,,,,,,,,,
"72-79-15-24","5927-001-01",1,,,,,,,,,,,,
"72-79-15-24","5927-001-01",2,,,,,,,,,,,,
"72-79-15-24","5927-001-01",3,,,,,,,,,,,,
"42-54-67-88","5928-001-01",1,2,,,,,,,,,,,
"42-54-67-88","5928-001-01",2,2,,,,,,,,,,,
"42-54-67-88","5928-001-01",3,2,,,,,,,,,,,
"95-81-73-09","5929-001-01",1,,,,,,,,,,,,
"95-81-73-09","5929-001-01",2,,,,,,,,,,,,
"95-81-73-09","5929-001-01",3,,,,,,,,,,,,
"57-81-79-87","5929-001-02",1,,,,,,,,,,,,
"57-81-79-87","5929-001-02",2,,,,,,,,,,,,
"57-81-79-87","5929-001-02",3,,,,,,,,,,,,
"47-03-39-28","5930-001-01",1,,,,,,,,,,,,
"47-03-39-28","5930-001-01",2,,,,,,,,,,,,
"47-03-39-28","5930-001-01",3,,,,,,,,,,,,
"63-22-91-28","5940-001-01",1,1,3,21,3,2,,,,,,,
"63-22-91-28","5940-001-01",2,2,,,,,,,,,,,
"63-22-91-28","5940-001-01",3,2,,,,,,,,,,,
"99-00-64-74","5941-001-01",1,,,,,,,,,,,,
"99-00-64-74","5941-001-01",2,,,,,,,,,,,,
"99-00-64-74","5941-001-01",3,,,,,,,,,,,,
"73-55-94-91","5941-001-04",1,2,,,,,,,,,,,
"73-55-94-91","5941-001-04",2,2,,,,,,,,,,,
"73-55-94-91","5941-001-04",3,2,,,,,,,,,,,
"96-92-79-06","5941-001-05",1,,,,,,,,,,,,
"96-92-79-06","5941-001-05",2,,,,,,,,,,,,
"96-92-79-06","5941-001-05",3,,,,,,,,,,,,
"76-51-31-46","5941-001-06",1,2,,,,,,,,,,,
"76-51-31-46","5941-001-06",2,2,,,,,,,,,,,
"76-51-31-46","5941-001-06",3,2,,,,,,,,,,,
"20-34-67-30","5942-001-02",1,,,,,,,,,,,,
"20-34-67-30","5942-001-02",2,,,,,,,,,,,,
"20-34-67-30","5942-001-02",3,,,,,,,,,,,,
"23-96-25-19","5942-001-03",1,,,,,,,,,,,,
"23-96-25-19","5942-001-03",2,,,,,,,,,,,,
"23-96-25-19","5942-001-03",3,,,,,,,,,,,,
"44-44-29-87","5943-001-01",1,,,,,,,,,,,,
"44-44-29-87","5943-001-01",2,,,,,,,,,,,,
"44-44-29-87","5943-001-01",3,,,,,,,,,,,,
"22-41-43-44","5945-001-01",1,2,,,,,,,,,,,
"22-41-43-44","5945-001-01",2,2,,,,,,,,,,,
"22-41-43-44","5945-001-01",3,2,,,,,,,,,,,
"02-34-38-52","5945-001-03",1,,,,,,,,,,,,
"02-34-38-52","5945-001-03",2,,,,,,,,,,,,
"02-34-38-52","5945-001-03",3,,,,,,,,,,,,
"79-34-82-76","5946-001-01",1,,,,,,,,,,,,
"79-34-82-76","5946-001-01",2,,,,,,,,,,,,
"79-34-82-76","5946-001-01",3,,,,,,,,,,,,
"71-24-70-23","5946-001-03",1,,,,,,,,,,,,
"71-24-70-23","5946-001-03",2,,,,,,,,,,,,
"71-24-70-23","5946-001-03",3,,,,,,,,,,,,
"99-99-38-58","5947-001-01",1,,,,,,,,,,,,
"99-99-38-58","5947-001-01",2,,,,,,,,,,,,
"99-99-38-58","5947-001-01",3,,,,,,,,,,,,
"71-84-74-89","5949-001-01",1,2,,,,,,,,,,,
"71-84-74-89","5949-001-01",2,2,,,,,,,,,,,
"71-84-74-89","5949-001-01",3,2,,,,,,,,,,,
"71-02-68-73","5959-001-01",1,,,,,,,,,,,,
"71-02-68-73","5959-001-01",2,,,,,,,,,,,,
"71-02-68-73","5959-001-01",3,,,,,,,,,,,,
"90-97-94-28","5960-001-02",1,1,1,12,3,2,,,,,,,
"90-97-94-28","5960-001-02",2,2,,,,,,,,,,,
"90-97-94-28","5960-001-02",3,2,,,,,,,,,,,
"75-97-06-90","5961-001-02",1,2,,,,,,,,,,,
"75-97-06-90","5961-001-02",2,2,,,,,,,,,,,
"75-97-06-90","5961-001-02",3,2,,,,,,,,,,,
"46-18-20-36","5962-001-01",1,1,3,18,3,2,,,,,,,
"46-18-20-36","5962-001-01",2,2,,,,,,,,,,,
"46-18-20-36","5962-001-01",3,2,,,,,,,,,,,
"24-11-85-38","5963-001-01",1,2,,,,,,,,,,,
"24-11-85-38","5963-001-01",2,2,,,,,,,,,,,
"24-11-85-38","5963-001-01",3,2,,,,,,,,,,,
"56-30-03-12","5963-001-02",1,2,,,,,,,,,,,
"56-30-03-12","5963-001-02",2,2,,,,,,,,,,,
"56-30-03-12","5963-001-02",3,2,,,,,,,,,,,
"60-11-48-65","5965-001-01",1,,,,,,,,,,,,
"60-11-48-65","5965-001-01",2,,,,,,,,,,,,
"60-11-48-65","5965-001-01",3,,,,,,,,,,,,
"77-40-44-47","5966-001-01",1,1,3,60,3,2,,,,,,,
"77-40-44-47","5966-001-01",2,2,,,,,,,,,,,
"77-40-44-47","5966-001-01",3,2,,,,,,,,,,,
"05-95-47-03","5978-001-02",1,1,1,10,3,2,,,,,,,
"05-95-47-03","5978-001-02",2,2,,,,,,,,,,,
"05-95-47-03","5978-001-02",3,2,,,,,,,,,,,
"36-27-61-51","5979-001-01",1,1,2,24,3,2,,,,,,,
"36-27-61-51","5979-001-01",2,2,,,,,,,,,,,
"36-27-61-51","5979-001-01",3,2,,,,,,,,,,,
"52-56-40-35","5980-001-01",1,1,2,6,3,2,,,,,,,
"52-56-40-35","5980-001-01",2,2,,,,,,,,,,,
"52-56-40-35","5980-001-01",3,2,,,,,,,,,,,
"57-20-33-94","5982-001-01",1,,,,,,,,,,,,
"57-20-33-94","5982-001-01",2,,,,,,,,,,,,
"57-20-33-94","5982-001-01",3,,,,,,,,,,,,
"24-59-59-23","5983-001-01",1,,,,,,,,,,,,
"24-59-59-23","5983-001-01",2,,,,,,,,,,,,
"24-59-59-23","5983-001-01",3,,,,,,,,,,,,
"60-33-80-91","5984-001-01",1,1,4,12,3,2,,,,,,,
"60-33-80-91","5984-001-01",2,2,,,,,,,,,,,
"60-33-80-91","5984-001-01",3,2,,,,,,,,,,,
"86-55-81-36","5984-001-04",1,,,,,,,,,,,,
"86-55-81-36","5984-001-04",2,,,,,,,,,,,,
"86-55-81-36","5984-001-04",3,,,,,,,,,,,,
"46-74-15-53","5985-001-01",1,1,2,30,3,2,,,,,,,
"46-74-15-53","5985-001-01",2,2,,,,,,,,,,,
"46-74-15-53","5985-001-01",3,2,,,,,,,,,,,
"75-90-98-16","5985-001-03",1,,,,,,,,,,,,
"75-90-98-16","5985-001-03",2,,,,,,,,,,,,
"75-90-98-16","5985-001-03",3,,,,,,,,,,,,
"66-05-92-81","5997-001-01",1,1,2,9,3,2,,,,,,,
"66-05-92-81","5997-001-01",2,2,,,,,,,,,,,
"66-05-92-81","5997-001-01",3,2,,,,,,,,,,,
"59-55-57-89","5998-001-01",1,,,,,,,,,,,,
"59-55-57-89","5998-001-01",2,,,,,,,,,,,,
"59-55-57-89","5998-001-01",3,,,,,,,,,,,,
"93-05-23-97","5999-001-01",1,,,,,,,,,,,,
"93-05-23-97","5999-001-01",2,,,,,,,,,,,,
"93-05-23-97","5999-001-01",3,,,,,,,,,,,,
"02-23-99-71","6000-001-01",1,2,,,,,,,,,,,
"02-23-99-71","6000-001-01",2,2,,,,,,,,,,,
"02-23-99-71","6000-001-01",3,2,,,,,,,,,,,
"64-89-37-39","6001-001-01",1,,,,,,,,,,,,
"64-89-37-39","6001-001-01",2,,,,,,,,,,,,
"64-89-37-39","6001-001-01",3,,,,,,,,,,,,
"13-03-41-28","6002-001-01",1,,,,,,,,,,,,
"13-03-41-28","6002-001-01",2,,,,,,,,,,,,
"13-03-41-28","6002-001-01",3,,,,,,,,,,,,
"81-54-24-30","6003-001-01",1,,,,,,,,,,,,
"81-54-24-30","6003-001-01",2,,,,,,,,,,,,
"81-54-24-30","6003-001-01",3,,,,,,,,,,,,
"62-68-30-91","6004-001-01",1,,,,,,,,,,,,
"62-68-30-91","6004-001-01",2,,,,,,,,,,,,
"62-68-30-91","6004-001-01",3,,,,,,,,,,,,
"29-95-19-42","6016-001-02",1,,,,,,,,,,,,
"29-95-19-42","6016-001-02",2,,,,,,,,,,,,
"29-95-19-42","6016-001-02",3,,,,,,,,,,,,
"09-64-88-48","6017-001-01",1,,,,,,,,,,,,
"09-64-88-48","6017-001-01",2,,,,,,,,,,,,
"09-64-88-48","6017-001-01",3,,,,,,,,,,,,
"53-68-94-86","6018-001-01",1,,,,,,,,,,,,
"53-68-94-86","6018-001-01",2,,,,,,,,,,,,
"53-68-94-86","6018-001-01",3,,,,,,,,,,,,
"82-59-52-60","6019-001-01",1,,,,,,,,,,,,
"82-59-52-60","6019-001-01",2,,,,,,,,,,,,
"82-59-52-60","6019-001-01",3,,,,,,,,,,,,
"96-42-34-30","6019-001-02",1,,,,,,,,,,,,
"96-42-34-30","6019-001-02",2,,,,,,,,,,,,
