"interview__key","y5_hhid","cropid","ag5a_01","ag5a_02","ag5a_03","ag5a_04_1","ag5a_04_2","ag5a_05","ag5a_06","ag5a_07_1","ag5a_07_2","ag5a_08","ag5a_09_1","ag5a_09_2","ag5a_10_1","ag5a_10_2","ag5a_11a","ag5a_11_1","ag5a_11_2","ag5a_12","ag5a_13","ag5a_14_1","ag5a_14_2","ag5a_15","ag5a_16_1","ag5a_16_2","ag5a_17_1","ag5a_17_2","ag5a_18","ag5a_19","ag5a_20","ag5a_21","ag5a_22","ag5a_23","ag5a_24","ag5a_25","ag5a_26","ag5a_27","ag5a_28","ag5a_29","ag5a_30","ag5a_31","ag5a_32","ag5a_32a","ag5a_32b","ag5a_32c","ag5a_32d","ag5a_32e","ag5a_33","ag5a_34","ag5a_35","ag5a_36_1a","ag5a_36_1b","ag5a_36_2a","ag5a_36_2b"
"24-34-12-72","6572-001-06",11,1,800,192000,16,1,800,192000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,2000,100,0,0,0,4,,,,,,
"24-34-12-72","6572-001-06",12,1,1000,300000,16,1,1000,300000,7,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1700,300,0,0,0,4,,,,,,
"56-84-52-72","6574-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,480,0,0,0,0,2,,,,,,
"56-84-52-72","6574-001-01",12,1,1500,700000,9,1,1500,700000,11,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,900,0,0,0,0,2,,,,,,
"43-24-92-92","6577-001-01",11,1,240,60000,1,1,240,60000,9,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,480,0,0,0,0,2,,,,,,
"43-24-92-92","6577-001-01",12,1,320,168000,9,1,320,168000,10,2020,1,1,5,1,5,2,,,,,,,,,,,,1,3,1,3,0,2,,,,,,2,,,,240,0,0,80,0,2,,,,,,
"43-24-92-92","6577-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,60,0,0,0,0,2,,,,,,
"43-24-92-92","6577-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,180,0,0,0,0,2,,,,,,
"07-75-47-36","6577-001-02",11,1,360,180000,5,1,360,90000,9,2020,1,1,2,1,2,2,,,,,,,,,,,,1,3,2,2,0,2,,,,,,2,,,,200,0,0,160,0,2,,,,,,
"07-75-47-36","6577-001-02",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,120,0,0,40,0,2,,,,,,
"07-75-47-36","6577-001-02",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,20,0,20,0,2,,,,,,
"93-19-95-83","6577-001-03",11,1,500,175000,9,1,500,175000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,600,1,2,,1,2,,,,500,0,0,0,0,1,,,,,,
"93-19-95-83","6577-001-03",12,1,1125,525000,9,1,1125,525000,9,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,1,225,4,2,,1,2,,,,375,0,0,0,0,1,,,,,,
"93-19-95-83","6577-001-03",43,1,50,70000,9,1,50,70000,6,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,50,0,0,0,0,2,,,,,,
"32-45-09-37","6586-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,120,0,0,0,0,2,,,,,,
"32-45-09-37","6586-001-01",22,1,30,5000,5,1,30,5000,6,2020,1,2,7,2,,2,,,,,,,,,,,,1,2,1,1,0,2,,,,,,2,,,,80,0,0,0,0,2,,,,,,
"32-45-09-37","6586-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,90,0,0,0,0,2,,,,,,
"32-45-09-37","6586-001-01",37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"80-93-26-96","6590-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,360,0,0,0,0,2,,,,,,
"80-93-26-96","6590-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,60,0,0,0,0,2,,,,,,
"92-71-85-29","6592-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,220,0,0,0,0,2,,,,,,
"62-76-44-94","6593-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,0,0,0,0,2,,,,,,
"88-82-06-53","6594-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,160,0,0,0,0,2,,,,,,
"88-82-06-53","6594-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"78-28-57-68","6605-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,700,0,0,0,0,2,,,,,,
"72-27-12-34","6606-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1080,0,0,108,0,2,,,,,,
"08-61-87-73","6607-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,0,0,2,,,,,,
"08-61-87-73","6607-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,80,0,0,0,0,2,,,,,,
"62-43-05-95","6607-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,30,0,0,0,0,2,,,,,,
"62-43-05-95","6607-001-02",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,4,0,0,0,0,2,,,,,,
"62-43-05-95","6607-001-02",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"62-43-05-95","6607-001-02",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"49-08-77-44","6608-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,600,35,0,345,0,2,,,,,,
"49-08-77-44","6608-001-01",31,1,27,36000,4,2,27,36000,8,2020,1,1,,1,,2,,,,,,,,,,,,1,2,1,1,0,2,,,,,,2,,,,103,0,0,0,0,2,,,,,,
"49-08-77-44","6608-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"49-08-77-44","6608-001-01",43,1,56,140000,4,2,56,140000,11,2020,1,1,,1,,2,,,,,,,,,,,,1,2,1,6,0,2,,,,,,2,,,,28,0,0,0,0,2,,,,,,
"83-54-05-59","6608-001-06",11,1,500,200000,2,1,500,200000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,600,0,0,100,0,2,,,,,,
"83-54-05-59","6608-001-06",43,1,150,120000,9,1,150,120000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"78-81-71-50","6608-001-08",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,373,5,0,0,0,2,,,,,,
"78-81-71-50","6608-001-08",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,55,5,0,0,0,2,,,,,,
"78-81-71-50","6608-001-08",34,1,90,50000,9,3,90,50000,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,85,5,0,0,0,2,,,,,,
"71-87-57-15","6609-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,180,0,0,0,0,2,,,,,,
"29-94-20-90","6610-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,0,0,0,0,2,,,,,,
"29-94-20-90","6610-001-01",31,1,30,42000,4,1,30,42000,6,2020,1,1,2,1,2,2,,,,,,,,,,,,1,6,1,1,0,2,,,,,,2,,,,10,10,0,0,0,2,,,,,,
"44-75-42-74","6611-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,50,0,0,0,0,2,,,,,,
"19-89-88-00","6612-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,108,0,0,0,0,2,,,,,,
"80-62-36-73","6624-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,72,0,0,0,0,2,,,,,,
"14-86-77-33","6628-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,50,0,0,0,0,2,,,,,,
"14-86-77-33","6628-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,30,0,0,0,0,2,,,,,,
"92-45-77-35","6629-001-01",11,1,300,105000,2,1,300,105000,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,320,0,0,0,0,2,,,,,,
"70-18-79-87","6631-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,180,0,0,0,0,2,,,,,,
"31-39-32-15","6647-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,2,0,0,0,0,1,,,,,,
"69-54-89-68","6648-001-03",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,0,0,0,0,2,,,,,,
"26-99-67-44","6649-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,130,0,0,0,0,4,,,,,,
"26-99-67-44","6649-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,15,0,0,0,0,4,,,,,,
"26-99-67-44","6649-001-01",41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,0,0,2,,,,,,
"14-03-63-51","6650-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,4,,,,,,
"59-89-96-37","6681-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,300,5,2,,1,2,,,,200,0,0,500,0,4,,,,,,
"59-89-96-37","6681-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,80,0,0,10,0,1,,,,,,
"87-52-69-72","6683-001-01",11,1,43,2150000,9,1,6,300000,8,2020,1,1,2,1,2,1,9,1,37,1850000,8,2020,1,1,2,1,2,2,,,,,1,300,5,2,,1,2,,,,350,0,250,150,0,2,,,,,,
"87-52-69-72","6683-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,4,2,,1,2,,,,14,0,0,0,0,2,,,,,,
"87-52-69-72","6683-001-01",33,1,252,252000,9,1,252,252000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"51-83-22-17","6684-001-01",11,1,5160,301000,9,1,5160,301000,2,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,720,5,1,1,1,2,,,,360,120,0,600,0,5,,,,,,
"51-83-22-17","6684-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,15,0,0,5,0,3,,,,,,
"57-83-63-17","6686-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,360,5,2,,1,2,,,,280,0,0,0,0,2,,,,,,
"57-83-63-17","6686-001-01",32,1,20,10000,9,1,20,10000,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,8,8,1,1,1,2,,,,12,0,0,0,0,2,,,,,,
"57-83-63-17","6686-001-01",33,1,5,10000,9,1,5,10000,6,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,8,5,2,,1,2,,,,7,0,0,0,0,2,,,,,,
"76-24-20-64","6688-001-01",11,1,960,320000,11,1,960,320000,9,2020,1,1,,1,,2,,,,,,,,,,,,1,5,1,6,10000,2,,,,,,2,,,,60,0,0,60,0,3,,,,,,
"18-01-61-83","6700-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,240,0,0,0,0,4,,,,,,
"18-01-61-83","6700-001-01",25,1,120,25000,16,2,120,25000,9,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,20,0,0,0,0,4,,,,,,
"26-96-01-74","6706-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,54,0,0,18,0,4,,,,,,
"26-96-01-74","6706-001-01",25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,75,0,0,0,0,4,,,,,,
"26-96-01-74","6706-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,18,8,0,18,0,5,,,,,,
"84-59-97-10","6720-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,5,2,,1,2,,,,100,0,0,120,0,4,,,,,,
"35-74-20-29","6722-001-01",11,1,54,24000,9,1,54,24000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,36,0,0,18,0,4,,,,,,
"35-74-20-29","6722-001-01",31,1,16,20000,9,1,16,20000,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,5,8,2,,1,2,,,,10,0,0,9,0,4,,,,,,
"14-77-09-08","6723-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,80,0,0,40,0,2,,,,,,
"14-77-09-08","6723-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"92-19-80-24","6724-001-02",11,1,648,360000,9,1,648,360000,9,2020,2,2,,2,,2,,,,,,,,,,,,2,,,,,1,60,5,2,,1,2,,,,156,0,0,0,0,4,,,,,,
"92-19-80-24","6724-001-02",31,1,145,483300,9,1,145,483300,9,2020,1,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,20,0,0,15,0,2,,,,,,
"43-31-36-03","6738-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,50,0,0,0,0,2,,,,,,
"72-04-45-83","6738-001-02",11,1,120,60000,4,1,120,60000,10,2020,1,1,2,1,2,2,,,,,,,,,,,,1,13,1,6,2000,1,120,5,2,,1,2,,,,120,0,0,0,0,7,70,10000,2,1,0,
"73-10-24-17","6739-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,180,5,2,,1,2,,,,180,0,0,120,0,5,,,,,,
"73-10-24-17","6739-001-02",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,5,2,,1,2,,,,30,10,0,0,0,2,,,,,,
"51-44-38-20","6740-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,5,2,,1,2,,,,15,0,0,0,0,4,,,,,,
"49-49-65-83","6741-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,216,5,2,,1,2,,,,216,0,0,108,0,4,,,,,,
"73-80-63-69","6744-001-01",31,1,480,350000,9,1,480,350000,11,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,25,5,2,,1,2,,,,40,25,0,60,0,4,,,,,,
"70-73-79-51","6745-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,5,4,3500000,100,0,0,0,0,4,,,,,,
"70-73-79-51","6745-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,5,4,60000,10,0,0,0,0,4,,,,,,
"90-88-19-10","6778-001-01",12,1,2300,1150000,9,1,2300,1150000,6,2020,1,1,,1,,2,,,,,,,,,,,,1,19,1,4,5000,2,,,,,,2,,,,100,50,0,50,0,3,,,,,,
"01-42-95-74","6795-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,8,0,4,,,,,,
"54-22-97-32","6797-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,25,0,0,0,0,5,,,,,,
"66-84-66-13","6798-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,4,2,,1,2,,,,50,0,0,0,0,4,,,,,,
"58-57-11-79","6799-001-01",11,1,1800,750000,9,1,1800,750000,1,2021,1,1,2,1,2,2,,,,,,,,,,,,1,2,1,4,20000,1,240,5,2,,1,2,,,,110,0,0,20,0,4,,,,,,
"58-57-11-79","6799-001-01",31,1,610,890000,9,1,610,890000,1,2021,1,1,2,1,2,2,,,,,,,,,,,,1,2,1,4,0,2,,,,,,2,,,,0,0,0,20,0,4,,,,,,
"44-13-78-44","6801-001-01",11,1,140,60000,2,1,140,60000,9,2020,1,3,,3,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,420,0,0,0,0,4,,,,,,
"31-28-73-83","6802-001-01",11,1,540,300000,9,1,540,300000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,54,0,0,0,0,2,,,,,,
"31-28-73-83","6802-001-01",31,1,40,60000,9,1,40,60000,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"85-23-86-97","6802-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,5,2,,1,2,,,,460,0,0,120,0,4,,,,,,
"50-00-81-78","6833-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,60,0,0,0,0,2,,,,,,
"50-00-81-78","6833-001-01",43,1,150,375000,3,1,150,375000,8,2020,4,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,8,0,0,10,0,2,,,,,,
"17-74-85-10","6835-001-01",43,1,20,20000,3,1,20,20000,6,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,10,10,0,0,0,2,,,,,,
"41-17-69-73","6838-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,95,5,0,0,0,2,,,,,,
"27-51-88-02","6840-001-01",11,1,100,70000,9,1,100,70000,12,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,45,0,0,5,0,8,,,,,,
"27-51-88-02","6840-001-01",43,1,100,120000,9,1,100,120000,12,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,50,0,0,50,0,8,,,,,,
"53-89-26-21","6856-001-01",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,7,2,0,1,0,2,,,,,,
"47-87-67-89","6872-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,150,0,0,0,0,2,,,,,,
"56-38-85-25","6875-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,175,0,0,0,0,8,,,,,,
"67-50-49-39","6878-001-02",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,600,0,0,50,0,8,,,,,,
"10-69-53-45","6888-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,72,0,0,0,0,3,,,,,,
"65-82-46-02","6890-001-01",11,1,100,50000,2,1,100,50000,8,2020,3,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,50,0,0,0,0,1,,,,,,
"71-69-22-91","6893-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,314,10,0,0,0,8,,,,,,
"71-69-22-91","6893-001-01",31,1,30,45000,5,2,30,45000,5,2020,1,1,2,1,2,2,,,,,,,,,,,,1,5,1,2,0,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"11-93-82-76","6894-001-02",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,9,500000,50,0,0,0,0,2,,,,,,
"25-16-88-57","6909-001-01",42,1,100,150000,9,1,100,150000,6,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"69-09-51-68","6910-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,225,50,0,25,0,2,,,,,,
"69-09-51-68","6910-001-01",42,1,150,285000,6,1,150,285000,6,2020,1,1,2,1,2,2,,,,,,,,,,,,1,3,1,6,4000,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"38-40-83-55","6911-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,2,,3,2,,,,98,2,0,0,0,2,,,,,,
"38-40-83-55","6911-001-01",42,1,70,105000,7,1,70,105000,8,2020,1,1,,1,,2,,,,,,,,,,,,1,3,1,6,2000,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"67-09-23-97","6911-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,0,0,2,,,,,,
"67-09-23-97","6911-001-02",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,0,0,0,0,2,,,,,,
"67-09-23-97","6911-001-02",42,1,350,350000,16,1,350,350000,6,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,30,20,0,0,0,2,,,,,,
"33-10-71-26","6915-001-01",42,1,80,160000,7,1,80,160000,6,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"56-21-00-90","6916-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,5,0,0,0,0,3,,,,,,
"56-21-00-90","6916-001-01",42,1,48,72000,5,1,48,72000,6,2020,1,1,,1,,2,,,,,,,,,,,,1,2,1,6,2000,2,,,,,,2,,,,1,1,0,0,0,2,,,,,,
"68-33-35-37","6919-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,2,10000,90,50,0,6,0,2,,,,,,
"68-33-35-37","6919-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,1,5000,70,25,0,5,0,2,,,,,,
"68-33-35-37","6919-001-01",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,3,0,2,0,2,,,,,,
"01-47-28-75","6928-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,146,4,0,0,0,2,,,,,,
"01-47-28-75","6928-001-01",998,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,0,0,1,,,,,,
"72-25-82-38","6930-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,116,4,0,0,0,5,,,,,,
"72-25-82-38","6930-001-01",19,1,100,120000,9,1,100,120000,4,2020,5,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"72-25-82-38","6930-001-01",42,1,64,83200,9,1,64,83200,6,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,1,0,0,0,2,,,,,,
"06-76-01-17","6931-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,8,1,1,1,2,,,,200,0,0,50,0,2,,,,,,
"06-76-01-17","6931-001-01",42,1,150,210000,7,1,150,210000,6,2020,1,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"70-02-66-38","6931-001-04",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,130,0,0,20,0,2,,,,,,
"99-84-80-48","6932-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,1,5000,270,10,0,10,10,2,,,,,,
"99-84-80-48","6932-001-01",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,250,0,0,50,0,1,,,,,,
"99-84-80-48","6932-001-01",42,1,900,1350000,7,2,900,1350000,8,2020,1,1,,1,2,2,,,,,,,,,,,,1,6,1,4,50000,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"99-84-80-48","6932-001-01",92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,200,0,0,0,0,1,,,,,,
"31-46-55-70","6933-001-01",19,1,50,50000,9,3,50,50000,6,2020,1,1,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,8,,,,,,
"31-46-55-70","6933-001-01",42,1,75,157500,9,3,75,157500,6,2020,1,1,,1,,2,,,,,,,,,,,,1,12,3,1,0,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"25-70-77-90","6935-001-02",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,97,3,0,25,0,2,,,,,,
"63-09-67-79","6947-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,296,4,0,0,0,3,,,,,,
"63-09-67-79","6947-001-01",32,1,200,200000,9,2,200,200000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,90,10,0,0,0,2,,,,,,
"63-09-67-79","6947-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,35,1,0,0,0,2,,,,,,
"70-60-21-69","6950-001-01",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,15,5,0,0,0,2,,,,,,
"60-97-00-27","6950-001-02",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,1,2500,65,0,0,0,0,2,,,,,,
"60-97-00-27","6950-001-02",42,1,150,300000,7,2,150,300000,8,2020,1,1,,1,2,2,,,,,,,,,,,,1,5,1,6,5000,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"88-90-24-32","6951-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"88-90-24-32","6951-001-01",42,1,160,240000,5,1,160,240000,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"52-64-08-67","6952-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"46-99-43-26","6953-001-01",42,1,380,570000,5,2,380,570000,7,2020,1,1,,1,2,2,,,,,,,,,,,,1,1,1,6,64600,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
